,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
953,Missouri Senate - Steelman vs. McCaskill,PPP (D),"Steelman 43, McCaskill 43",Tie,2012-02-01,2012.0
954,Ohio Senate - Mandel vs. Brown,PPP (D),"Brown 47, Mandel 36",Brown +11,2012-02-03,2012.0
955,Virginia Senate - Allen vs. Kaine,Quinnipiac,"Kaine 45, Allen 44",Kaine +1,2012-02-08,2012.0
956,Ohio Senate - Mandel vs. Brown,Rasmussen Reports,"Brown 44, Mandel 40",Brown +4,2012-02-10,2012.0
957,Hawaii Senate - Lingle vs. Hirono,Honolulu Star-Advertiser,"Hirono 57, Lingle 37",Hirono +20,2012-02-13,2012.0
958,Michigan Senate - Hoekstra vs. Stabenow,PPP (D),"Stabenow 51, Hoekstra 37",Stabenow +14,2012-02-14,2012.0
959,Florida Senate - Mack vs. Nelson,Rasmussen Reports,"Nelson 41, Mack 41",Tie,2012-02-14,2012.0
960,Massachusetts Senate - Brown vs. Warren,WBUR/MassINC,"Brown 43, Warren 46",Warren +3,2012-02-14,2012.0
961,Ohio Senate - Mandel vs. Brown,Quinnipiac,"Brown 48, Mandel 35",Brown +13,2012-02-15,2012.0
962,New Mexico Senate - Wilson vs. Heinrich,Rasmussen Reports,"Heinrich 45, Wilson 43",Heinrich +2,2012-02-15,2012.0
963,Massachusetts Senate - Brown vs. Warren,Suffolk/7News,"Brown 49, Warren 40",Brown +9,2012-02-17,2012.0
964,Virginia Senate - Allen vs. Kaine,CNU/Times-Dispatch,"Kaine 40, Allen 42",Allen +2,2012-02-20,2012.0
965,Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 46, Carmona 35",Flake +11,2012-02-21,2012.0
966,Wisconsin Senate - Thompson vs. Baldwin,Marquette University,"Thompson 48, Baldwin 42",Thompson +6,2012-02-22,2012.0
967,Michigan Senate - Hoekstra vs. Stabenow,NBC News/Marist,"Stabenow 53, Hoekstra 32",Stabenow +21,2012-02-22,2012.0
968,Arizona Senate - Flake vs. Carmona,NBC News/Marist,"Flake 42, Carmona 29",Flake +13,2012-02-22,2012.0
969,Virginia Senate - Allen vs. Kaine,Rasmussen Reports,"Kaine 46, Allen 46",Tie,2012-02-22,2012.0
970,Montana Senate - Rehberg vs. Tester,Rasmussen Reports,"Rehberg 47, Tester 44",Rehberg +3,2012-02-23,2012.0
971,Washington Senate - Baumgartner vs. Cantwell,PPP (D),"Cantwell 51, Baumgartner 36",Cantwell +15,2012-02-24,2012.0
972,Virginia Senate - Allen vs. Kaine,Roanoke College,"Kaine 37, Allen 45",Allen +8,2012-02-28,2012.0
973,Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Thompson 50, Baldwin 36",Thompson +14,2012-02-28,2012.0
974,New Jersey Senate - Kyrillos vs. Menendez,SurveyUSA,"Menendez 46, Kyrillos 31",Menendez +15,2012-02-29,2012.0
975,New Jersey Senate - Kyrillos vs. Menendez,Quinnipiac,"Menendez 49, Kyrillos 34",Menendez +15,2012-02-29,2012.0
976,Wisconsin Senate - Thompson vs. Baldwin,PPP (D),"Thompson 45, Baldwin 46",Baldwin +1,2012-02-29,2012.0
977,Massachusetts Senate - Brown vs. Warren,Mass Insight/Opinion Dynamics,"Brown 52, Warren 43",Brown +9,2012-02-29,2012.0
978,Massachusetts Senate - Brown vs. Warren,Rasmussen Reports,"Brown 49, Warren 44",Brown +5,2012-03-01,2012.0
979,Massachusetts Senate - Brown vs. Warren,Western NE University,"Brown 49, Warren 41",Brown +8,2012-03-04,2012.0
980,Virginia Senate - Allen vs. Kaine,NBC News/Marist,"Kaine 48, Allen 39",Kaine +9,2012-03-04,2012.0
981,Ohio Senate - Mandel vs. Brown,NBC News/Marist,"Brown 47, Mandel 37",Brown +10,2012-03-04,2012.0
982,Maine Senate - Summers vs. Pingree vs. King,PPP (D),"King 36, Pingree 31, Summers 28",King +5,2012-03-06,2012.0
983,Nebraska Senate - Bruning vs. Kerrey,Rasmussen Reports,"Bruning 55, Kerrey 33",Bruning +22,2012-03-06,2012.0
984,Pennsylvania Senate - Rohrer vs. Casey,PPP (D),"Casey 49, Rohrer 34",Casey +15,2012-03-14,2012.0
985,Arizona Senate - Flake vs. Carmona,Rasmussen Reports,"Flake 47, Carmona 34",Flake +13,2012-03-14,2012.0
986,Florida Senate - Mack vs. Nelson,Rasmussen Reports,"Nelson 36, Mack 43",Mack +7,2012-03-14,2012.0
987,Missouri Senate - Steelman vs. McCaskill,Rasmussen Reports,"Steelman 51, McCaskill 41",Steelman +10,2012-03-16,2012.0
988,New Jersey Senate - Kyrillos vs. Menendez,Fairleigh Dickinson,"Menendez 43, Kyrillos 33",Menendez +10,2012-03-19,2012.0
989,Virginia Senate - Allen vs. Kaine,Quinnipiac,"Kaine 47, Allen 44",Kaine +3,2012-03-20,2012.0
990,Massachusetts Senate - Brown vs. Warren,PPP (D),"Brown 41, Warren 46",Warren +5,2012-03-20,2012.0
991,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 47, Berkley 40",Heller +7,2012-03-20,2012.0
992,Virginia Senate - Allen vs. Kaine,Rasmussen Reports,"Kaine 44, Allen 46",Allen +2,2012-03-21,2012.0
993,Connecticut Senate - Shays vs. Murphy,Quinnipiac,"Murphy 41, Shays 40",Murphy +1,2012-03-22,2012.0
994,Connecticut Senate - McMahon vs. Murphy,Quinnipiac,"Murphy 52, McMahon 37",Murphy +15,2012-03-22,2012.0
995,Ohio Senate - Mandel vs. Brown,Rasmussen Reports,"Brown 43, Mandel 43",Tie,2012-03-27,2012.0
996,Michigan Senate - Hoekstra vs. Stabenow,MRG,"Stabenow 45, Hoekstra 40",Stabenow +5,2012-03-27,2012.0
997,Nebraska Senate - Bruning vs. Kerrey,PPP (D),"Bruning 54, Kerrey 37",Bruning +17,2012-03-27,2012.0
998,Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Thompson 48, Baldwin 44",Thompson +4,2012-03-28,2012.0
999,Florida Senate - Mack vs. Nelson,Quinnipiac,"Nelson 44, Mack 36",Nelson +8,2012-03-29,2012.0
1000,Ohio Senate - Mandel vs. Brown,Quinnipiac,"Brown 46, Mandel 36",Brown +10,2012-03-29,2012.0
1001,Massachusetts Senate - Brown vs. Warren,Boston Globe,"Brown 37, Warren 35",Brown +2,2012-04-01,2012.0
1002,Nevada Senate - Heller vs. Berkley,PPP (D),"Heller 46, Berkley 43",Heller +3,2012-04-03,2012.0
1003,Montana Senate - Rehberg vs. Tester,Rasmussen Reports,"Rehberg 47, Tester 44",Rehberg +3,2012-04-03,2012.0
1004,New Mexico Senate - Wilson vs. Heinrich,Rasmussen Reports,"Heinrich 46, Wilson 42",Heinrich +4,2012-04-04,2012.0
1005,New York Senate - Turner vs. Gillibrand,Quinnipiac,"Gillibrand 57, Turner 27",Gillibrand +30,2012-04-05,2012.0
1006,Indiana Senate - Mourdock vs. Donnelly,Howey/DePauw,"Mourdock 35, Donnelly 35",Tie,2012-04-06,2012.0
1007,Maine Senate - Summers vs. Dunlap vs. King,MPRC (D),"King 56, Summers 22, Dunlap 12",King +34,2012-04-06,2012.0
1008,Indiana Senate - Lugar vs. Donnelly,Howey/DePauw,"Lugar 50, Donnelly 29",Lugar +21,2012-04-06,2012.0
1009,Indiana Senate - Republican Primary,Howey/DePauw,"Lugar 42, Mourdock 35",Lugar +7,2012-04-06,2012.0
1010,New York Senate - Turner vs. Gillibrand,Siena,"Gillibrand 65, Turner 24",Gillibrand +41,2012-04-10,2012.0
1011,Massachusetts Senate - Brown vs. Warren,Rasmussen Reports,"Brown 45, Warren 46",Warren +1,2012-04-10,2012.0
1012,Virginia Senate - Allen vs. Kaine,Roanoke College,"Kaine 39, Allen 46",Allen +7,2012-04-10,2012.0
1013,New Jersey Senate - Kyrillos vs. Menendez,Quinnipiac,"Menendez 44, Kyrillos 35",Menendez +9,2012-04-12,2012.0
1014,Wisconsin Senate - Thompson vs. Baldwin,Daily Kos/PPP (D),"Thompson 47, Baldwin 45",Thompson +2,2012-04-16,2012.0
1015,Florida Senate - Mack vs. Nelson,PPP (D),"Nelson 47, Mack 37",Nelson +10,2012-04-18,2012.0
1016,Missouri Senate - Steelman vs. McCaskill,Rasmussen Reports,"Steelman 49, McCaskill 42",Steelman +7,2012-04-19,2012.0
1017,Missouri Senate - Akin vs. McCaskill,Rasmussen Reports,"Akin 48, McCaskill 43",Akin +5,2012-04-19,2012.0
1018,Missouri Senate - Brunner vs. McCaskill,Rasmussen Reports,"McCaskill 45, Brunner 45",Tie,2012-04-19,2012.0
1019,Ohio Senate - Mandel vs. Brown,Rasmussen Reports,"Brown 44, Mandel 41",Brown +3,2012-04-20,2012.0
1020,Virginia Senate - Allen vs. Kaine,Rasmussen Reports,"Kaine 45, Allen 46",Allen +1,2012-04-24,2012.0
1021,New Mexico Senate - Wilson vs. Heinrich,PPP (D),"Heinrich 48, Wilson 43",Heinrich +5,2012-04-24,2012.0
1022,Florida Senate - Mack vs. Nelson,Rasmussen Reports,"Nelson 47, Mack 36",Nelson +11,2012-04-27,2012.0
1023,Montana Senate - Rehberg vs. Tester,PPP (D),"Rehberg 43, Tester 48",Tester +5,2012-05-01,2012.0
1024,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 51, Berkley 40",Heller +11,2012-05-01,2012.0
1025,Virginia Senate - Allen vs. Kaine,PPP (D),"Kaine 46, Allen 45",Kaine +1,2012-05-02,2012.0
1026,Montana Senate - Rehberg vs. Tester,Rasmussen Reports,"Rehberg 53, Tester 43",Rehberg +10,2012-05-03,2012.0
1027,Arizona Senate - Flake vs. Carmona,Magellan (R),"Flake 44, Carmona 40",Flake +4,2012-05-03,2012.0
1028,Indiana Senate - Republican Primary,Howey/DePauw,"Mourdock 48, Lugar 38",Mourdock +10,2012-05-04,2012.0
1029,Nebraska Senate - Republican Primary,WeAskAmerica,"Fischer 26, Bruning 42, Stenberg 23",Bruning +16,2012-05-07,2012.0
1030,Massachusetts Senate - Brown vs. Warren,Rasmussen Reports,"Brown 45, Warren 45",Tie,2012-05-08,2012.0
1031,Virginia Senate - Allen vs. Kaine,Washington Post,"Kaine 46, Allen 46",Tie,2012-05-08,2012.0
1032,New Jersey Senate - Kyrillos vs. Menendez,Fairleigh Dickinson,"Menendez 42, Kyrillos 33",Menendez +9,2012-05-10,2012.0
1033,Massachusetts Senate - Brown vs. Warren,MassINC,"Brown 41, Warren 43",Warren +2,2012-05-10,2012.0
1034,Ohio Senate - Mandel vs. Brown,PPP (D),"Brown 45, Mandel 37",Brown +8,2012-05-10,2012.0
1035,Ohio Senate - Mandel vs. Brown,Quinnipiac,"Brown 46, Mandel 40",Brown +6,2012-05-10,2012.0
1036,Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Thompson 50, Baldwin 38",Thompson +12,2012-05-11,2012.0
1037,Nebraska Senate - Republican Primary,WeAskAmerica,"Fischer 39, Bruning 34, Stenberg 18",Fischer +5,2012-05-14,2012.0
1038,New York Senate - Turner vs. Gillibrand,Siena,"Gillibrand 59, Turner 25",Gillibrand +34,2012-05-14,2012.0
1039,Nebraska Senate - Republican Primary,PPP (D),"Fischer 37, Bruning 33, Stenberg 17",Fischer +4,2012-05-15,2012.0
1040,Wisconsin Senate - Thompson vs. Baldwin,Daily Kos/PPP (D),"Thompson 47, Baldwin 42",Thompson +5,2012-05-15,2012.0
1041,New Jersey Senate - Kyrillos vs. Menendez,Quinnipiac,"Menendez 45, Kyrillos 35",Menendez +10,2012-05-16,2012.0
1042,Nebraska Senate - Fischer vs. Kerrey,Rasmussen Reports,"Fischer 56, Kerrey 38",Fischer +18,2012-05-17,2012.0
1043,Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 48, Carmona 35",Flake +13,2012-05-22,2012.0
1044,Pennsylvania Senate - Smith vs. Casey,PPP (D),"Casey 49, Smith 33",Casey +16,2012-05-23,2012.0
1045,Massachusetts Senate - Brown vs. Warren,Suffolk/7News,"Brown 48, Warren 47",Brown +1,2012-05-24,2012.0
1046,Virginia Senate - Allen vs. Kaine,NBC News/Marist,"Kaine 49, Allen 43",Kaine +6,2012-05-24,2012.0
1047,Florida Senate - Mack vs. Nelson,Quinnipiac,"Nelson 41, Mack 42",Mack +1,2012-05-24,2012.0
1048,Florida Senate - Mack vs. Nelson,NBC News/Marist,"Nelson 46, Mack 42",Nelson +4,2012-05-24,2012.0
1049,Ohio Senate - Mandel vs. Brown,NBC News/Marist,"Brown 51, Mandel 37",Brown +14,2012-05-24,2012.0
1050,Texas Senate - Republican Primary,PPP (D),"Dewhurst 46, Cruz 29, Leppert 15, James 3",Dewhurst +17,2012-05-24,2012.0
1051,Pennsylvania Senate - Smith vs. Casey,Rasmussen Reports,"Casey 48, Smith 41",Casey +7,2012-05-24,2012.0
1052,Missouri Senate - Steelman vs. McCaskill,PPP (D),"Steelman 44, McCaskill 44",Tie,2012-05-29,2012.0
1053,Ohio Senate - Mandel vs. Brown,Rasmussen Reports,"Brown 47, Mandel 42",Brown +5,2012-05-30,2012.0
1054,New York Senate - Turner vs. Gillibrand,Quinnipiac,"Gillibrand 56, Turner 26",Gillibrand +30,2012-05-30,2012.0
1055,Michigan Senate - Hoekstra vs. Stabenow,PPP (D),"Stabenow 53, Hoekstra 37",Stabenow +16,2012-05-30,2012.0
1056,Nevada Senate - Heller vs. Berkley,NBC News/Marist,"Heller 46, Berkley 44",Heller +2,2012-05-31,2012.0
1057,Massachusetts Senate - Brown vs. Warren,Boston Globe,"Brown 39, Warren 37",Brown +2,2012-06-02,2012.0
1058,Massachusetts Senate - Brown vs. Warren,Western NE University,"Brown 43, Warren 45",Warren +2,2012-06-02,2012.0
1059,Virginia Senate - Allen vs. Kaine,Rasmussen Reports,"Kaine 46, Allen 44",Kaine +2,2012-06-05,2012.0
1060,Virginia Senate - Allen vs. Kaine,Quinnipiac,"Kaine 44, Allen 43",Kaine +1,2012-06-06,2012.0
1061,Connecticut Senate - McMahon vs. Murphy,Quinnipiac,"Murphy 46, McMahon 43",Murphy +3,2012-06-06,2012.0
1062,Pennsylvania Senate - Smith vs. Casey,Franklin & Marshall,"Casey 42, Smith 21",Casey +21,2012-06-06,2012.0
1063,Michigan Senate - Hoekstra vs. Stabenow,EPIC-MRA,"Stabenow 49, Hoekstra 38",Stabenow +11,2012-06-07,2012.0
1064,Florida Senate - Mack vs. Nelson,PPP (D),"Nelson 49, Mack 36",Nelson +13,2012-06-07,2012.0
1065,North Dakota Senate - Berg vs. Heitkamp,Mason-Dixon,"Heitkamp 47, Berg 46",Heitkamp +1,2012-06-08,2012.0
1066,Missouri Senate - Steelman vs. McCaskill,Rasmussen Reports,"Steelman 51, McCaskill 39",Steelman +12,2012-06-08,2012.0
1067,Minnesota Senate - Bills vs. Klobuchar,PPP (D),"Klobuchar 55, Bills 29",Klobuchar +26,2012-06-08,2012.0
1068,New York Senate - Turner vs. Gillibrand,Siena,"Gillibrand 63, Turner 25",Gillibrand +38,2012-06-12,2012.0
1069,Nevada Senate - Heller vs. Berkley,PPP (D),"Heller 44, Berkley 43",Heller +1,2012-06-12,2012.0
1070,Pennsylvania Senate - Smith vs. Casey,Quinnipiac,"Casey 51, Smith 32",Casey +19,2012-06-12,2012.0
1071,Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Thompson 52, Baldwin 36",Thompson +16,2012-06-14,2012.0
1072,Maine Senate - Summers vs. Dill vs. King,WBUR/MassINC,"King 50, Summers 23, Dill 9",King +27,2012-06-18,2012.0
1073,Michigan Senate - Hoekstra vs. Stabenow,Rasmussen Reports,"Stabenow 48, Hoekstra 39",Stabenow +9,2012-06-18,2012.0
1074,Arizona Senate - Flake vs. Carmona,Project New America/PPP (D),"Flake 43, Carmona 41",Flake +2,2012-06-19,2012.0
1075,Montana Senate - Rehberg vs. Tester,Rasmussen Reports,"Rehberg 49, Tester 47",Rehberg +2,2012-06-19,2012.0
1076,Washington Senate - Baumgartner vs. Cantwell,PPP (D),"Cantwell 51, Baumgartner 35",Cantwell +16,2012-06-20,2012.0
1077,Wisconsin Senate - Thompson vs. Baldwin,Marquette University,"Thompson 49, Baldwin 41",Thompson +8,2012-06-20,2012.0
1078,Florida Senate - Mack vs. Nelson,Quinnipiac,"Nelson 43, Mack 39",Nelson +4,2012-06-21,2012.0
1079,Utah Senate - Republican Primary,Deseret News/KSL,"Hatch 60, Liljenquist 32",Hatch +28,2012-06-25,2012.0
1080,Virginia Senate - Allen vs. Kaine,WeAskAmerica,"Allen 44, Kaine 35",Allen +9,2012-06-26,2012.0
1081,Massachusetts Senate - Brown vs. Warren,PPP (D),"Warren 46, Brown 46",Tie,2012-06-26,2012.0
1082,Florida Senate - Mack vs. Nelson,Quinnipiac,"Mack 40, Nelson 41",Nelson +1,2012-06-27,2012.0
1083,Ohio Senate - Mandel vs. Brown,PPP (D),"Brown 46, Mandel 39",Brown +7,2012-06-27,2012.0
1084,Ohio Senate - Mandel vs. Brown,Quinnipiac,"Brown 50, Mandel 34",Brown +16,2012-06-27,2012.0
1085,Pennsylvania Senate - Smith vs. Casey,Quinnipiac,"Casey 49, Smith 32",Casey +17,2012-06-27,2012.0
1086,Michigan Senate - Hoekstra vs. Stabenow,NBC News/Marist,"Stabenow 49, Hoekstra 37",Stabenow +12,2012-06-28,2012.0
1087,Arizona Senate - Flake vs. Carmona,Rasmussen Reports,"Flake 47, Carmona 31",Flake +16,2012-06-28,2012.0
1088,California Senate - Emken vs. Feinstein,Field,"Feinstein 51, Emken 32",Feinstein +19,2012-07-07,2012.0
1089,Wisconsin Senate - Hovde vs. Baldwin,PPP (D),"Baldwin 44, Hovde 45",Hovde +1,2012-07-10,2012.0
1090,Wisconsin Senate - Thompson vs. Baldwin,PPP (D),"Baldwin 45, Thompson 45",Tie,2012-07-10,2012.0
1091,New Mexico Senate - Wilson vs. Heinrich,WeAskAmerica,"Heinrich 51, Wilson 42",Heinrich +9,2012-07-11,2012.0
1092,Maine Senate - Summers vs. Dill vs. King,Critical Insights,"King 55, Summers 27, Dill 7",King +28,2012-07-11,2012.0
1093,Virginia Senate - Allen vs. Kaine,PPP (D),"Allen 44, Kaine 46",Kaine +2,2012-07-11,2012.0
1094,Florida Senate - Mack vs. Nelson,Rasmussen Reports,"Mack 46, Nelson 37",Mack +9,2012-07-11,2012.0
1095,New Mexico Senate - Wilson vs. Heinrich,FM3 Research (D),"Heinrich 49, Wilson 45",Heinrich +4,2012-07-11,2012.0
1096,Wisconsin Senate - Thompson vs. Baldwin,Marquette University,"Baldwin 41, Thompson 45",Thompson +4,2012-07-11,2012.0
1097,Wisconsin Senate - Hovde vs. Baldwin,Marquette University,"Baldwin 44, Hovde 38",Baldwin +6,2012-07-11,2012.0
1098,Pennsylvania Senate - Smith vs. Casey,WeAskAmerica,"Casey 53, Smith 39",Casey +14,2012-07-11,2012.0
1099,Texas Senate - Republican Primary Runoff,PPP (D),"Cruz 49, Dewhurst 44",Cruz +5,2012-07-12,2012.0
1100,North Dakota Senate - Berg vs. Heitkamp,Rasmussen Reports,"Berg 49, Heitkamp 40",Berg +9,2012-07-12,2012.0
1101,Florida Senate - Mack vs. Nelson,Mason-Dixon,"Mack 42, Nelson 47",Nelson +5,2012-07-13,2012.0
1102,New York Senate - Long vs. Gillibrand,Siena,"Gillibrand 62, Long 25",Gillibrand +37,2012-07-17,2012.0
1103,New Mexico Senate - Wilson vs. Heinrich,PPP (D),"Heinrich 48, Wilson 43",Heinrich +5,2012-07-17,2012.0
1104,New Jersey Senate - Kyrillos vs. Menendez,Quinnipiac,"Menendez 47, Kyrillos 34",Menendez +13,2012-07-18,2012.0
1105,Virginia Senate - Allen vs. Kaine,Quinnipiac,"Allen 46, Kaine 44",Allen +2,2012-07-19,2012.0
1106,Virginia Senate - Allen vs. Kaine,Rasmussen Reports,"Allen 45, Kaine 46",Kaine +1,2012-07-19,2012.0
1107,Nevada Senate - Heller vs. Berkley,AFP/Magellan (R),"Heller 45, Berkley 42",Heller +3,2012-07-19,2012.0
1108,Ohio Senate - Mandel vs. Brown,Rasmussen Reports,"Brown 46, Mandel 42",Brown +4,2012-07-20,2012.0
1109,Washington Senate - Baumgartner vs. Cantwell,SurveyUSA,"Cantwell 51, Baumgartner 40",Cantwell +11,2012-07-20,2012.0
1110,Florida Senate - Mack vs. Nelson,SurveyUSA,"Mack 48, Nelson 42",Mack +6,2012-07-21,2012.0
1111,Minnesota Senate - Bills vs. Klobuchar,KSTP/SurveyUSA,"Klobuchar 55, Bills 31",Klobuchar +24,2012-07-23,2012.0
1112,Pennsylvania Senate - Smith vs. Casey,Rasmussen Reports,"Casey 49, Smith 38",Casey +11,2012-07-23,2012.0
1113,Massachusetts Senate - Brown vs. Warren,MassINC,"Warren 40, Brown 38",Warren +2,2012-07-24,2012.0
1114,New York Senate - Long vs. Gillibrand,Quinnipiac,"Gillibrand 57, Long 24",Gillibrand +33,2012-07-25,2012.0
1115,Michigan Senate - Hoekstra vs. Stabenow,Rasmussen Reports,"Stabenow 46, Hoekstra 40",Stabenow +6,2012-07-25,2012.0
1116,New Jersey Senate - Kyrillos vs. Menendez,Monmouth University,"Menendez 44, Kyrillos 35",Menendez +9,2012-07-26,2012.0
1117,Pennsylvania Senate - Smith vs. Casey,PPP (D),"Casey 46, Smith 36",Casey +10,2012-07-26,2012.0
1118,Hawaii Senate - Lingle vs. Hirono,Honolulu Star-Advertiser,"Hirono 58, Lingle 39",Hirono +19,2012-07-26,2012.0
1119,Michigan Senate - Hoekstra vs. Stabenow,PPP (D),"Stabenow 52, Hoekstra 38",Stabenow +14,2012-07-26,2012.0
1120,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 51, Berkley 42",Heller +9,2012-07-27,2012.0
1121,Wisconsin Senate - Hovde vs. Baldwin,Rasmussen Reports,"Baldwin 45, Hovde 42",Baldwin +3,2012-07-28,2012.0
1122,Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Thompson 41, Baldwin 48",Baldwin +7,2012-07-28,2012.0
1123,Missouri Senate - Brunner vs. McCaskill,Post-Dispatch/Mason-Dixon,"Brunner 52, McCaskill 41",Brunner +11,2012-07-28,2012.0
1124,Missouri Senate - Akin vs. McCaskill,Post-Dispatch/Mason-Dixon,"McCaskill 44, Akin 49",Akin +5,2012-07-28,2012.0
1125,Missouri Senate - Steelman vs. McCaskill,Post-Dispatch/Mason-Dixon,"Steelman 49, McCaskill 41",Steelman +8,2012-07-28,2012.0
1126,Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Baldwin 48, Thompson 41",Baldwin +7,2012-07-28,2012.0
1127,Missouri Senate - Republican Primary,Post-Dispatch/Mason-Dixon*,"Brunner 33, Akin 17, Steelman 27",Brunner +6,2012-07-28,2012.0
1128,Texas Senate - Republican Primary Runoff,PPP (D),"Cruz 52, Dewhurst 42",Cruz +10,2012-07-30,2012.0
1129,Connecticut Senate - McMahon vs. Murphy,PPP (D),"McMahon 42, Murphy 50",Murphy +8,2012-07-31,2012.0
1130,Wisconsin Senate - Republican Primary,WeAskAmerica,"Hovde 23, Thompson 23, Neumann 17, Fitzgerald 12",Tie,2012-07-31,2012.0
1131,Florida Senate - Mack vs. Nelson,CBS/NYT/Quinnipiac,"Nelson 47, Mack 40",Nelson +7,2012-08-01,2012.0
1132,Ohio Senate - Mandel vs. Brown,CBS/NYT/Quinnipiac,"Brown 51, Mandel 39",Brown +12,2012-08-01,2012.0
1133,Wisconsin Senate - Republican Primary,PPP (D),"Hovde 28, Thompson 25, Neumann 25, Fitzgerald 13",Hovde +3,2012-08-01,2012.0
1134,Florida Senate - Mack vs. Nelson,PPP (D),"Nelson 45, Mack 43",Nelson +2,2012-08-01,2012.0
1135,Missouri Senate - Brunner vs. McCaskill,Rasmussen Reports,"Brunner 49, McCaskill 43",Brunner +6,2012-08-01,2012.0
1136,Pennsylvania Senate - Smith vs. Casey,CBS/NYT/Quinnipiac,"Casey 55, Smith 37",Casey +18,2012-08-01,2012.0
1137,Michigan Senate - Hoekstra vs. Stabenow,Baydoun/Foster (D),"Stabenow 53, Hoekstra 43",Stabenow +10,2012-08-01,2012.0
1138,Michigan Senate - Hoekstra vs. Stabenow,EPIC-MRA,"Stabenow 49, Hoekstra 35",Stabenow +14,2012-08-01,2012.0
1139,Missouri Senate - Akin vs. McCaskill,Rasmussen Reports,"McCaskill 44, Akin 47",Akin +3,2012-08-01,2012.0
1140,Missouri Senate - Steelman vs. McCaskill,Rasmussen Reports,"Steelman 49, McCaskill 43",Steelman +6,2012-08-01,2012.0
1141,Arizona Senate - Flake vs. Carmona,PPP (D),"Flake 38, Carmona 38",Tie,2012-08-01,2012.0
1142,New Jersey Senate - Kyrillos vs. Menendez,Fairleigh Dickinson,"Menendez 45, Kyrillos 33",Menendez +12,2012-08-02,2012.0
1143,Indiana Senate - Mourdock vs. Donnelly,Rasmussen Reports,"Mourdock 42, Donnelly 40",Mourdock +2,2012-08-03,2012.0
1144,Missouri Senate - Republican Primary,PPP (D),"Brunner 35, Akin 30, Steelman 25",Brunner +5,2012-08-06,2012.0
1145,Wisconsin Senate - Thompson vs. Baldwin,CBS/NYT/Quinnipiac,"Thompson 47, Baldwin 47",Tie,2012-08-08,2012.0
1146,Wisconsin Senate - Hovde vs. Baldwin,CBS/NYT/Quinnipiac,"Baldwin 47, Hovde 43",Baldwin +4,2012-08-08,2012.0
1147,Wisconsin Senate - Thompson vs. Baldwin,Marquette University,"Thompson 48, Baldwin 43",Thompson +5,2012-08-08,2012.0
1148,Wisconsin Senate - Hovde vs. Baldwin,Marquette University,"Baldwin 44, Hovde 41",Baldwin +3,2012-08-08,2012.0
1149,Wisconsin Senate - Republican Primary,Marquette University,"Hovde 24, Thompson 33, Neumann 21, Fitzgerald 15",Thompson +9,2012-08-08,2012.0
1150,Virginia Senate - Allen vs. Kaine,CBS/NYT/Quinnipiac,"Kaine 48, Allen 46",Kaine +2,2012-08-08,2012.0
1151,Virginia Senate - Allen vs. Kaine,Rasmussen Reports,"Kaine 46, Allen 46",Tie,2012-08-09,2012.0
1152,Wisconsin Senate - Republican Primary,PPP (D),"Hovde 27, Thompson 25, Neumann 24, Fitzgerald 15",Hovde +2,2012-08-10,2012.0
1153,Missouri Senate - Akin vs. McCaskill,SurveyUSA*,"McCaskill 40, Akin 51",Akin +11,2012-08-13,2012.0
1154,New Mexico Senate - Wilson vs. Heinrich,FM3 Research (D),"Heinrich 50, Wilson 41",Heinrich +9,2012-08-14,2012.0
1155,Ohio Senate - Mandel vs. Brown,PPP (D),"Brown 47, Mandel 37",Brown +10,2012-08-14,2012.0
1156,Ohio Senate - Mandel vs. Brown,Rasmussen Reports,"Brown 44, Mandel 44",Tie,2012-08-15,2012.0
1157,Pennsylvania Senate - Smith vs. Casey,Franklin & Marshall,"Casey 43, Smith 28",Casey +15,2012-08-16,2012.0
1158,Wisconsin Senate - Thompson vs. Baldwin,Rasmussen Reports,"Thompson 54, Baldwin 43",Thompson +11,2012-08-17,2012.0
1159,Florida Senate - Mack vs. Nelson,Rasmussen Reports,"Nelson 47, Mack 40",Nelson +7,2012-08-17,2012.0
1160,New York Senate - Long vs. Gillibrand,Siena,"Gillibrand 65, Long 22",Gillibrand +43,2012-08-21,2012.0
1161,Massachusetts Senate - Brown vs. Warren,PPP (D),"Brown 49, Warren 44",Brown +5,2012-08-21,2012.0
1162,Missouri Senate - Akin vs. McCaskill,PPP (D),"McCaskill 43, Akin 44",Akin +1,2012-08-21,2012.0
1163,Michigan Senate - Hoekstra vs. Stabenow,Baydoun/Foster (D),"Stabenow 46, Hoekstra 48",Hoekstra +2,2012-08-21,2012.0
