,Unnamed: 0,Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year,score
2592,2592,New Hampshire Senate - Ayotte vs. Hassan,Gravis,"Ayotte 49, Hassan 42",7,2016-01-20,2016.0,7.0
2593,2593,North Carolina Senate - Burr vs. Ross,PPP (D),"Burr 43, Ross 33",10,2016-01-21,2016.0,9.0
2594,2594,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 50, Johnson 37",13,2016-01-28,2016.0,12.0
2595,2595,New Hampshire Senate - Ayotte vs. Hassan,NBC/WSJ/Marist,"Ayotte 45, Hassan 40",5,2016-01-28,2016.0,12.0
2596,2596,Arizona Senate - McCain vs. Kirkpatrick,Behavior Research Center,"McCain 38, Kirkpatrick 37",1,2016-02-03,2016.0,11.0
2597,2597,North Carolina Senate - Burr vs. Ross,SurveyUSA,"Burr 45, Ross 37",8,2016-02-22,2016.0,12.0
2598,2598,Maryland Senate - Democratic Primary (Van Hollen vs. Edwards),Goucher College,"Van Hollen 37, Edwards 39",2,2016-02-24,2016.0,0.0
2599,2599,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 49, Johnson 37",12,2016-02-25,2016.0,12.0
2600,2600,New Hampshire Senate - Ayotte vs. Hassan,WMUR/UNH,"Ayotte 45, Hassan 41",4,2016-03-03,2016.0,0.0
2601,2601,Maryland Senate - Democratic Primary (Van Hollen vs. Edwards),Gonzales Research,"Edwards 41, Van Hollen 42",1,2016-03-08,2016.0,8.0
2602,2602,Ohio Senate - Portman vs. Strickland,PPP (D),"Strickland 41, Portman 40",1,2016-03-10,2016.0,9.0
2603,2603,Maryland Senate - Democratic Primary (Van Hollen vs. Edwards),Baltimore Sun/Univ. of Baltimore,"Edwards 34, Van Hollen 28",6,2016-03-13,2016.0,0.0
2604,2604,Pennsylvania Senate - Toomey vs. Sestak,Mercyhurst University,"Toomey 43, Sestak 38",5,2016-03-14,2016.0,0.0
2605,2605,Arizona Senate - McCain vs. Kirkpatrick,Merrill Poll,"McCain 41, Kirkpatrick 40",1,2016-03-16,2016.0,9.0
2606,2606,Maryland Senate - Democratic Primary (Van Hollen vs. Edwards),NBC 4/Marist,"Van Hollen 44, Edwards 38",6,2016-04-12,2016.0,12.0
2607,2607,New York Senate - Long vs. Schumer,PPP (D),"Schumer 55, Long 23",32,2016-04-13,2016.0,9.0
2608,2608,Arizona Senate - McCain vs. Kirkpatrick,Behavior Research Center,"McCain 42, Kirkpatrick 42",0,2016-04-15,2016.0,11.0
2609,2609,Maryland Senate - Democratic Primary (Van Hollen vs. Edwards),PPP (D),"Van Hollen 42, Edwards 33",9,2016-04-19,2016.0,9.0
2610,2610,Wisconsin Senate - Johnson vs. Feingold,WPR/St. Norbert,"Feingold 51, Johnson 41",10,2016-04-20,2016.0,11.0
2611,2611,Pennsylvania Senate - Democratic Primary,Monmouth,"McGinty 39, Sestak 39, Fetterman 4",0,2016-04-20,2016.0,13.0
2612,2612,New Hampshire Senate - Ayotte vs. Hassan,WMUR/UNH,"Ayotte 43, Hassan 42",1,2016-04-20,2016.0,0.0
2613,2613,Pennsylvania Senate - Democratic Primary,Franklin & Marshall,"McGinty 29, Sestak 38, Fetterman 8",9,2016-04-21,2016.0,8.0
2614,2614,Maryland Senate - Democratic Primary (Van Hollen vs. Edwards),Monmouth,"Van Hollen 52, Edwards 36",16,2016-04-21,2016.0,13.0
2615,2615,Pennsylvania Senate - Democratic Primary,Harper (R),"McGinty 39, Sestak 33, Fetterman 15",6,2016-04-25,2016.0,9.0
2616,2616,Pennsylvania Senate - Democratic Primary,FOX 29/Opinion Savvy,"McGinty 39, Sestak 34, Fetterman 14",5,2016-04-25,2016.0,7.0
2617,2617,North Carolina Senate - Burr vs. Ross,PPP (D)*,"Burr 40, Ross 36",4,2016-04-27,2016.0,0.0
2618,2618,California Senate - Open Primary,KABC/SurveyUSA,"Harris 29, Sanchez 18, Del Beccaro 10, Unz 8, Sundheim 7",11,2016-05-02,2016.0,12.0
2619,2619,Ohio Senate - Portman vs. Strickland,PPP (D),"Strickland 38, Portman 38",0,2016-05-02,2016.0,9.0
2620,2620,New York Senate - Long vs. Schumer,Siena,"Schumer 64, Long 24",40,2016-05-03,2016.0,12.0
2621,2621,North Carolina Senate - Burr vs. Ross,Civitas (R)*,"Burr 39, Ross 38",1,2016-05-05,2016.0,0.0
2622,2622,New Hampshire Senate - Ayotte vs. Hassan,Dartmouth,"Ayotte 37, Hassan 35",2,2016-05-09,2016.0,8.0
2623,2623,Ohio Senate - Portman vs. Strickland,Quinnipiac,"Strickland 43, Portman 42",1,2016-05-11,2016.0,11.0
2624,2624,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"Toomey 45, McGinty 44",1,2016-05-11,2016.0,11.0
2625,2625,Florida Senate - Jolly vs. Murphy,Quinnipiac,"Murphy 37, Jolly 34",3,2016-05-11,2016.0,11.0
2626,2626,Florida Senate - Lopez-Cantera vs. Murphy,Quinnipiac,"Murphy 38, Lopez-Cantera 34",4,2016-05-11,2016.0,11.0
2627,2627,Florida Senate - DeSantis vs. Murphy,Quinnipiac,"Murphy 36, DeSantis 35",1,2016-05-11,2016.0,11.0
2628,2628,Florida Senate - DeSantis vs. Grayson,Quinnipiac,"DeSantis 38, Grayson 36",2,2016-05-11,2016.0,11.0
2629,2629,Florida Senate - Jolly vs. Grayson,Quinnipiac,"Jolly 37, Grayson 35",2,2016-05-11,2016.0,11.0
2630,2630,Florida Senate - Lopez-Cantera vs. Grayson,Quinnipiac,"Grayson 37, Lopez-Cantera 37",0,2016-05-11,2016.0,11.0
2631,2631,Arizona Senate - Republican Primary (Aug. 30),PPP (D),"McCain 39, Ward 26, Meluskey 4, McBean 3, Van Steenwyk 2",13,2016-05-17,2016.0,9.0
2632,2632,Arizona Senate - McCain vs. Kirkpatrick,PPP (D),"McCain 42, Kirkpatrick 36",6,2016-05-17,2016.0,9.0
2633,2633,California Senate - Open Primary,KABC/SurveyUSA,"Harris 31, Sanchez 22, Del Beccaro 9, Unz 7, Sundheim 9",9,2016-05-23,2016.0,12.0
2634,2634,North Carolina Senate - Burr vs. Ross,PPP (D)*,"Burr 39, Ross 36",3,2016-05-25,2016.0,0.0
2635,2635,California Senate - Open Primary,PPIC,"Harris 27, Sanchez 19, Del Beccaro 8, Unz 6, Sundheim 3",8,2016-05-26,2016.0,0.0
2636,2636,California Senate - Open Primary,Hoover/Golden State Poll,"Harris 26, Sanchez 13, Del Beccaro 6, Unz 6, Sundheim 6",13,2016-05-31,2016.0,0.0
2637,2637,New Hampshire Senate - Ayotte vs. Hassan,Boston Herald/FPU,"Ayotte 48, Hassan 47",1,2016-05-31,2016.0,0.0
2638,2638,New York Senate - Long vs. Schumer,Siena,"Schumer 64, Long 22",42,2016-05-31,2016.0,12.0
2639,2639,California Senate - Open Primary,NBC/WSJ/Marist,"Harris 37, Sanchez 19, Del Beccaro 8, Unz 5, Sundheim 5",18,2016-06-01,2016.0,12.0
2640,2640,California Senate - Open Primary,Field*,"Harris 30, Sanchez 14, Del Beccaro 4, Unz 3, Sundheim 3",16,2016-06-03,2016.0,13.0
2641,2641,Iowa Senate - Democratic Primary,Des Moines Register,"Judge 42, Hogg 25, Krause 6, Fiegen 5",17,2016-06-05,2016.0,0.0
2642,2642,Connecticut Senate - Carter vs. Blumenthal,Quinnipiac,"Blumenthal 60, Carter 30",30,2016-06-07,2016.0,11.0
2643,2643,Connecticut Senate - Wolf vs. Blumenthal,Quinnipiac,"Blumenthal 62, Wolf 27",35,2016-06-07,2016.0,11.0
2644,2644,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 51, Johnson 42",9,2016-06-15,2016.0,12.0
2645,2645,Florida Senate - Rubio vs. Grayson,PPP (D),"Rubio 42, Grayson 40",2,2016-06-17,2016.0,9.0
2646,2646,Florida Senate - Rubio vs. Murphy,PPP (D),"Rubio 41, Murphy 42",1,2016-06-17,2016.0,9.0
2647,2647,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"Toomey 49, McGinty 40",9,2016-06-22,2016.0,11.0
2648,2648,Ohio Senate - Portman vs. Strickland,Quinnipiac,"Portman 42, Strickland 42",0,2016-06-22,2016.0,11.0
2649,2649,Florida Senate - Rubio vs. Murphy,Quinnipiac,"Rubio 47, Murphy 40",7,2016-06-22,2016.0,11.0
2650,2650,Arizona Senate - McCain vs. Kirkpatrick,Behavior Research Center,"McCain 40, Kirkpatrick 31",9,2016-06-22,2016.0,11.0
2651,2651,Florida Senate - Rubio vs. Grayson,Quinnipiac,"Rubio 48, Grayson 40",8,2016-06-22,2016.0,11.0
2652,2652,North Carolina Senate - Burr vs. Ross,PPP (D)*,"Burr 40, Ross 37",3,2016-06-23,2016.0,0.0
2653,2653,Arizona Senate - McCain vs. Kirkpatrick,PPP (D)*,"McCain 42, Kirkpatrick 40",2,2016-06-28,2016.0,0.0
2654,2654,Iowa Senate - Grassley vs. Judge,PPP (D)*,"Grassley 46, Judge 39",7,2016-06-28,2016.0,0.0
2655,2655,New Hampshire Senate - Ayotte vs. Hassan,PPP (D)*,"Ayotte 42, Hassan 44",2,2016-06-28,2016.0,0.0
2656,2656,Ohio Senate - Portman vs. Strickland,PPP (D)*,"Portman 40, Strickland 39",1,2016-06-28,2016.0,0.0
2657,2657,Pennsylvania Senate - Toomey vs. McGinty,PPP (D)*,"Toomey 40, McGinty 39",1,2016-06-28,2016.0,0.0
2658,2658,Wisconsin Senate - Johnson vs. Feingold,PPP (D)*,"Feingold 50, Johnson 37",13,2016-06-28,2016.0,0.0
2659,2659,Florida Senate - Rubio vs. Murphy,Bay News 9/SurveyUSA,"Rubio 43, Murphy 43",0,2016-06-29,2016.0,12.0
2660,2660,New Hampshire Senate - Ayotte vs. Hassan,ARG,"Ayotte 51, Hassan 42",9,2016-06-29,2016.0,9.0
2661,2661,New York Senate - Long vs. Schumer,Siena,"Schumer 66, Long 23",43,2016-06-30,2016.0,12.0
2662,2662,Iowa Senate - Grassley vs. Judge,Loras College,"Grassley 46, Judge 45",1,2016-06-30,2016.0,8.0
2663,2663,California Senate - Harris vs. Sanchez,Field,"Harris 39, Sanchez 24",15,2016-07-08,2016.0,13.0
2664,2664,Florida Senate - Rubio vs. Murphy,JMC Analytics,"Rubio 40, Murphy 33",7,2016-07-11,2016.0,0.0
2665,2665,Colorado Senate - Glenn vs. Bennet,Harper (R),"Bennet 46, Glenn 40",6,2016-07-11,2016.0,9.0
2666,2666,Nevada Senate - Heck vs. Cortez Masto,Monmouth*,"Heck 42, Cortez Masto 40",2,2016-07-11,2016.0,13.0
2667,2667,Florida Senate - Rubio vs. Grayson,JMC Analytics,"Rubio 41, Grayson 33",8,2016-07-11,2016.0,0.0
2668,2668,Iowa Senate - Grassley vs. Judge,Monmouth,"Grassley 52, Judge 42",10,2016-07-12,2016.0,13.0
2669,2669,Pennsylvania Senate - Toomey vs. McGinty,NBC/WSJ/Marist,"McGinty 47, Toomey 44",3,2016-07-13,2016.0,12.0
2670,2670,Iowa Senate - Grassley vs. Judge,NBC/WSJ/Marist,"Grassley 52, Judge 42",10,2016-07-13,2016.0,12.0
2671,2671,Colorado Senate - Glenn vs. Bennet vs. Tang Williams vs. Menconi,Monmouth,"Bennet 48, Glenn 35, Tang Williams 3, Menconi 2",13,2016-07-13,2016.0,13.0
2672,2672,Colorado Senate - Glenn vs. Bennet,FOX News,"Bennet 51, Glenn 36",15,2016-07-13,2016.0,12.0
2673,2673,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 49, Johnson 44",5,2016-07-13,2016.0,12.0
2674,2674,Ohio Senate - Portman vs. Strickland,NBC/WSJ/Marist,"Portman 44, Strickland 44",0,2016-07-13,2016.0,12.0
2675,2675,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"McGinty 39, Toomey 49",10,2016-07-14,2016.0,11.0
2676,2676,Florida Senate - Rubio vs. Murphy,Quinnipiac,"Rubio 50, Murphy 37",13,2016-07-14,2016.0,11.0
2677,2677,Florida Senate - Rubio vs. Grayson,Quinnipiac,"Rubio 50, Grayson 38",12,2016-07-14,2016.0,11.0
2678,2678,Ohio Senate - Portman vs. Strickland,Quinnipiac,"Portman 47, Strickland 40",7,2016-07-14,2016.0,11.0
2679,2679,Colorado Senate - Glenn vs. Bennet,NBC/WSJ/Marist,"Bennet 53, Glenn 38",15,2016-07-15,2016.0,12.0
2680,2680,Missouri Senate - Blunt vs. Kander,PPP (D),"Blunt 41, Kander 38",3,2016-07-15,2016.0,9.0
2681,2681,Florida Senate - Rubio vs. Murphy,NBC/WSJ/Marist,"Rubio 47, Murphy 44",3,2016-07-15,2016.0,12.0
2682,2682,North Carolina Senate - Burr vs. Ross,NBC/WSJ/Marist,"Burr 48, Ross 41",7,2016-07-15,2016.0,12.0
2683,2683,Kansas Senate - Moran vs. Singh,KSN News/SurveyUSA,"Moran 54, Singh 30",24,2016-07-16,2016.0,12.0
2684,2684,Kansas Senate - Moran vs. Wiesner,KSN News/SurveyUSA,"Moran 52, Wiesner 33",19,2016-07-16,2016.0,12.0
2685,2685,New York Senate - Long vs. Schumer,Quinnipiac,"Schumer 60, Long 28",32,2016-07-19,2016.0,11.0
2686,2686,New Hampshire Senate - Ayotte vs. Hassan,WMUR/UNH,"Hassan 45, Ayotte 42",3,2016-07-20,2016.0,0.0
2687,2687,Ohio Senate - Portman vs. Strickland,PPP (D),"Portman 43, Strickland 38",5,2016-07-25,2016.0,9.0
2688,2688,Nevada Senate - Heck vs. Cortez Masto,KTNV/Rasmussen,"Heck 46, Cortez Masto 37",9,2016-07-25,2016.0,7.0
2689,2689,Pennsylvania Senate - Toomey vs. McGinty,Suffolk University,"McGinty 43, Toomey 36",7,2016-07-28,2016.0,10.0
2690,2690,California Senate - Harris vs. Sanchez,PPIC,"Harris 38, Sanchez 20",18,2016-07-29,2016.0,0.0
2691,2691,Missouri Senate - Blunt vs. Kander,St. Louis Post-Dispatch,"Blunt 47, Kander 43",4,2016-07-29,2016.0,0.0
2692,2692,Georgia Senate: Isakson vs. Barksdale,WXIA-TV/SurveyUSA*,"Isakson 48, Barksdale 39",9,2016-08-01,2016.0,12.0
2693,2693,Pennsylvania Senate - Toomey vs. McGinty,PPP (D),"McGinty 41, Toomey 42",1,2016-08-01,2016.0,9.0
2694,2694,Nevada Senate - Heck vs. Cortez Masto,KTNV/Rasmussen,"Heck 42, Cortez Masto 41",1,2016-08-02,2016.0,7.0
2695,2695,Pennsylvania Senate - Toomey vs. McGinty,Franklin & Marshall,"McGinty 39, Toomey 38",1,2016-08-04,2016.0,8.0
2696,2696,New Hampshire Senate - Ayotte vs. Hassan,WBUR/MassINC,"Hassan 50, Ayotte 40",10,2016-08-04,2016.0,11.0
2697,2697,Georgia Senate: Isakson vs. Barksdale,Atlanta Journal-Constitution,"Isakson 48, Barksdale 42",6,2016-08-05,2016.0,0.0
2698,2698,Missouri Senate - Blunt vs. Kander,Remington Research (R)*,"Blunt 47, Kander 40",7,2016-08-08,2016.0,6.0
2699,2699,Kansas Senate - Moran vs. Wiesner,KSN News/SurveyUSA*,"Moran 52, Wiesner 32",20,2016-08-08,2016.0,12.0
2700,2700,Georgia Senate: Isakson vs. Barksdale,JMC Analytics,"Isakson 39, Barksdale 30",9,2016-08-08,2016.0,0.0
2701,2701,Pennsylvania Senate - Toomey vs. McGinty,Susquehanna,"McGinty 42, Toomey 40",2,2016-08-09,2016.0,7.0
2702,2702,Ohio Senate - Portman vs. Strickland,NBC/WSJ/Marist,"Portman 48, Strickland 43",5,2016-08-10,2016.0,12.0
2703,2703,Pennsylvania Senate - Toomey vs. McGinty,NBC/WSJ/Marist,"McGinty 48, Toomey 44",4,2016-08-10,2016.0,12.0
2704,2704,North Carolina Senate - Burr vs. Ross,PPP (D)*,"Burr 41, Ross 37",4,2016-08-10,2016.0,0.0
2705,2705,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 53, Johnson 42",11,2016-08-10,2016.0,12.0
2706,2706,Iowa Senate - Grassley vs. Judge,NBC/WSJ/Marist,"Grassley 52, Judge 42",10,2016-08-10,2016.0,12.0
2707,2707,Florida Senate - Rubio vs. Murphy,FOX 13/Opinion Savvy,"Rubio 45, Murphy 43",2,2016-08-11,2016.0,7.0
2708,2708,Florida Senate - Rubio vs. Murphy,Quinnipiac,"Rubio 48, Murphy 45",3,2016-08-11,2016.0,11.0
2709,2709,Florida Senate - Rubio vs. Grayson,Quinnipiac,"Rubio 49, Grayson 43",6,2016-08-11,2016.0,11.0
2710,2710,Ohio Senate - Portman vs. Strickland,Quinnipiac,"Portman 49, Strickland 40",9,2016-08-11,2016.0,11.0
2711,2711,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"McGinty 47, Toomey 44",3,2016-08-11,2016.0,11.0
2712,2712,Iowa Senate - Grassley vs. Judge,Suffolk University,"Grassley 52, Judge 42",10,2016-08-11,2016.0,10.0
2713,2713,South Carolina Senate - Scott vs. Dixon,PPP (D)*,"Scott 45, Dixon 28",17,2016-08-11,2016.0,0.0
2714,2714,Florida Senate - Rubio vs. Murphy,NBC/WSJ/Marist,"Rubio 49, Murphy 43",6,2016-08-12,2016.0,12.0
2715,2715,North Carolina Senate - Burr vs. Ross,NBC/WSJ/Marist,"Burr 44, Ross 46",2,2016-08-12,2016.0,12.0
2716,2716,Colorado Senate - Glenn vs. Bennet,NBC/WSJ/Marist,"Bennet 53, Glenn 38",15,2016-08-12,2016.0,12.0
2717,2717,New Hampshire Senate - Ayotte vs. Hassan,CBS News/YouGov,"Hassan 42, Ayotte 41",1,2016-08-14,2016.0,11.0
2718,2718,Florida Senate - Rubio vs. Murphy,Monmouth,"Rubio 48, Murphy 43",5,2016-08-16,2016.0,13.0
2719,2719,Florida Senate - Rubio vs. Grayson,Monmouth,"Rubio 50, Grayson 39",11,2016-08-16,2016.0,13.0
2720,2720,Indiana Senate - Young vs. Bayh,Monmouth*,"Bayh 48, Young 41",7,2016-08-17,2016.0,13.0
2721,2721,Nevada Senate - Heck vs. Cortez Masto,Suffolk University*,"Heck 37, Cortez Masto 37",0,2016-08-18,2016.0,10.0
2722,2722,Colorado Senate - Glenn vs. Bennet,Quinnipiac,"Bennet 54, Glenn 38",16,2016-08-18,2016.0,11.0
2723,2723,Iowa Senate - Grassley vs. Judge,Quinnipiac,"Grassley 51, Judge 42",9,2016-08-18,2016.0,11.0
2724,2724,Iowa Senate - Grassley vs. Judge,CBS News/YouGov,"Grassley 45, Judge 38",7,2016-08-21,2016.0,11.0
2725,2725,Ohio Senate - Portman vs. Strickland,CBS News/YouGov,"Portman 46, Strickland 39",7,2016-08-21,2016.0,11.0
2726,2726,Ohio Senate - Portman vs. Strickland,Monmouth,"Portman 48, Strickland 40",8,2016-08-22,2016.0,13.0
2727,2727,Missouri Senate - Blunt vs. Kander,Monmouth*,"Blunt 48, Kander 43",5,2016-08-23,2016.0,13.0
2728,2728,North Carolina Senate - Burr vs. Ross,CNN/ORC,"Burr 50, Ross 45",5,2016-08-24,2016.0,10.0
2729,2729,North Carolina Senate - Burr vs. Ross,Monmouth*,"Burr 45, Ross 43",2,2016-08-24,2016.0,13.0
2730,2730,Arizona Senate - McCain vs. Kirkpatrick,CNN/ORC,"McCain 52, Kirkpatrick 39",13,2016-08-24,2016.0,10.0
2731,2731,Florida Senate - Rubio vs. Murphy,Florida Atlantic University,"Rubio 44, Murphy 39",5,2016-08-24,2016.0,7.0
2732,2732,Pennsylvania Senate - Toomey vs. McGinty,Emerson,"McGinty 39, Toomey 46",7,2016-08-29,2016.0,10.0
2733,2733,Ohio Senate - Portman vs. Strickland,Emerson,"Portman 40, Strickland 25",15,2016-08-29,2016.0,10.0
2734,2734,Pennsylvania Senate - Toomey vs. McGinty,Monmouth*,"McGinty 45, Toomey 41",4,2016-08-30,2016.0,13.0
2735,2735,Wisconsin Senate - Johnson vs. Feingold,Monmouth,"Feingold 54, Johnson 41",13,2016-08-31,2016.0,13.0
2736,2736,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 48, Johnson 45",3,2016-08-31,2016.0,12.0
2737,2737,New York Senate - Long vs. Schumer,Emerson,"Schumer 60, Long 23",37,2016-08-31,2016.0,10.0
2738,2738,North Carolina Senate - Burr vs. Ross,Emerson,"Burr 45, Ross 41",4,2016-08-31,2016.0,10.0
2739,2739,Pennsylvania Senate - Toomey vs. McGinty,Franklin & Marshall,"McGinty 43, Toomey 38",5,2016-09-01,2016.0,8.0
2740,2740,New Hampshire Senate - Ayotte vs. Hassan,WMUR/UNH,"Hassan 44, Ayotte 42",2,2016-09-01,2016.0,0.0
2741,2741,North Carolina Senate - Burr vs. Ross,CBS News/YouGov,"Burr 40, Ross 41",1,2016-09-04,2016.0,11.0
2742,2742,Pennsylvania Senate - Toomey vs. McGinty,CBS News/YouGov,"McGinty 39, Toomey 39",0,2016-09-04,2016.0,11.0
2743,2743,Missouri Senate - Blunt vs. Kander,Remington Research (R),"Blunt 47, Kander 40",7,2016-09-06,2016.0,6.0
2744,2744,Maryland Senate - Szeliga vs. Van Hollen,OpinionWorks,"Van Hollen 55, Szeliga 26",29,2016-09-06,2016.0,8.0
2745,2745,Florida Senate - Rubio vs. Murphy,PPP (D)*,"Rubio 40, Murphy 37",3,2016-09-07,2016.0,0.0
2746,2746,Connecticut Senate - Carter vs. Blumenthal,Emerson,"Blumenthal 54, Carter 33",21,2016-09-07,2016.0,10.0
2747,2747,New Hampshire Senate - Ayotte vs. Hassan,Emerson,"Hassan 46, Ayotte 48",2,2016-09-07,2016.0,10.0
2748,2748,North Carolina Senate - Burr vs. Ross,Suffolk*,"Burr 41, Ross 37",4,2016-09-08,2016.0,10.0
2749,2749,North Carolina Senate - Burr vs. Ross,Suffolk*,"Ross 37, Burr 41",4,2016-09-08,2016.0,10.0
2750,2750,Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"McGinty 45, Toomey 46",1,2016-09-09,2016.0,11.0
2751,2751,Ohio Senate - Portman vs. Strickland,Quinnipiac,"Portman 51, Strickland 40",11,2016-09-09,2016.0,11.0
2752,2752,Florida Senate - Rubio vs. Murphy,Quinnipiac,"Rubio 50, Murphy 43",7,2016-09-09,2016.0,11.0
2753,2753,North Carolina Senate - Burr vs. Ross,Quinnipiac,"Ross 43, Burr 49",6,2016-09-09,2016.0,11.0
2754,2754,Indiana Senate - Young vs. Bayh,WTHR/Howey Politics*,"Bayh 44, Young 40",4,2016-09-10,2016.0,8.0
2755,2755,Georgia Senate: Isakson vs. Barksdale,NBC/WSJ/Marist,"Isakson 53, Barksdale 38",15,2016-09-11,2016.0,12.0
2756,2756,New Hampshire Senate - Ayotte vs. Hassan,NBC/WSJ/Marist,"Ayotte 52, Hassan 44",8,2016-09-11,2016.0,12.0
2757,2757,Nevada Senate - Heck vs. Cortez Masto,NBC/WSJ/Marist,"Heck 47, Cortez Masto 45",2,2016-09-11,2016.0,12.0
2758,2758,Arizona Senate - McCain vs. Kirkpatrick,NBC/WSJ/Marist,"McCain 57, Kirkpatrick 38",19,2016-09-11,2016.0,12.0
2759,2759,California Senate - Harris vs. Sanchez,KABC/SurveyUSA,"Harris 44, Sanchez 27",17,2016-09-13,2016.0,12.0
2760,2760,Kansas Senate - Moran vs. Wiesner,KSN News/SurveyUSA*,"Moran 50, Wiesner 34",16,2016-09-14,2016.0,12.0
2761,2761,Nevada Senate - Heck vs. Cortez Masto,Monmouth*,"Heck 46, Cortez Masto 43",3,2016-09-14,2016.0,13.0
2762,2762,Ohio Senate - Portman vs. Strickland,Bloomberg,"Portman 53, Strickland 36",17,2016-09-14,2016.0,0.0
2763,2763,Ohio Senate - Portman vs. Strickland,CNN/ORC,"Portman 58, Strickland 37",21,2016-09-14,2016.0,10.0
2764,2764,Florida Senate - Rubio vs. Murphy,CNN/ORC,"Rubio 54, Murphy 43",11,2016-09-14,2016.0,10.0
2765,2765,Arkansas Senate - Boozman vs. Eldridge,Emerson,"Boozman 44, Eldridge 30",14,2016-09-15,2016.0,10.0
2766,2766,Missouri Senate - Blunt vs. Kander,Emerson,"Blunt 40, Kander 42",2,2016-09-15,2016.0,10.0
2767,2767,Colorado Senate - Glenn vs. Bennet,Emerson,"Bennet 46, Glenn 39",7,2016-09-15,2016.0,10.0
2768,2768,Georgia Senate: Isakson vs. Barksdale,FOX 5 Atlanta*,"Isakson 47, Barksdale 34",13,2016-09-15,2016.0,0.0
2769,2769,Ohio Senate - Portman vs. Strickland,Suffolk*,"Portman 39, Strickland 31",8,2016-09-15,2016.0,10.0
2770,2770,Iowa Senate - Grassley vs. Judge,Monmouth,"Grassley 56, Judge 39",17,2016-09-15,2016.0,13.0
2771,2771,Georgia Senate: Isakson vs. Barksdale,Emerson,"Isakson 48, Barksdale 32",16,2016-09-15,2016.0,10.0
2772,2772,Pennsylvania Senate - Toomey vs. McGinty,Morning Call,"McGinty 41, Toomey 38",3,2016-09-18,2016.0,0.0
2773,2773,Georgia Senate: Isakson vs. Barksdale,Monmouth*,"Isakson 50, Barksdale 34",16,2016-09-19,2016.0,13.0
2774,2774,Florida Senate - Rubio vs. Murphy,NY Times/Siena,"Rubio 48, Murphy 42",6,2016-09-19,2016.0,12.0
2775,2775,Illinois Senate - Kirk vs. Duckworth,Loras,"Duckworth 41, Kirk 36",5,2016-09-20,2016.0,8.0
2776,2776,New York Senate - Long vs. Schumer,Siena,"Schumer 69, Long 23",46,2016-09-20,2016.0,12.0
2777,2777,North Carolina Senate - Burr vs. Ross,Elon*,"Ross 44, Burr 43",1,2016-09-20,2016.0,11.0
2778,2778,North Carolina Senate - Burr vs. Ross,PPP (D)*,"Ross 41, Burr 41",0,2016-09-21,2016.0,0.0
2779,2779,North Carolina Senate - Burr vs. Ross,FOX News*,"Ross 37, Burr 43",6,2016-09-21,2016.0,12.0
2780,2780,Nevada Senate - Heck vs. Cortez Masto,FOX News*,"Heck 43, Cortez Masto 36",7,2016-09-21,2016.0,12.0
2781,2781,Ohio Senate - Portman vs. Strickland,FOX News,"Portman 51, Strickland 37",14,2016-09-21,2016.0,12.0
2782,2782,Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 47, Johnson 41",6,2016-09-21,2016.0,12.0
2783,2783,Nevada Senate - Heck vs. Cortez Masto,KTNV/Rasmussen,"Heck 44, Cortez Masto 40",4,2016-09-21,2016.0,7.0
2784,2784,New Hampshire Senate - Ayotte vs. Hassan,Monmouth*,"Ayotte 47, Hassan 45",2,2016-09-21,2016.0,13.0
2785,2785,California Senate - Harris vs. Sanchez,Field,"Harris 42, Sanchez 20",22,2016-09-21,2016.0,13.0
2786,2786,Colorado Senate - Glenn vs. Bennet,Rocky Mountain PBS,"Bennet 45, Glenn 32",13,2016-09-22,2016.0,0.0
2787,2787,Wisconsin Senate - Johnson vs. Feingold,Emerson,"Feingold 52, Johnson 42",10,2016-09-22,2016.0,10.0
2788,2788,Florida Senate - Rubio vs. Murphy,Suffolk*,"Rubio 43, Murphy 34",9,2016-09-22,2016.0,10.0
2789,2789,North Carolina Senate - Burr vs. Ross,NY Times/Siena,"Burr 42, Ross 46",4,2016-09-22,2016.0,12.0
2790,2790,Illinois Senate - Kirk vs. Duckworth,Emerson,"Duckworth 41, Kirk 39",2,2016-09-22,2016.0,10.0
2791,2791,Maryland Senate - Szeliga vs. Van Hollen,Goucher College*,"Van Hollen 54, Szeliga 24",30,2016-09-22,2016.0,0.0
2792,2792,California Senate - Harris vs. Sanchez,PPIC,"Harris 32, Sanchez 25",7,2016-09-22,2016.0,0.0
2793,2793,Louisiana Senate - Open Primary,SMOR*,"Boustany 15, Kennedy 17, Campbell 9, Fayard 11, Fleming 8",2,2016-09-22,2016.0,0.0
