,Date,State,Race,Poll,Result,Spread,Year,Lead,Party,Party Class,score
2002,2012-05-31,Nevada,Nevada Senate - Heller vs. Berkley,NBC News/Marist,"Heller 46, Berkley 44",2,2012,Heller,R,0.0,12.0
2003,2012-05-31,Nevada,Nevada Senate - Heller vs. Berkley,NBC News/Marist,"Heller 46, Berkley 44",2,2012,Heller,R,0.0,12.0
2004,2012-06-12,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D),"Heller 44, Berkley 43",1,2012,Heller,R,0.0,9.0
2005,2012-06-12,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D),"Heller 44, Berkley 43",1,2012,Heller,R,0.0,9.0
2006,2012-06-12,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D),"Heller 44, Berkley 43",1,2012,Heller,R,0.0,9.0
2007,2012-07-19,Nevada,Nevada Senate - Heller vs. Berkley,AFP/Magellan (R),"Heller 45, Berkley 42",3,2012,Heller,R,0.0,7.0
2008,2012-07-19,Nevada,Nevada Senate - Heller vs. Berkley,AFP/Magellan (R),"Heller 45, Berkley 42",3,2012,Heller,R,0.0,7.0
2009,2012-07-19,Nevada,Nevada Senate - Heller vs. Berkley,AFP/Magellan (R),"Heller 45, Berkley 42",3,2012,Heller,R,0.0,7.0
2010,2012-07-27,Nevada,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 51, Berkley 42",9,2012,Heller,R,0.0,7.0
2011,2012-07-27,Nevada,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 51, Berkley 42",9,2012,Heller,R,0.0,7.0
2012,2012-07-27,Nevada,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 51, Berkley 42",9,2012,Heller,R,0.0,7.0
2013,2012-08-23,Nevada,Nevada Senate - Heller vs. Berkley,LVRJ/SurveyUSA,"Heller 44, Berkley 39",5,2012,Heller,R,0.0,12.0
2014,2012-08-23,Nevada,Nevada Senate - Heller vs. Berkley,LVRJ/SurveyUSA,"Heller 44, Berkley 39",5,2012,Heller,R,0.0,12.0
2015,2012-08-23,Nevada,Nevada Senate - Heller vs. Berkley,LVRJ/SurveyUSA,"Heller 44, Berkley 39",5,2012,Heller,R,0.0,12.0
2016,2012-08-28,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D),"Heller 47, Berkley 45",2,2012,Heller,R,0.0,9.0
2017,2012-08-28,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D),"Heller 47, Berkley 45",2,2012,Heller,R,0.0,9.0
2018,2012-08-28,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D),"Heller 47, Berkley 45",2,2012,Heller,R,0.0,9.0
2019,2012-09-20,Nevada,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 42, Berkley 41",1,2012,Heller,R,0.0,7.0
2020,2012-09-20,Nevada,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 42, Berkley 41",1,2012,Heller,R,0.0,7.0
2021,2012-09-20,Nevada,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 42, Berkley 41",1,2012,Heller,R,0.0,7.0
2022,2012-09-25,Nevada,Nevada Senate - Heller vs. Berkley,Retail Assoc. of Nevada/POS (R),"Heller 44, Berkley 39",5,2012,Heller,R,0.0,13.0
2023,2012-09-25,Nevada,Nevada Senate - Heller vs. Berkley,Retail Assoc. of Nevada/POS (R),"Heller 44, Berkley 39",5,2012,Heller,R,0.0,13.0
2024,2012-09-25,Nevada,Nevada Senate - Heller vs. Berkley,Retail Assoc. of Nevada/POS (R),"Heller 44, Berkley 39",5,2012,Heller,R,0.0,13.0
2025,2012-09-27,Nevada,Nevada Senate - Heller vs. Berkley,NBC/WSJ/Marist,"Heller 49, Berkley 43",6,2012,Heller,R,0.0,12.0
2026,2012-09-27,Nevada,Nevada Senate - Heller vs. Berkley,NBC/WSJ/Marist,"Heller 49, Berkley 43",6,2012,Heller,R,0.0,12.0
2027,2012-09-27,Nevada,Nevada Senate - Heller vs. Berkley,NBC/WSJ/Marist,"Heller 49, Berkley 43",6,2012,Heller,R,0.0,12.0
2028,2012-10-05,Nevada,Nevada Senate - Heller vs. Berkley,Gravis Marketing,"Heller 53, Berkley 36",17,2012,Heller,R,0.0,7.0
2029,2012-10-05,Nevada,Nevada Senate - Heller vs. Berkley,Gravis Marketing,"Heller 53, Berkley 36",17,2012,Heller,R,0.0,7.0
2030,2012-10-05,Nevada,Nevada Senate - Heller vs. Berkley,Gravis Marketing,"Heller 53, Berkley 36",17,2012,Heller,R,0.0,7.0
2031,2012-10-10,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D)*,"Heller 47, Berkley 44",3,2012,Heller,R,0.0,0.0
2032,2012-10-10,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D)*,"Heller 47, Berkley 44",3,2012,Heller,R,0.0,0.0
2033,2012-10-10,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D)*,"Heller 47, Berkley 44",3,2012,Heller,R,0.0,0.0
2034,2012-10-10,Nevada,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 48, Berkley 45",3,2012,Heller,R,0.0,7.0
2035,2012-10-10,Nevada,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 48, Berkley 45",3,2012,Heller,R,0.0,7.0
2036,2012-10-10,Nevada,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 48, Berkley 45",3,2012,Heller,R,0.0,7.0
2037,2012-10-11,Nevada,Nevada Senate - Heller vs. Berkley,Suffolk/KSNV*,"Heller 40, Berkley 37",3,2012,Heller,R,0.0,10.0
2038,2012-10-11,Nevada,Nevada Senate - Heller vs. Berkley,Suffolk/KSNV*,"Heller 40, Berkley 37",3,2012,Heller,R,0.0,10.0
2039,2012-10-11,Nevada,Nevada Senate - Heller vs. Berkley,Suffolk/KSNV*,"Heller 40, Berkley 37",3,2012,Heller,R,0.0,10.0
2040,2012-10-11,Nevada,Nevada Senate - Heller vs. Berkley,LVRJ/SurveyUSA,"Heller 47, Berkley 39",8,2012,Heller,R,0.0,12.0
2041,2012-10-11,Nevada,Nevada Senate - Heller vs. Berkley,LVRJ/SurveyUSA,"Heller 47, Berkley 39",8,2012,Heller,R,0.0,12.0
2042,2012-10-11,Nevada,Nevada Senate - Heller vs. Berkley,LVRJ/SurveyUSA,"Heller 47, Berkley 39",8,2012,Heller,R,0.0,12.0
2043,2012-10-18,Nevada,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 50, Berkley 43",7,2012,Heller,R,0.0,7.0
2044,2012-10-18,Nevada,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 50, Berkley 43",7,2012,Heller,R,0.0,7.0
2045,2012-10-18,Nevada,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 50, Berkley 43",7,2012,Heller,R,0.0,7.0
2046,2012-10-18,Nevada,Nevada Senate - Heller vs. Berkley,LVRJ/SurveyUSA,"Heller 46, Berkley 40",6,2012,Heller,R,0.0,12.0
2047,2012-10-18,Nevada,Nevada Senate - Heller vs. Berkley,LVRJ/SurveyUSA,"Heller 46, Berkley 40",6,2012,Heller,R,0.0,12.0
2048,2012-10-18,Nevada,Nevada Senate - Heller vs. Berkley,LVRJ/SurveyUSA,"Heller 46, Berkley 40",6,2012,Heller,R,0.0,12.0
2049,2012-10-25,Nevada,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 50, Berkley 45",5,2012,Heller,R,0.0,7.0
2050,2012-10-25,Nevada,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 50, Berkley 45",5,2012,Heller,R,0.0,7.0
2051,2012-10-25,Nevada,Nevada Senate - Heller vs. Berkley,Rasmussen Reports,"Heller 50, Berkley 45",5,2012,Heller,R,0.0,7.0
2052,2012-10-25,Nevada,Nevada Senate - Heller vs. Berkley,NBC/WSJ/Marist,"Heller 48, Berkley 45",3,2012,Heller,R,0.0,12.0
2053,2012-10-25,Nevada,Nevada Senate - Heller vs. Berkley,NBC/WSJ/Marist,"Heller 48, Berkley 45",3,2012,Heller,R,0.0,12.0
2054,2012-10-25,Nevada,Nevada Senate - Heller vs. Berkley,NBC/WSJ/Marist,"Heller 48, Berkley 45",3,2012,Heller,R,0.0,12.0
2055,2012-10-31,Nevada,Nevada Senate - Heller vs. Berkley,LVRJ/SurveyUSA*,"Heller 46, Berkley 40",6,2012,Heller,R,0.0,12.0
2056,2012-10-31,Nevada,Nevada Senate - Heller vs. Berkley,LVRJ/SurveyUSA*,"Heller 46, Berkley 40",6,2012,Heller,R,0.0,12.0
2057,2012-10-31,Nevada,Nevada Senate - Heller vs. Berkley,LVRJ/SurveyUSA*,"Heller 46, Berkley 40",6,2012,Heller,R,0.0,12.0
2058,2012-11-05,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D)*,"Heller 48, Berkley 46",2,2012,Heller,R,0.0,0.0
2059,2012-11-05,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D)*,"Heller 48, Berkley 46",2,2012,Heller,R,0.0,0.0
2060,2012-11-05,Nevada,Nevada Senate - Heller vs. Berkley,PPP (D)*,"Heller 48, Berkley 46",2,2012,Heller,R,0.0,0.0
2061,2018-04-25,Nevada,Nevada Senate - Heller vs. Rosen,Nevada Independent/Mellman,"Heller 40, Rosen 39",1,2018,Heller,R,0.0,9.0
2062,2018-04-25,Nevada,Nevada Senate - Heller vs. Rosen,Nevada Independent/Mellman,"Heller 40, Rosen 39",1,2018,Heller,R,0.0,9.0
2063,2018-04-25,Nevada,Nevada Senate - Heller vs. Rosen,Nevada Independent/Mellman,"Heller 40, Rosen 39",1,2018,Heller,R,0.0,9.0
2064,2018-07-31,Nevada,Nevada Senate - Heller vs. Rosen,Suffolk*,"Rosen 40, Heller 41",1,2018,Heller,R,0.0,10.0
2065,2018-07-31,Nevada,Nevada Senate - Heller vs. Rosen,Suffolk*,"Rosen 40, Heller 41",1,2018,Heller,R,0.0,10.0
2066,2018-07-31,Nevada,Nevada Senate - Heller vs. Rosen,Suffolk*,"Rosen 40, Heller 41",1,2018,Heller,R,0.0,10.0
2067,2018-10-09,Nevada,Nevada Senate - Heller vs. Rosen,NBC News/Marist,"Rosen 44, Heller 46",2,2018,Heller,R,0.0,12.0
2068,2018-10-09,Nevada,Nevada Senate - Heller vs. Rosen,NBC News/Marist,"Rosen 44, Heller 46",2,2018,Heller,R,0.0,12.0
2069,2018-10-09,Nevada,Nevada Senate - Heller vs. Rosen,NBC News/Marist,"Rosen 44, Heller 46",2,2018,Heller,R,0.0,12.0
2070,2018-10-09,Nevada,Nevada Senate - Heller vs. Rosen,NBC News/Marist,"Heller 46, Rosen 44",2,2018,Heller,R,0.0,12.0
2071,2018-10-09,Nevada,Nevada Senate - Heller vs. Rosen,NBC News/Marist,"Heller 46, Rosen 44",2,2018,Heller,R,0.0,12.0
2072,2018-10-09,Nevada,Nevada Senate - Heller vs. Rosen,NBC News/Marist,"Heller 46, Rosen 44",2,2018,Heller,R,0.0,12.0
2073,2018-10-11,Nevada,Nevada Senate - Heller vs. Rosen,NY Times/Siena,"Heller 47, Rosen 45",2,2018,Heller,R,0.0,12.0
2074,2018-10-11,Nevada,Nevada Senate - Heller vs. Rosen,NY Times/Siena,"Heller 47, Rosen 45",2,2018,Heller,R,0.0,12.0
2075,2018-10-11,Nevada,Nevada Senate - Heller vs. Rosen,NY Times/Siena,"Heller 47, Rosen 45",2,2018,Heller,R,0.0,12.0
2076,2018-10-15,Nevada,Nevada Senate - Heller vs. Rosen,Emerson*,"Heller 48, Rosen 41",7,2018,Heller,R,0.0,10.0
2077,2018-10-15,Nevada,Nevada Senate - Heller vs. Rosen,Emerson*,"Heller 48, Rosen 41",7,2018,Heller,R,0.0,10.0
2078,2018-10-15,Nevada,Nevada Senate - Heller vs. Rosen,Emerson*,"Heller 48, Rosen 41",7,2018,Heller,R,0.0,10.0
2079,2011-10-19,Hawaii,Hawaii Senate - Lingle vs. Hirono,PPP (D),"Hirono 48, Lingle 42",6,2011,Hirono,D,1.0,9.0
2080,2011-10-19,Hawaii,Hawaii Senate - Lingle vs. Hirono,PPP (D),"Hirono 48, Lingle 42",6,2011,Hirono,D,1.0,9.0
2081,2012-01-31,Hawaii,Hawaii Senate - Lingle vs. Hirono,Honolulu Civil Beat/MRG,"Hirono 46, Lingle 39",7,2012,Hirono,D,1.0,7.0
2082,2012-01-31,Hawaii,Hawaii Senate - Lingle vs. Hirono,Honolulu Civil Beat/MRG,"Hirono 46, Lingle 39",7,2012,Hirono,D,1.0,7.0
2083,2012-02-13,Hawaii,Hawaii Senate - Lingle vs. Hirono,Honolulu Star-Advertiser,"Hirono 57, Lingle 37",20,2012,Hirono,D,1.0,10.0
2084,2012-02-13,Hawaii,Hawaii Senate - Lingle vs. Hirono,Honolulu Star-Advertiser,"Hirono 57, Lingle 37",20,2012,Hirono,D,1.0,10.0
2085,2012-07-26,Hawaii,Hawaii Senate - Lingle vs. Hirono,Honolulu Star-Advertiser,"Hirono 58, Lingle 39",19,2012,Hirono,D,1.0,10.0
2086,2012-07-26,Hawaii,Hawaii Senate - Lingle vs. Hirono,Honolulu Star-Advertiser,"Hirono 58, Lingle 39",19,2012,Hirono,D,1.0,10.0
2087,2012-10-01,Hawaii,Hawaii Senate - Lingle vs. Hirono,Honolulu Civil Beat/MRG,"Hirono 55, Lingle 39",16,2012,Hirono,D,1.0,7.0
2088,2012-10-01,Hawaii,Hawaii Senate - Lingle vs. Hirono,Honolulu Civil Beat/MRG,"Hirono 55, Lingle 39",16,2012,Hirono,D,1.0,7.0
2089,2012-10-29,Hawaii,Hawaii Senate - Lingle vs. Hirono,Honolulu Star-Advertiser,"Hirono 57, Lingle 35",22,2012,Hirono,D,1.0,10.0
2090,2012-10-29,Hawaii,Hawaii Senate - Lingle vs. Hirono,Honolulu Star-Advertiser,"Hirono 57, Lingle 35",22,2012,Hirono,D,1.0,10.0
2091,2012-11-01,Hawaii,Hawaii Senate - Lingle vs. Hirono,Honolulu Civil Beat/MRG,"Hirono 55, Lingle 40",15,2012,Hirono,D,1.0,7.0
2092,2012-11-01,Hawaii,Hawaii Senate - Lingle vs. Hirono,Honolulu Civil Beat/MRG,"Hirono 55, Lingle 40",15,2012,Hirono,D,1.0,7.0
2093,2012-08-21,Michigan,Michigan Senate - Hoekstra vs. Stabenow,Baydoun/Foster (D),"Stabenow 46, Hoekstra 48",2,2012,Hoekstra,,,5.0
2094,2012-08-27,Michigan,Michigan Senate - Hoekstra vs. Stabenow,Mitchell Research,"Stabenow 44, Hoekstra 45",1,2012,Hoekstra,,,2.0
2095,2010-04-27,North Dakota,North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 69, Potter 24",45,2010,Hoeven,R,0.0,7.0
2096,2010-04-27,North Dakota,North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 69, Potter 24",45,2010,Hoeven,R,0.0,7.0
2097,2010-05-24,North Dakota,North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 72, Potter 23",49,2010,Hoeven,R,0.0,7.0
2098,2010-05-24,North Dakota,North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 72, Potter 23",49,2010,Hoeven,R,0.0,7.0
2099,2010-06-22,North Dakota,North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 73, Potter 19",54,2010,Hoeven,R,0.0,7.0
2100,2010-06-22,North Dakota,North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 73, Potter 19",54,2010,Hoeven,R,0.0,7.0
2101,2010-07-26,North Dakota,North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 69, Potter 22",47,2010,Hoeven,R,0.0,7.0
2102,2010-07-26,North Dakota,North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 69, Potter 22",47,2010,Hoeven,R,0.0,7.0
2103,2010-08-15,North Dakota,North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 69, Potter 25",44,2010,Hoeven,R,0.0,7.0
2104,2010-08-15,North Dakota,North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 69, Potter 25",44,2010,Hoeven,R,0.0,7.0
2105,2010-09-25,North Dakota,North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 68, Potter 25",43,2010,Hoeven,R,0.0,7.0
2106,2010-09-25,North Dakota,North Dakota Senate - Hoeven vs. Potter,Rasmussen Reports,"Hoeven 68, Potter 25",43,2010,Hoeven,R,0.0,7.0
2107,2010-04-19,Indiana,Indiana Senate - Hostettler vs. Ellsworth,Rasmussen Reports,"Hostettler 50, Ellsworth 33",17,2010,Hostettler,,,7.0
2108,2010-04-29,Indiana,Indiana Senate - Hostettler vs. Ellsworth,Downs Center/SUSA,"Hostettler 45, Ellsworth 32",13,2010,Hostettler,,,0.0
2109,2012-07-10,Wisconsin,Wisconsin Senate - Hovde vs. Baldwin,PPP (D),"Baldwin 44, Hovde 45",1,2012,Hovde,,,9.0
2110,2018-10-23,Mississippi,Mississippi Senate Run-Off Election - Hyde-Smith vs. Espy,NBC News/Marist,"Hyde-Smith 50, Espy 36",14,2018,Hyde-Smith,R,0.0,12.0
2111,2014-07-20,Oklahoma,Oklahoma Senate - Inhofe vs. Silverstein,Rasmussen Reports,"Inhofe 58, Silverstein 27",31,2014,Inhofe,R,0.0,7.0
2112,2014-07-28,Oklahoma,Oklahoma Senate - Inhofe vs. Silverstein,CBS News/NYT/YouGov,"Inhofe 56, Silverstein 32",24,2014,Inhofe,R,0.0,11.0
2113,2014-09-06,Oklahoma,Oklahoma Senate - Inhofe vs. Silverstein,Sooner Poll/News 9/News on 6*,"Inhofe 59, Silverstein 27",32,2014,Inhofe,R,0.0,0.0
2114,2014-09-07,Oklahoma,Oklahoma Senate - Inhofe vs. Silverstein,CBS News/NYT/YouGov,"Inhofe 60, Silverstein 28",32,2014,Inhofe,R,0.0,11.0
2115,2014-10-03,Oklahoma,Oklahoma Senate - Inhofe vs. Silverstein,Sooner Poll/News 9/News on 6,"Inhofe 56, Silverstein 32",24,2014,Inhofe,R,0.0,0.0
2116,2014-10-05,Oklahoma,Oklahoma Senate - Inhofe vs. Silverstein,CBS News/NYT/YouGov,"Inhofe 67, Silverstein 25",42,2014,Inhofe,R,0.0,11.0
2117,2014-10-26,Oklahoma,Oklahoma Senate - Inhofe vs. Silverstein,CBS News/NYT/YouGov,"Inhofe 63, Silverstein 27",36,2014,Inhofe,R,0.0,11.0
2118,2014-11-01,Oklahoma,Oklahoma Senate - Inhofe vs. Silverstein,Sooner Poll/News 9/News on 6*,"Inhofe 63, Silverstein 28",35,2014,Inhofe,R,0.0,0.0
2119,2010-06-29,Hawaii,Hawaii Senate - Roco vs. Inouye,Rasmussen Reports,"Inouye 68, Roco 20",48,2010,Inouye,D,1.0,7.0
2120,2010-10-06,Hawaii,Hawaii Senate - Cavasso vs. Inouye,Daily Kos/PPP (D),"Inouye 65, Cavasso 29",36,2010,Inouye,D,1.0,9.0
2121,2010-10-17,Hawaii,Hawaii Senate - Cavasso vs. Inouye,Rasmussen Reports,"Inouye 53, Cavasso 40",13,2010,Inouye,D,1.0,7.0
2122,2010-04-23,Georgia,Georgia Senate - Isakson vs. Thurmond,Rasmussen Reports,"Isakson 51, Thurmond 35",16,2010,Isakson,R,0.0,7.0
2123,2010-04-23,Georgia,Georgia Senate - Isakson vs. Thurmond,Rasmussen Reports,"Isakson 51, Thurmond 35",16,2010,Isakson,R,0.0,7.0
2124,2010-05-25,Georgia,Georgia Senate - Isakson vs. Thurmond,Rasmussen Reports,"Isakson 57, Thurmond 30",27,2010,Isakson,R,0.0,7.0
2125,2010-05-25,Georgia,Georgia Senate - Isakson vs. Thurmond,Rasmussen Reports,"Isakson 57, Thurmond 30",27,2010,Isakson,R,0.0,7.0
2126,2010-08-20,Georgia,Georgia Senate - Isakson vs. Thurmond,Insider Advantage,"Isakson 47, Thurmond 35",12,2010,Isakson,R,0.0,0.0
2127,2010-08-20,Georgia,Georgia Senate - Isakson vs. Thurmond,Insider Advantage,"Isakson 47, Thurmond 35",12,2010,Isakson,R,0.0,0.0
2128,2010-09-13,Georgia,Georgia Senate - Isakson vs. Thurmond,SurveyUSA,"Isakson 56, Thurmond 34",22,2010,Isakson,R,0.0,12.0
2129,2010-09-13,Georgia,Georgia Senate - Isakson vs. Thurmond,SurveyUSA,"Isakson 56, Thurmond 34",22,2010,Isakson,R,0.0,12.0
2130,2010-09-17,Georgia,Georgia Senate - Isakson vs. Thurmond,Insider Advantage,"Isakson 52, Thurmond 34",18,2010,Isakson,R,0.0,0.0
2131,2010-09-17,Georgia,Georgia Senate - Isakson vs. Thurmond,Insider Advantage,"Isakson 52, Thurmond 34",18,2010,Isakson,R,0.0,0.0
2132,2010-09-19,Georgia,Georgia Senate - Isakson vs. Thurmond,Mason-Dixon,"Isakson 52, Thurmond 33",19,2010,Isakson,R,0.0,10.0
2133,2010-09-19,Georgia,Georgia Senate - Isakson vs. Thurmond,Mason-Dixon,"Isakson 52, Thurmond 33",19,2010,Isakson,R,0.0,10.0
2134,2010-09-26,Georgia,Georgia Senate - Isakson vs. Thurmond,Rasmussen Reports,"Isakson 52, Thurmond 36",16,2010,Isakson,R,0.0,7.0
2135,2010-09-26,Georgia,Georgia Senate - Isakson vs. Thurmond,Rasmussen Reports,"Isakson 52, Thurmond 36",16,2010,Isakson,R,0.0,7.0
2136,2010-09-28,Georgia,Georgia Senate - Isakson vs. Thurmond,Insider Advantage,"Isakson 61, Thurmond 29",32,2010,Isakson,R,0.0,0.0
2137,2010-09-28,Georgia,Georgia Senate - Isakson vs. Thurmond,Insider Advantage,"Isakson 61, Thurmond 29",32,2010,Isakson,R,0.0,0.0
2138,2010-10-10,Georgia,Georgia Senate - Isakson vs. Thurmond,Rasmussen Reports,"Isakson 53, Thurmond 38",15,2010,Isakson,R,0.0,7.0
2139,2010-10-10,Georgia,Georgia Senate - Isakson vs. Thurmond,Rasmussen Reports,"Isakson 53, Thurmond 38",15,2010,Isakson,R,0.0,7.0
2140,2016-08-01,Georgia,Georgia Senate: Isakson vs. Barksdale,WXIA-TV/SurveyUSA*,"Isakson 48, Barksdale 39",9,2016,Isakson,R,0.0,12.0
2141,2016-08-01,Georgia,Georgia Senate: Isakson vs. Barksdale,WXIA-TV/SurveyUSA*,"Isakson 48, Barksdale 39",9,2016,Isakson,R,0.0,12.0
2142,2016-08-05,Georgia,Georgia Senate: Isakson vs. Barksdale,Atlanta Journal-Constitution,"Isakson 48, Barksdale 42",6,2016,Isakson,R,0.0,0.0
2143,2016-08-05,Georgia,Georgia Senate: Isakson vs. Barksdale,Atlanta Journal-Constitution,"Isakson 48, Barksdale 42",6,2016,Isakson,R,0.0,0.0
2144,2016-08-08,Georgia,Georgia Senate: Isakson vs. Barksdale,JMC Analytics,"Isakson 39, Barksdale 30",9,2016,Isakson,R,0.0,0.0
2145,2016-08-08,Georgia,Georgia Senate: Isakson vs. Barksdale,JMC Analytics,"Isakson 39, Barksdale 30",9,2016,Isakson,R,0.0,0.0
2146,2016-09-11,Georgia,Georgia Senate: Isakson vs. Barksdale,NBC/WSJ/Marist,"Isakson 53, Barksdale 38",15,2016,Isakson,R,0.0,12.0
2147,2016-09-11,Georgia,Georgia Senate: Isakson vs. Barksdale,NBC/WSJ/Marist,"Isakson 53, Barksdale 38",15,2016,Isakson,R,0.0,12.0
2148,2016-09-15,Georgia,Georgia Senate: Isakson vs. Barksdale,FOX 5 Atlanta*,"Isakson 47, Barksdale 34",13,2016,Isakson,R,0.0,0.0
2149,2016-09-15,Georgia,Georgia Senate: Isakson vs. Barksdale,FOX 5 Atlanta*,"Isakson 47, Barksdale 34",13,2016,Isakson,R,0.0,0.0
2150,2016-09-15,Georgia,Georgia Senate: Isakson vs. Barksdale,Emerson,"Isakson 48, Barksdale 32",16,2016,Isakson,R,0.0,10.0
2151,2016-09-15,Georgia,Georgia Senate: Isakson vs. Barksdale,Emerson,"Isakson 48, Barksdale 32",16,2016,Isakson,R,0.0,10.0
2152,2016-09-19,Georgia,Georgia Senate: Isakson vs. Barksdale,Monmouth*,"Isakson 50, Barksdale 34",16,2016,Isakson,R,0.0,13.0
2153,2016-09-19,Georgia,Georgia Senate: Isakson vs. Barksdale,Monmouth*,"Isakson 50, Barksdale 34",16,2016,Isakson,R,0.0,13.0
2154,2016-09-23,Georgia,Georgia Senate: Isakson vs. Barksdale,JMC Analytics*,"Isakson 41, Barksdale 28",13,2016,Isakson,R,0.0,0.0
2155,2016-09-23,Georgia,Georgia Senate: Isakson vs. Barksdale,JMC Analytics*,"Isakson 41, Barksdale 28",13,2016,Isakson,R,0.0,0.0
2156,2016-09-23,Georgia,Georgia Senate: Isakson vs. Barksdale,Quinnipiac,"Isakson 55, Barksdale 34",21,2016,Isakson,R,0.0,11.0
2157,2016-09-23,Georgia,Georgia Senate: Isakson vs. Barksdale,Quinnipiac,"Isakson 55, Barksdale 34",21,2016,Isakson,R,0.0,11.0
2158,2016-10-13,Georgia,Georgia Senate: Isakson vs. Barksdale,Landmark Communications*,"Isakson 50, Barksdale 37",13,2016,Isakson,R,0.0,9.0
2159,2016-10-13,Georgia,Georgia Senate: Isakson vs. Barksdale,Landmark Communications*,"Isakson 50, Barksdale 37",13,2016,Isakson,R,0.0,9.0
2160,2016-10-21,Georgia,Georgia Senate: Isakson vs. Barksdale,FOX 5/Opinion Savvy*,"Isakson 51, Barksdale 42",9,2016,Isakson,R,0.0,7.0
2161,2016-10-21,Georgia,Georgia Senate: Isakson vs. Barksdale,FOX 5/Opinion Savvy*,"Isakson 51, Barksdale 42",9,2016,Isakson,R,0.0,7.0
2162,2016-10-28,Georgia,Georgia Senate: Isakson vs. Barksdale,Quinnipiac,"Isakson 54, Barksdale 40",14,2016,Isakson,R,0.0,11.0
2163,2016-10-28,Georgia,Georgia Senate: Isakson vs. Barksdale,Quinnipiac,"Isakson 54, Barksdale 40",14,2016,Isakson,R,0.0,11.0
2164,2016-11-02,Georgia,Georgia Senate: Isakson vs. Barksdale,Emerson,"Isakson 48, Barksdale 40",8,2016,Isakson,R,0.0,10.0
2165,2016-11-02,Georgia,Georgia Senate: Isakson vs. Barksdale,Emerson,"Isakson 48, Barksdale 40",8,2016,Isakson,R,0.0,10.0
2166,2016-11-03,Georgia,Georgia Senate: Isakson vs. Barksdale,NBC/WSJ/Marist*,"Isakson 48, Barksdale 37",11,2016,Isakson,R,0.0,12.0
2167,2016-11-03,Georgia,Georgia Senate: Isakson vs. Barksdale,NBC/WSJ/Marist*,"Isakson 48, Barksdale 37",11,2016,Isakson,R,0.0,12.0
2168,2016-11-04,Georgia,Georgia Senate: Isakson vs. Barksdale,WSB-TV/Landmark*,"Isakson 50, Barksdale 40",10,2016,Isakson,R,0.0,9.0
2169,2016-11-04,Georgia,Georgia Senate: Isakson vs. Barksdale,WSB-TV/Landmark*,"Isakson 50, Barksdale 40",10,2016,Isakson,R,0.0,9.0
2170,2016-11-04,Georgia,Georgia Senate: Isakson vs. Barksdale,Opinion Savvy*,"Isakson 50, Barksdale 39",11,2016,Isakson,R,0.0,7.0
2171,2016-11-04,Georgia,Georgia Senate: Isakson vs. Barksdale,Opinion Savvy*,"Isakson 50, Barksdale 39",11,2016,Isakson,R,0.0,7.0
2172,2016-11-07,Georgia,Georgia Senate: Isakson vs. Barksdale,Landmark/Rosetta Stone*,"Isakson 52, Barksdale 41",11,2016,Isakson,R,0.0,9.0
2173,2016-11-07,Georgia,Georgia Senate: Isakson vs. Barksdale,Landmark/Rosetta Stone*,"Isakson 52, Barksdale 41",11,2016,Isakson,R,0.0,9.0
