"","X.1","X","Race.Topic..Click.to.Sort.","Poll","Results","Spread","Date","Year","poll_grade"
"1998",1998,1997,"North Carolina Governor - McCrory vs. Cooper","PPP (D)*","Cooper 46, McCrory 44",2,"2016-10-24",2016,"B"
"1999",1999,1998,"Indiana Governor - Holcomb vs. Gregg","Gravis*","Gregg 42, Holcomb 38",4,"2016-10-25",2016,"C+"
"2000",2000,1999,"North Carolina Governor - McCrory vs. Cooper","NY Times/Siena","Cooper 51, McCrory 45",6,"2016-10-25",2016,"A"
"2001",2001,2000,"New Hampshire Governor - Sununu vs. Van Ostern","UMass Amherst/WBZ*","Ostern 44, Sununu 43",1,"2016-10-25",2016,"unknown"
"2002",2002,2001,"New Hampshire Governor - Sununu vs. Van Ostern","NBC/WSJ/Marist","Ostern 47, Sununu 46",1,"2016-10-26",2016,"A"
"2003",2003,2002,"New Hampshire Governor - Sununu vs. Van Ostern","Monmouth*","Ostern 48, Sununu 43",5,"2016-10-26",2016,"A+"
"2004",2004,2003,"North Carolina Governor - McCrory vs. Cooper","Quinnipiac","Cooper 49, McCrory 47",2,"2016-10-28",2016,"A-"
"2005",2005,2004,"North Carolina Governor - McCrory vs. Cooper","NBC/WSJ/Marist","Cooper 51, McCrory 45",6,"2016-10-30",2016,"A"
"2006",2006,2005,"Indiana Governor - Holcomb vs. Gregg","Monmouth*","Gregg 48, Holcomb 42",6,"2016-10-31",2016,"A+"
"2007",2007,2006,"New Hampshire Governor - Sununu vs. Van Ostern","WMUR/UNH","Sununu 40, Ostern 43",3,"2016-10-31",2016,"unknown"
"2008",2008,2007,"Missouri Governor - Greitens vs. Koster","Monmouth*","Greitens 46, Koster 46",0,"2016-11-01",2016,"A+"
"2009",2009,2008,"North Carolina Governor - McCrory vs. Cooper","Elon","Cooper 46, McCrory 46",0,"2016-11-01",2016,"A-"
"2010",2010,2009,"North Carolina Governor - McCrory vs. Cooper","WRAL-TV/SurveyUSA*","Cooper 48, McCrory 47",1,"2016-11-02",2016,"A"
"2011",2011,2010,"Missouri Governor - Greitens vs. Koster","Remington Research (R)*","Greitens 46, Koster 45",1,"2016-11-02",2016,"C"
"2012",2012,2011,"Utah Governor - Herbert vs. Weinholtz","Monmouth","Herbert 63, Weinholtz 30",33,"2016-11-03",2016,"A+"
"2013",2013,2012,"New Hampshire Governor - Sununu vs. Van Ostern","Boston Globe/Suffolk*","Sununu 41, Ostern 37",4,"2016-11-03",2016,"B+"
"2014",2014,2013,"North Carolina Governor - McCrory vs. Cooper","Quinnipiac","Cooper 49, McCrory 47",2,"2016-11-03",2016,"A-"
"2015",2015,2014,"New Hampshire Governor - Sununu vs. Van Ostern","WBUR/MassINC","Sununu 49, Ostern 44",5,"2016-11-03",2016,"A-"
"2016",2016,2015,"Indiana Governor - Holcomb vs. Gregg","WTHR/Howey Politics","Gregg 42, Holcomb 42",0,"2016-11-04",2016,"B-"
"2017",2017,2016,"New Hampshire Governor - Sununu vs. Van Ostern","UMass Lowell/7News","Sununu 47, Ostern 43",4,"2016-11-04",2016,"unknown"
"2018",2018,2017,"Indiana Governor - Holcomb vs. Gregg","Gravis*","Gregg 42, Holcomb 38",4,"2016-11-04",2016,"C+"
"2019",2019,2018,"Washington Governor - Bryant vs. Inslee","SurveyUSA","Inslee 50, Bryant 43",7,"2016-11-05",2016,"A"
"2020",2020,2019,"New Hampshire Governor - Sununu vs. Van Ostern","WMUR/UNH","Sununu 37, Ostern 48",11,"2016-11-07",2016,"unknown"
"2021",2021,2020,"North Carolina Governor - McCrory vs. Cooper","Quinnipiac","Cooper 50, McCrory 47",3,"2016-11-07",2016,"A-"
"2022",2022,2021,"North Carolina Governor - McCrory vs. Cooper","NY Times/Siena","Cooper 47, McCrory 46",1,"2016-11-07",2016,"A"
"2023",2023,2022,"Virginia Governor - Gillespie vs. Northam","Quinnipiac","Northam 44, Gillespie 33",11,"2017-04-11",2017,"A-"
"2024",2024,2023,"Virginia Governor - Gillespie vs. Perriello","Quinnipiac","Perriello 46, Gillespie 33",13,"2017-04-11",2017,"A-"
"2025",2025,2024,"Virginia Governor - Democratic Primary","Quinnipiac","Perriello 25, Northam 20",5,"2017-04-11",2017,"A-"
"2026",2026,2025,"Virginia Governor - Republican Primary","Quinnipiac","Gillespie 28, Stewart 12, Wagner 7",16,"2017-04-11",2017,"A-"
"2027",2027,2026,"Virginia Governor - Republican Primary","Washington Post","Gillespie 38, Stewart 18, Wagner 15",20,"2017-05-15",2017,"A+"
"2028",2028,2027,"Virginia Governor - Democratic Primary","Washington Post","Perriello 40, Northam 38",2,"2017-05-18",2017,"A+"
"2029",2029,2028,"Virginia Governor - Gillespie vs. Perriello","Washington Post","Perriello 50, Gillespie 37",13,"2017-05-22",2017,"A+"
"2030",2030,2029,"Virginia Governor - Gillespie vs. Northam","Washington Post","Northam 49, Gillespie 38",11,"2017-05-22",2017,"A+"
"2031",2031,2030,"Virginia Governor - Gillespie vs. Northam","Quinnipiac","Northam 47, Gillespie 39",8,"2017-06-21",2017,"A-"
"2032",2032,2031,"New Jersey Governor - Guadagno vs. Murphy","NBC 4/Marist","Murphy 54, Guadagno 33",21,"2017-07-20",2017,"A"
"2033",2033,2032,"Virginia Governor - Gillespie vs. Northam","Monmouth*","Northam 44, Gillespie 44",0,"2017-07-24",2017,"A+"
"2034",2034,2033,"Virginia Governor - Gillespie vs. Northam","VCU*","Northam 42, Gillespie 37",5,"2017-08-08",2017,"unknown"
"2035",2035,2034,"Virginia Governor - Gillespie vs. Northam","Quinnipiac*","Northam 44, Gillespie 38",6,"2017-08-09",2017,"A-"
"2036",2036,2035,"Virginia Governor - Gillespie vs. Northam","Roanoke College*","Northam 43, Gillespie 36",7,"2017-08-22",2017,"C"
"2037",2037,2036,"New Jersey Governor - Guadagno vs. Murphy","Quinnipiac","Murphy 58, Guadagno 33",25,"2017-09-13",2017,"A-"
"2038",2038,2037,"Virginia Governor - Gillespie vs. Northam","Univ. of Mary Washington*","Northam 44, Gillespie 39",5,"2017-09-18",2017,"unknown"
"2039",2039,2038,"Virginia Governor - Gillespie vs. Northam","Suffolk*","Northam 42, Gillespie 42",0,"2017-09-18",2017,"B+"
"2040",2040,2039,"Virginia Governor - Gillespie vs. Northam","Mason-Dixon*","Northam 44, Gillespie 43",1,"2017-09-19",2017,"B+"
"2041",2041,2040,"Virginia Governor - Gillespie vs. Northam","Quinnipiac*","Northam 51, Gillespie 41",10,"2017-09-19",2017,"A-"
"2042",2042,2041,"Virginia Governor - Gillespie vs. Northam","FOX News*","Northam 42, Gillespie 38",4,"2017-09-19",2017,"A"
"2043",2043,2042,"New Jersey Governor - Guadagno vs. Murphy","FOX News*","Murphy 42, Guadagno 29",13,"2017-09-20",2017,"A"
"2044",2044,2043,"New Jersey Governor - Guadagno vs. Murphy","Suffolk*","Murphy 44, Guadagno 25",19,"2017-09-25",2017,"B+"
"2045",2045,2044,"Virginia Governor - Gillespie vs. Northam","Christopher Newport Univ.*","Northam 47, Gillespie 41",6,"2017-09-25",2017,"B+"
"2046",2046,2045,"Virginia Governor - Gillespie vs. Northam","Roanoke College*","Northam 47, Gillespie 43",4,"2017-09-26",2017,"C"
"2047",2047,2046,"Virginia Governor - Gillespie vs. Northam","Monmouth*","Northam 49, Gillespie 44",5,"2017-09-26",2017,"A+"
"2048",2048,2047,"New Jersey Governor - Guadagno vs. Murphy","Emerson","Murphy 46, Guadagno 35",11,"2017-10-02",2017,"B+"
"2049",2049,2048,"New Jersey Governor - Guadagno vs. Murphy","Monmouth","Murphy 51, Guadagno 37",14,"2017-10-03",2017,"A+"
"2050",2050,2049,"Virginia Governor - Gillespie vs. Northam","Washington Post*","Northam 53, Gillespie 40",13,"2017-10-05",2017,"A+"
"2051",2051,2050,"Virginia Governor - Gillespie vs. Northam","Christopher Newport Univ.*","Northam 49, Gillespie 42",7,"2017-10-09",2017,"B+"
"2052",2052,2051,"Virginia Governor - Gillespie vs. Northam","Emerson*","Northam 49, Gillespie 44",5,"2017-10-09",2017,"B+"
"2053",2053,2052,"New Jersey Governor - Guadagno vs. Murphy","Stockton","Murphy 51, Guadagno 33",18,"2017-10-13",2017,"B+"
"2054",2054,2053,"Virginia Governor - Gillespie vs. Northam","Monmouth*","Northam 47, Gillespie 48",1,"2017-10-17",2017,"A+"
"2055",2055,2054,"Virginia Governor - Gillespie vs. Northam","Christopher Newport Univ.*","Northam 48, Gillespie 44",4,"2017-10-17",2017,"B+"
"2056",2056,2055,"New Jersey Governor - Guadagno vs. Murphy","FOX News","Murphy 47, Guadagno 33",14,"2017-10-17",2017,"A"
"2057",2057,2056,"Virginia Governor - Gillespie vs. Northam","Roanoke College*","Northam 50, Gillespie 44",6,"2017-10-17",2017,"C"
"2058",2058,2057,"New Jersey Governor - Guadagno vs. Murphy","Fairleigh Dickinson","Murphy 47, Guadagno 32",15,"2017-10-17",2017,"A"
"2059",2059,2058,"Virginia Governor - Gillespie vs. Northam","Quinnipiac*","Northam 53, Gillespie 39",14,"2017-10-18",2017,"A-"
"2060",2060,2059,"Virginia Governor - Gillespie vs. Northam","FOX News*","Northam 49, Gillespie 42",7,"2017-10-18",2017,"A"
"2061",2061,2060,"Virginia Governor - Gillespie vs. Northam","Hampton","Northam 33, Gillespie 41",8,"2017-10-25",2017,"C+"
"2062",2062,2061,"New Jersey Governor - Guadagno vs. Murphy","Quinnipiac","Murphy 57, Guadagno 37",20,"2017-10-25",2017,"A-"
"2063",2063,2062,"New Jersey Governor - Guadagno vs. Murphy","Stockton","Murphy 51, Guadagno 37",14,"2017-10-26",2017,"B+"
"2064",2064,2063,"Virginia Governor - Gillespie vs. Northam","The Polling Company (R)","Northam 43, Gillespie 45",2,"2017-10-27",2017,"C"
"2065",2065,2064,"Virginia Governor - Gillespie vs. Northam","Christopher Newport Univ.*","Northam 50, Gillespie 43",7,"2017-10-27",2017,"B+"
"2066",2066,2065,"New Jersey Governor - Guadagno vs. Murphy","Emerson","Murphy 47, Guadagno 31",16,"2017-10-29",2017,"B+"
"2067",2067,2066,"New Jersey Governor - Guadagno vs. Murphy","Suffolk*","Murphy 49, Guadagno 33",16,"2017-10-30",2017,"B+"
"2068",2068,2067,"Virginia Governor - Gillespie vs. Northam","Quinnipiac*","Northam 53, Gillespie 36",17,"2017-10-30",2017,"A-"
"2069",2069,2068,"Virginia Governor - Gillespie vs. Northam","Washington Post*","Northam 49, Gillespie 44",5,"2017-10-31",2017,"A+"
"2070",2070,2069,"New Jersey Governor - Guadagno vs. Murphy","Monmouth","Murphy 53, Guadagno 39",14,"2017-11-01",2017,"A+"
"2071",2071,2070,"New Jersey Governor - Guadagno vs. Murphy","Rasmussen Reports","Murphy 50, Guadagno 35",15,"2017-11-02",2017,"C+"
"2072",2072,2071,"Virginia Governor - Gillespie vs. Northam","Suffolk*","Northam 47, Gillespie 43",4,"2017-11-02",2017,"B+"
"2073",2073,2072,"New Jersey Governor - Guadagno vs. Murphy","Gravis","Murphy 46, Guadagno 32",14,"2017-11-03",2017,"C+"
"2074",2074,2073,"Virginia Governor - Gillespie vs. Northam","Rasmussen Reports*","Northam 45, Gillespie 45",0,"2017-11-03",2017,"C+"
"2075",2075,2074,"Virginia Governor - Gillespie vs. Northam","The Polling Company (R)","Northam 43, Gillespie 46",3,"2017-11-03",2017,"C"
"2076",2076,2075,"Virginia Governor - Gillespie vs. Northam","Roanoke College*","Northam 47, Gillespie 47",0,"2017-11-03",2017,"C"
"2077",2077,2076,"Virginia Governor - Gillespie vs. Northam","Gravis*","Northam 48, Gillespie 43",5,"2017-11-04",2017,"C+"
"2078",2078,2077,"Virginia Governor - Gillespie vs. Northam","Trafalgar Group (R)*","Northam 49, Gillespie 48",1,"2017-11-04",2017,"C"
"2079",2079,2078,"Virginia Governor - Gillespie vs. Northam","NY Times/Siena*","Northam 43, Gillespie 40",3,"2017-11-05",2017,"A"
"2080",2080,2079,"Virginia Governor - Gillespie vs. Northam","Emerson*","Northam 49, Gillespie 46",3,"2017-11-05",2017,"B+"
"2081",2081,2080,"New Jersey Governor - Guadagno vs. Murphy","Quinnipiac","Murphy 53, Guadagno 41",12,"2017-11-06",2017,"A-"
"2082",2082,2081,"Virginia Governor - Gillespie vs. Northam","Quinnipiac*","Northam 51, Gillespie 42",9,"2017-11-06",2017,"A-"
"2083",2083,2082,"Virginia Governor - Gillespie vs. Northam","Christopher Newport Univ.*","Northam 51, Gillespie 45",6,"2017-11-06",2017,"B+"
"2084",2084,2083,"Virginia Governor - Gillespie vs. Northam","The Polling Company (R)","Northam 47, Gillespie 46",1,"2017-11-06",2017,"C"
"2085",2085,2084,"Virginia Governor - Gillespie vs. Northam","FOX News*","Northam 48, Gillespie 43",5,"2017-11-06",2017,"A"
"2086",2086,2085,"Virginia Governor - Gillespie vs. Northam","Monmouth*","Northam 47, Gillespie 45",2,"2017-11-06",2017,"A+"
"2087",2087,2086,"Michigan Governor - Schuette vs. Whitmer","Detroit News/WDIV-TV","Whitmer 40, Schuette 33",7,"2018-01-25",2018,"unknown"
"2088",2088,2087,"Illinois Governor - Democratic Primary","WeAskAmerica","Pritzker 30, Biss 17, Kennedy 12, Hardiman 2, Daiber 1, Marshall 1",13,"2018-01-31",2018,"unknown"
"2089",2089,2088,"Iowa Governor - Reynolds vs. Boulton","Des Moines Register","Reynolds 41, Boulton 37",4,"2018-02-07",2018,"unknown"
"2090",2090,2089,"New Hampshire Governor - Sununu vs. Van Ostern","UNH","Sununu 41, Ostern 31",10,"2018-02-13",2018,"unknown"
"2091",2091,2090,"New Hampshire Governor - Sununu vs. Connolly","UNH","Sununu 41, Connolly 29",12,"2018-02-13",2018,"unknown"
"2092",2092,2091,"New Hampshire Governor - Sununu vs. Marchand","UNH","Sununu 42, Marchand 28",14,"2018-02-13",2018,"unknown"
"2093",2093,2092,"Texas Governor - Democratic Primary","UT/Texas Tribune","Valdez 43, White 24, Yarbrough 7, Wakely 7, Ocegueda 5, Payne 5, Davis 4, Mumbach 3, Clark 1",19,"2018-02-19",2018,"A+"
"2094",2094,2093,"Texas Governor - Republican Primary","UT/Texas Tribune","Abbott 95, Krueger 5",90,"2018-02-19",2018,"A+"
"2095",2095,2094,"New York Governor - Republican Primary","Siena","DeFrancisco 21, Molinaro 17",4,"2018-03-19",2018,"A"
"2096",2096,2095,"New York Governor - Molinaro vs. Cuomo","Siena","Cuomo 57, Molinaro 29",28,"2018-03-19",2018,"A"
"2097",2097,2096,"New York Governor - Democratic Primary","Siena","Cuomo 66, Nixon 19",47,"2018-03-19",2018,"A"
"2098",2098,2097,"New York Governor - DeFrancisco vs. Cuomo","Siena","Cuomo 57, DeFrancisco 28",29,"2018-03-19",2018,"A"
"2099",2099,2098,"California Governor - Open Primary","PPIC","Newsom 28, Villaraigosa 12, Cox 14, Chiang 6, Allen 10, Eastin 5",14,"2018-03-22",2018,"unknown"
"2100",2100,2099,"California Governor - Open Primary","SurveyUSA","Newsom 22, Villaraigosa 14, Cox 11, Chiang 9, Allen 7, Eastin 3",8,"2018-03-27",2018,"A"
"2101",2101,2100,"Pennsylvania Governor - Ellsworth vs. Wolf","Franklin & Marshall","Wolf 51, Ellsworth 22",29,"2018-03-29",2018,"B-"
"2102",2102,2101,"Pennsylvania Governor - Mango vs. Wolf","Franklin & Marshall","Wolf 49, Mango 22",27,"2018-03-29",2018,"B-"
"2103",2103,2102,"Pennsylvania Governor - Wagner vs. Wolf","Franklin & Marshall","Wolf 38, Wagner 21",17,"2018-03-29",2018,"B-"
"2104",2104,2103,"South Carolina Governor - Democratic Primary","Target Insyght","Noble 27, Smith 27, Willis 21",0,"2018-04-08",2018,"C"
"2105",2105,2104,"South Carolina Governor - Republican Primary","Target Insyght","McMaster 46, Templeton 22, Bryant 6, McGill 4, Warren 1",24,"2018-04-08",2018,"C"
"2106",2106,2105,"Arkansas Governor - Hutchinson vs. Henderson","Mason-Dixon","Hutchinson 63, Henderson 24",39,"2018-04-13",2018,"B+"
"2107",2107,2106,"Pennsylvania Governor - Mango vs. Wolf","Morning Call","Wolf 47, Mango 27",20,"2018-04-13",2018,"unknown"
"2108",2108,2107,"Pennsylvania Governor - Ellsworth vs. Wolf","Morning Call","Wolf 46, Ellsworth 26",20,"2018-04-13",2018,"unknown"
"2109",2109,2108,"Pennsylvania Governor - Wagner vs. Wolf","Morning Call","Wolf 47, Wagner 31",16,"2018-04-13",2018,"unknown"
"2110",2110,2109,"New York Governor - DeFrancisco vs. Cuomo","Siena","Cuomo 56, DeFrancisco 32",24,"2018-04-17",2018,"A"
"2111",2111,2110,"New York Governor - Democratic Primary","Siena","Cuomo 58, Nixon 27",31,"2018-04-17",2018,"A"
"2112",2112,2111,"New York Governor - Republican Primary","Siena","DeFrancisco 18, Molinaro 18",0,"2018-04-17",2018,"A"
"2113",2113,2112,"New York Governor - Molinaro vs. Cuomo","Siena","Cuomo 57, Molinaro 31",26,"2018-04-17",2018,"A"
"2114",2114,2113,"Texas Governor - Abbott vs. Valdez","Quinnipiac","Abbott 49, Valdez 40",9,"2018-04-18",2018,"A-"
"2115",2115,2114,"Texas Governor - Abbott vs. White","Quinnipiac","Abbott 48, White 41",7,"2018-04-18",2018,"A-"
"2116",2116,2115,"Georgia Governor - Democratic Primary","Atlanta Journal-Constitution","Abrams 33, Evans 15",18,"2018-04-19",2018,"unknown"
"2117",2117,2116,"Arkansas Governor - Republican Primary","Talk Business/Hendrix College","Hutchinson 58, Morgan 31",27,"2018-04-22",2018,"B-"
"2118",2118,2117,"Maryland Governor - Hogan vs. Kamenetz","Goucher College","Hogan 45, Kamenetz 28",17,"2018-04-24",2018,"unknown"
"2119",2119,2118,"Maryland Governor - Hogan vs. Jealous","Goucher College","Hogan 44, Jealous 31",13,"2018-04-24",2018,"unknown"
"2120",2120,2119,"Maryland Governor - Hogan vs. Baker","Goucher College","Hogan 44, Baker 31",13,"2018-04-24",2018,"unknown"
"2121",2121,2120,"New Hampshire Governor - Sununu vs. Kelly","UNH*","Sununu 51, Kelly 24",27,"2018-04-24",2018,"unknown"
"2122",2122,2121,"New Hampshire Governor - Sununu vs. Marchand","UNH*","Sununu 49, Marchand 27",22,"2018-04-24",2018,"unknown"
"2123",2123,2122,"Nevada Governor - Laxalt vs. Sisolak","Nevada Independent/Mellman","Sisolak 43, Laxalt 37",6,"2018-04-25",2018,"B"
"2124",2124,2123,"California Governor - Open Primary","Berkeley IGS","Newsom 30, Cox 18, Villaraigosa 9, Allen 16, Chiang 7, Eastin 4",12,"2018-04-26",2018,"unknown"
"2125",2125,2124,"Georgia Governor - Republican Primary","Atlanta Journal-Constitution","Cagle 41, Kemp 10, Hill 9, Tippins 4, Williams 3",31,"2018-04-27",2018,"unknown"
"2126",2126,2125,"California Governor - Open Primary","SurveyUSA","Newsom 21, Cox 15, Villaraigosa 18, Allen 10, Chiang 9, Eastin 1",3,"2018-04-27",2018,"A"
"2127",2127,2126,"New York Governor - Democratic Primary","Quinnipiac","Cuomo 50, Nixon 28",22,"2018-05-02",2018,"A-"
"2128",2128,2127,"New Hampshire Governor - Sununu vs. Kelly","Suffolk*","Sununu 48, Kelly 27",21,"2018-05-02",2018,"B+"
"2129",2129,2128,"New Hampshire Governor - Sununu vs. Marchand","Suffolk*","Sununu 49, Marchand 25",24,"2018-05-02",2018,"B+"
"2130",2130,2129,"New Hampshire Governor - Democratic Primary","Suffolk","Kelly 21, Marchand 19",2,"2018-05-02",2018,"B+"
"2131",2131,2130,"New York Governor - Molinaro vs. Cuomo","Quinnipiac","Cuomo 57, Molinaro 26",31,"2018-05-02",2018,"A-"
"2132",2132,2131,"California Governor - Open Primary","Gravis","Newsom 22, Cox 23, Villaraigosa 19, Allen 8, Chiang 9, Eastin 4",1,"2018-05-07",2018,"C+"
"2133",2133,2132,"Iowa Governor - Democratic Primary","KBUR/Remington Research","Hubbell 46, Boulton 20, Glasson 7, Norris 5, McGuire 3, Wilburn 1",26,"2018-05-09",2018,"C"
"2134",2134,2133,"Georgia Governor - Democratic Primary","WXIA-TV/SurveyUSA","Abrams 43, Evans 24",19,"2018-05-16",2018,"A"
"2135",2135,2134,"Georgia Governor - Republican Primary","WXIA-TV/SurveyUSA","Cagle 35, Kemp 17, Hill 10, Tippins 8, Williams 3",18,"2018-05-16",2018,"A"
"2136",2136,2135,"Georgia Governor - Cagle vs. Abrams","WXIA-TV/SurveyUSA","Cagle 46, Abrams 41",5,"2018-05-16",2018,"A"
"2137",2137,2136,"Georgia Governor - Republican Primary","FOX 5 Atlanta/Opinion Savvy","Cagle 31, Kemp 20, Hill 14, Tippins 12, Williams 5",11,"2018-05-18",2018,"C+"
"2138",2138,2137,"Kansas Governor - Republican Primary","Remington Research (R)","Colyer 29, Kobach 27, Barnett 9, Selzer 5",2,"2018-05-18",2018,"C"
"2139",2139,2138,"Georgia Governor - Democratic Primary","FOX 5 Atlanta/Opinion Savvy","Abrams 58, Evans 19",39,"2018-05-18",2018,"C+"
"2140",2140,2139,"Iowa Governor - Democratic Primary","Des Moines Register","Hubbell 31, Boulton 20, Glasson 13, Norris 5, McGuire 5, Wilburn 3",11,"2018-05-20",2018,"unknown"
"2141",2141,2140,"California Governor - Open Primary","LA Times/USC","Newsom 21, Cox 10, Villaraigosa 11, Allen 5, Chiang 6, Eastin 3",10,"2018-05-22",2018,"C"
"2142",2142,2141,"Texas Governor - Abbott vs. White","JMC Analytics","Abbott 50, White 39",11,"2018-05-22",2018,"unknown"
"2143",2143,2142,"Texas Governor - Abbott vs. Valdez","JMC Analytics","Abbott 48, Valdez 36",12,"2018-05-22",2018,"unknown"
"2144",2144,2143,"California Governor - Open Primary","PPIC","Newsom 25, Cox 19, Villaraigosa 15, Allen 11, Chiang 9, Eastin 6",6,"2018-05-23",2018,"unknown"
"2145",2145,2144,"California Governor - Open Primary","SurveyUSA","Newsom 33, Cox 17, Villaraigosa 8, Allen 12, Chiang 10, Eastin 2",16,"2018-05-24",2018,"A"
"2146",2146,2145,"New Mexico Governor - Democratic Primary","Albuquerque Journal","Grisham 57, Apodaca 15, Cervantes 9",42,"2018-05-27",2018,"unknown"
"2147",2147,2146,"California Governor - Open Primary","Emerson","Newsom 24, Cox 16, Allen 11, Villaraigosa 12, Chiang 10, Eastin 4",8,"2018-05-28",2018,"B+"
"2148",2148,2147,"California Governor - Open Primary","Emerson","Newsom 24, Cox 16, Villaraigosa 12, Allen 11, Chiang 10, Eastin 4",8,"2018-05-28",2018,"B+"
"2149",2149,2148,"South Dakota Governor - Republican Primary","Mason-Dixon","Noem 45, Jackley 44",1,"2018-05-29",2018,"B+"
"2150",2150,2149,"Texas Governor - Abbott vs. Valdez","Quinnipiac","Abbott 53, Valdez 34",19,"2018-05-30",2018,"A-"
"2151",2151,2150,"California Governor - Open Primary","Berkeley IGS","Newsom 33, Cox 20, Allen 12, Villaraigosa 13, Chiang 7, Eastin 4",13,"2018-05-31",2018,"unknown"
"2152",2152,2151,"California Governor - Open Primary","Berkeley IGS","Newsom 33, Cox 20, Villaraigosa 13, Allen 12, Chiang 7, Eastin 4",13,"2018-05-31",2018,"unknown"
"2153",2153,2152,"Massachusetts Governor - Baker vs. Massie","WBUR/MassINC","Baker 60, Massie 20",40,"2018-06-01",2018,"A-"
"2154",2154,2153,"California Governor - Open Primary","YouGov","Newsom 33, Cox 17, Allen 10, Villaraigosa 9, Chiang 8, Eastin 4",16,"2018-06-01",2018,"B"
"2155",2155,2154,"Massachusetts Governor - Baker vs. Gonzalez","WBUR/MassINC","Baker 60, Gonzalez 20",40,"2018-06-01",2018,"A-"
"2156",2156,2155,"South Carolina Governor - Republican Primary","Target Insyght","McMaster 37, Templeton 25, Warren 20, Bryant 4, McGill 3",12,"2018-06-02",2018,"C"
"2157",2157,2156,"Maryland Governor - Democratic Primary","Washington Post","Baker 16, Jealous 21, Madaleno 6, Shea 4, Vignarajah 4, Ross 2",5,"2018-06-05",2018,"A+"
"2158",2158,2157,"Maryland Governor - Hogan vs. Jealous","Washington Post","Hogan 51, Jealous 39",12,"2018-06-05",2018,"A+"
"2159",2159,2158,"Maryland Governor - Hogan vs. Baker","Washington Post","Hogan 51, Baker 39",12,"2018-06-05",2018,"A+"
"2160",2160,2159,"Maryland Governor - Hogan vs. Madaleno","Washington Post","Hogan 50, Madaleno 40",10,"2018-06-05",2018,"A+"
"2161",2161,2160,"Maryland Governor - Hogan vs. Vignarajah","Washington Post","Hogan 54, Vignarajah 35",19,"2018-06-05",2018,"A+"
"2162",2162,2161,"Maryland Governor - Hogan vs. Shea","Washington Post","Hogan 53, Shea 35",18,"2018-06-05",2018,"A+"
"2163",2163,2162,"Maryland Governor - Hogan vs. Ross","Washington Post","Hogan 55, Ross 31",24,"2018-06-05",2018,"A+"
"2164",2164,2163,"Colorado Governor - Democratic Primary","Magellan (R)","Polis 31, Kennedy 18, Johnston 9, Lynne 3",13,"2018-06-06",2018,"C+"
"2165",2165,2164,"Georgia Governor - Republican Primary Run-Off","Rosetta Stone","Cagle 48, Kemp 41",7,"2018-06-08",2018,"unknown"
"2166",2166,2165,"Maryland Governor - Democratic Primary","Baltimore Sun","Baker 16, Jealous 16, Madaleno 4, Shea 4, Vignarajah 4, Ross 1",0,"2018-06-10",2018,"unknown"
"2167",2167,2166,"Colorado Governor - Republican Primary","Magellan (R)","Stapleton 36, Mitchell 23, Lopez 10, Robinson 4, Coffman",13,"2018-06-11",2018,"C+"
"2168",2168,2167,"Ohio Governor - DeWine vs. Cordray","Quinnipiac","Cordray 42, DeWine 40",2,"2018-06-13",2018,"A-"
"2169",2169,2168,"Ohio Governor - DeWine vs. Cordray","Suffolk","Cordray 43, DeWine 36",7,"2018-06-13",2018,"B+"
"2170",2170,2169,"New York Governor - Molinaro vs. Cuomo","Siena","Cuomo 56, Molinaro 37",19,"2018-06-13",2018,"A"
"2171",2171,2170,"New York Governor - Democratic Primary","Siena","Cuomo 61, Nixon 26",35,"2018-06-13",2018,"A"
"2172",2172,2171,"Pennsylvania Governor - Wagner vs. Wolf","Franklin & Marshall","Wolf 48, Wagner 29",19,"2018-06-14",2018,"B-"
"2173",2173,2172,"Maryland Governor - Democratic Primary","Gonzales Research","Baker 25, Jealous 23, Madaleno 9, Shea 6, Vignarajah 5, Ross",2,"2018-06-14",2018,"B-"
"2174",2174,2173,"Massachusetts Governor - Baker vs. Gonzalez","Suffolk","Baker 52, Gonzalez 22",30,"2018-06-14",2018,"B+"
"2175",2175,2174,"Massachusetts Governor - Baker vs. Massie","Suffolk","Baker 54, Massie 20",34,"2018-06-14",2018,"B+"
"2176",2176,2175,"Maryland Governor - Hogan vs. Jealous","Gonzales Research","Hogan 51, Jealous 34",17,"2018-06-14",2018,"B-"
"2177",2177,2176,"Maryland Governor - Hogan vs. Madaleno","Gonzales Research","Hogan 50, Madaleno 36",14,"2018-06-14",2018,"B-"
"2178",2178,2177,"Maryland Governor - Hogan vs. Baker","Gonzales Research","Hogan 48, Baker 37",11,"2018-06-14",2018,"B-"
"2179",2179,2178,"South Carolina Governor - Republican Primary Run-Off","Trafalgar Group (R)","McMaster 60, Warren 31",29,"2018-06-16",2018,"C"
"2180",2180,2179,"California Governor - Cox vs. Newsom","LA Times/USC","Newsom 45, Cox 28",17,"2018-06-19",2018,"C"
"2181",2181,2180,"Wisconsin Governor - Walker vs. Evers","Marquette","Walker 48, Evers 44",4,"2018-06-20",2018,"A"
"2182",2182,2181,"Wisconsin Governor - Democratic Primary","Marquette","Evers 25, Soglin 7, Flynn 7, McCabe 7, Vinehout 5, Mitchell 4, Wachs 2, Gronik 4, Roys 2",18,"2018-06-20",2018,"A"
"2183",2183,2182,"Florida Governor - Republican Primary","FOX News","Putnam 32, DeSantis 17, White 3, Devine 1, Nathan 1, Wilds 1, Rivas 1, Baldauf",15,"2018-06-21",2018,"A"
