,index,candidate_ids,committee_id,committee_type,committee_type_full,cycles,designation,designation_full,filing_frequency,first_file_date,last_f1_date,last_file_date,state,candidate_donor_weight
8315,17715,['H6IN09176'],C00590463,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-10-22,2018-07-19,2018-11-02,IN,1.0
8316,17726,['S8AL00415'],C00646737,S,Senate,[2018],P,Principal campaign committee,T,2017-05-31,2017-05-31,2017-11-01,AL,1.0
8317,17727,['H8IN03076'],C00648055,H,House,[2018],P,Principal campaign committee,Q,2017-06-18,2018-09-14,2018-10-25,IN,1.0
8318,17728,['H0PA06084'],C00557082,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-02-12,2014-10-31,2018-04-26,PA,1.0
8319,17729,['H0PA06084'],C00525469,N,PAC - Nonqualified,[2012],J,Joint fundraising committee,T,2012-07-23,2012-07-23,2012-11-30,PA,1.0
8320,17730,['H0PA06084'],C00569954,N,PAC - Nonqualified,"[2014, 2016]",J,Joint fundraising committee,T,2014-10-23,2014-10-23,2016-01-29,PA,1.0
8321,17731,['H2TX34030'],C00504597,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-10-25,2012-03-07,2015-11-12,TX,1.0
8322,17733,['S8MN00636'],C00676866,S,Senate,[2018],P,Principal campaign committee,Q,2018-04-14,2018-04-14,2018-10-25,VA,1.0
8323,17734,['H4MI11097'],C00548941,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,T,2013-09-04,2015-03-23,2018-07-12,MI,1.0
8324,17735,['H4CA25131'],C00557660,H,House,[2014],P,Principal campaign committee,T,2014-02-21,2014-03-05,2014-12-10,CA,1.0
8325,17736,['S8MT00218'],C00640052,S,Senate,[2018],P,Principal campaign committee,Q,2017-05-10,2017-05-10,2018-10-14,MT,1.0
8326,17737,['H2CA47121'],C00502336,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-09-19,2011-09-19,2013-02-06,CA,1.0
8327,17738,['H2TN02021'],C00522359,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-06-04,2013-03-11,2013-05-13,TN,1.0
8328,17739,['H4ME02218'],C00546572,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-07-08,2014-03-10,2016-03-22,ME,1.0
8329,17740,"['H2IA05072', 'H4IA05102']",C00522052,N,PAC - Nonqualified,[2012],J,Joint fundraising committee,T,2012-05-23,2012-05-23,2012-11-30,IA,0.5
8330,17746,['P60006194'],C00574863,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-03-30,2015-03-30,2018-04-26,VA,1.0
8331,17751,['H6CA00147'],C00497495,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,A,2011-06-13,2011-06-13,2018-04-26,CA,1.0
8332,17752,['P60007820'],C00579961,P,Presidential,[2016],P,Principal campaign committee,T,2015-06-22,2015-06-22,2016-10-31,KY,1.0
8333,17769,['P60009107'],C00581736,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-07-21,2015-07-21,2018-04-26,CA,1.0
8334,17776,['P80003478'],C00579243,O,Super PAC (Independent Expenditure-Only),[2016],U,Unauthorized,T,2015-06-10,2015-07-24,2016-07-14,WA,1.0
8335,17779,['P20002408'],C00492017,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-01-03,2011-01-03,2015-08-10,LA,1.0
8336,17780,['H4KS02131'],C00564443,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-06-02,2014-06-02,2016-07-12,KS,1.0
8337,17781,['H4CA11107'],C00556654,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-02-04,2014-03-24,2015-03-13,CA,1.0
8338,17783,['H2HI02508'],C00497396,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2011-06-10,2016-05-17,2018-11-01,HI,1.0
8339,17786,['H8NJ02273'],C00679233,H,House,[2018],P,Principal campaign committee,Q,2018-05-21,2018-05-21,2018-10-22,NJ,1.0
8340,17791,['P60008745'],C00580944,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-07-10,2015-07-13,2018-04-26,CA,1.0
8341,17792,['P00008425'],C00688457,P,Presidential,[2018],P,Principal campaign committee,Q,2018-10-01,2018-10-01,2018-10-01,NY,1.0
8342,17793,['S2NY00283'],C00499244,S,Senate,"[2012, 2014]",P,Principal campaign committee,T,2011-07-18,2012-03-15,2014-05-05,NY,1.0
8343,17794,['P20003588'],C00502922,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-09-26,2011-09-26,2015-09-11,AL,1.0
8344,17805,['H6IN06214'],C00616557,H,House,"[2016, 2018]",P,Principal campaign committee,A,2016-05-05,2016-05-05,2018-04-26,IN,1.0
8345,17807,['S8AZ00163'],C00655209,S,Senate,[2018],P,Principal campaign committee,T,2017-09-06,2017-09-06,2018-07-31,AZ,1.0
8346,17808,['S6HI00289'],C00620906,S,Senate,"[2016, 2018]",P,Principal campaign committee,A,2016-06-28,2016-06-28,2017-07-26,HI,1.0
8347,17812,"['H2TX03126', 'H2TX35029']",C00566786,N,PAC - Nonqualified,"[2014, 2016, 2018]",J,Joint fundraising committee,T,2014-08-07,2014-10-14,2017-02-09,TX,0.5
8348,17813,['H2TX27026'],C00491225,N,PAC - Nonqualified,"[2010, 2012]",J,Joint fundraising committee,T,2010-11-12,2010-11-12,2011-02-18,DC,1.0
8349,17816,['H4OH02156'],C00554220,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2014-01-06,2014-01-28,2018-10-03,OH,1.0
8350,17821,['S8CO00172'],C00561431,N,PAC - Nonqualified,[2014],J,Joint fundraising committee,T,2014-04-09,2014-04-09,2014-07-16,DC,1.0
8351,17822,['H8PA15237'],C00658641,H,House,[2018],P,Principal campaign committee,Q,2017-10-20,2018-03-23,2018-10-10,PA,1.0
8352,17830,['S6CO00333'],C00613794,S,Senate,"[2016, 2018]",P,Principal campaign committee,A,2016-03-25,2016-03-25,2018-04-26,CO,1.0
8353,17835,['P60005550'],C00570077,P,Presidential,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-10-27,2015-07-30,2018-04-26,GA,1.0
8354,17861,['P60005535'],C00569897,P,Presidential,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2014-10-23,2018-03-15,2018-03-15,TX,1.0
8355,17866,"['S0IA00028', 'S0MO00183', 'S0NH00235', 'S0OH00133', 'S2TX00312', 'S4NC00089', 'S4PA00121']",C00625913,S,Senate,[2016],J,Joint fundraising committee,T,2016-09-14,2016-10-31,2016-12-16,TX,0.14285714285714285
8356,17867,['H8AR02126'],C00640128,H,House,[2018],P,Principal campaign committee,Q,2017-05-11,2017-06-02,2017-06-02,AR,1.0
8357,18208,"['S2WI00219', 'S6MN00267', 'S8MI00281']",C00634352,S,Senate,[2018],J,Joint fundraising committee,T,2017-03-03,2017-03-03,2018-10-26,DC,0.3333333333333333
8358,18209,['P60007168'],C00590828,U,Single Candidate Independent Expenditure,"[2016, 2018]",U,Unauthorized,A,2015-10-28,2015-10-28,2017-04-05,NH,1.0
8359,18212,['P60007168'],C00582395,U,Single Candidate Independent Expenditure,[2016],U,Unauthorized,A,2015-07-30,2015-07-30,2016-03-09,NY,1.0
8360,18214,['H6MI04113'],C00501288,N,PAC - Nonqualified,"[2012, 2014, 2016, 2018]",J,Joint fundraising committee,T,2011-08-29,2011-08-29,2017-02-09,VA,1.0
8361,18215,['H6MI04113'],C00658880,N,PAC - Nonqualified,[2018],J,Joint fundraising committee,Q,2017-10-24,2017-10-24,2018-10-21,VA,1.0
8362,18220,['P60007242'],C00587691,N,PAC - Nonqualified,"[2016, 2018]",U,Unauthorized,A,2015-09-25,2015-09-25,2017-04-05,UT,1.0
8363,18230,['H2NY24119'],C00522987,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,A,2012-06-12,2012-07-02,2015-12-16,NY,1.0
8364,18234,['P60008661'],C00580720,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-07-08,2015-07-08,2018-04-26,TX,1.0
8365,18256,"['H8NJ01226', 'P00006544']",C00661397,P,Presidential,[2018],P,Principal campaign committee,Q,2017-11-23,2018-01-29,2018-01-29,NJ,0.5
8366,18261,['S8NJ00442'],C00647263,S,Senate,[2018],P,Principal campaign committee,Q,2017-06-03,2017-06-03,2017-06-03,NJ,1.0
8367,18285,['H2UT04023'],C00525113,N,PAC - Nonqualified,"[2012, 2014]",J,Joint fundraising committee,T,2012-07-13,2012-07-13,2013-01-22,GA,1.0
8368,18296,['P20004479'],C00509307,N,PAC - Nonqualified,"[2012, 2014]",U,Unauthorized,T,2012-01-11,2012-08-03,2013-07-03,TX,1.0
8369,18303,['H2CA20094'],C00499392,H,House,"[2012, 2014, 2016, 2018]",A,Authorized by a candidate,Q,2011-07-21,2018-03-20,2018-11-01,CA,1.0
8370,18304,['H2FL08063'],C00590489,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-10-23,2015-10-23,2018-10-31,FL,1.0
8371,18305,['H2FL08063'],C00498980,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,T,2011-07-09,2015-09-02,2015-10-15,FL,1.0
8372,18306,['H2TX33172'],C00517367,H,House,[2012],P,Principal campaign committee,T,2012-03-29,2012-03-29,2012-07-31,TX,1.0
8373,18307,['H8TX29060'],C00660688,H,House,[2018],P,Principal campaign committee,T,2017-11-15,2017-11-15,2018-07-13,TX,1.0
8374,18309,"['H6FL19079', 'H6FL26025']",C00592899,H,House,[2016],P,Principal campaign committee,T,2015-11-30,2016-01-04,2016-02-18,FL,0.5
8375,18310,['P60017100'],C00590273,P,Presidential,"[2016, 2018]",P,Principal campaign committee,Q,2015-10-21,2016-01-08,2018-10-09,FL,1.0
8376,18328,['H8IL08119'],C00664292,H,House,[2018],P,Principal campaign committee,T,2017-12-30,2017-12-30,2018-04-19,IL,1.0
8377,18330,['H4MI02104'],C00556688,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-02-11,2014-02-11,2016-06-27,MI,1.0
8378,18331,['P60006830'],C00576165,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-04-16,2015-04-16,2018-04-26,MI,1.0
8379,18332,['H4WI03136'],C00556563,H,House,"[2014, 2016]",P,Principal campaign committee,A,2014-02-10,2014-03-10,2015-12-16,WI,1.0
8380,18333,['H8NJ02166'],C00661868,H,House,[2018],P,Principal campaign committee,Q,2017-11-30,2018-08-22,2018-11-02,NJ,1.0
8381,18335,['H8TX27098'],C00668962,H,House,[2018],P,Principal campaign committee,Q,2018-02-06,2018-02-06,2018-02-06,TX,1.0
8382,18336,['H8TX12074'],C00635797,H,House,[2018],P,Principal campaign committee,Q,2017-03-27,2018-07-16,2018-10-25,TX,1.0
8383,18338,['H8ME02235'],C00662239,H,House,[2018],P,Principal campaign committee,T,2017-12-02,2017-12-02,2018-01-31,ME,1.0
8384,18339,['S6MD03441'],C00573758,S,Senate,"[2016, 2018]",P,Principal campaign committee,Q,2015-03-06,2018-08-06,2018-10-15,MD,1.0
8385,18341,['H4CA17294'],C00554204,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-01-06,2014-10-08,2016-03-07,CA,1.0
8386,18342,['H0GA08081'],C00553214,H,House,[2014],P,Principal campaign committee,T,2013-12-07,2013-12-07,2014-06-06,GA,1.0
8387,18343,['H0GA08081'],C00611541,H,House,[2016],P,Principal campaign committee,T,2016-03-10,2016-03-10,2016-07-19,GA,1.0
8388,18344,['H8IN07291'],C00651273,H,House,[2018],P,Principal campaign committee,T,2017-07-24,2017-08-15,2018-05-30,IN,1.0
8389,18345,['H8TX03123'],C00653634,H,House,[2018],P,Principal campaign committee,Q,2017-08-22,2017-08-22,2018-10-31,TX,1.0
8390,18349,['H2CA50026'],C00497321,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2011-06-08,2017-01-03,2018-11-02,CA,1.0
8391,18350,['P00005355'],C00631010,P,Presidential,[2018],P,Principal campaign committee,Q,2017-01-15,2017-01-15,2017-01-15,OH,1.0
8392,18351,"['S2VA00142', 'S6VA00093']",C00609925,N,PAC - Nonqualified,[2016],J,Joint fundraising committee,T,2016-02-24,2016-03-18,2016-08-02,VA,0.5
8393,18352,['H2NV01256'],C00534172,H,House,[2012],P,Principal campaign committee,T,2012-10-31,2012-10-31,2012-12-17,NV,1.0
8394,18353,['H4MD07074'],C00565200,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2014-06-23,2017-04-10,2017-04-11,MD,1.0
8395,18354,['H2VA10109'],C00492702,H,House,[2012],P,Principal campaign committee,T,2011-01-27,2011-05-10,2012-11-08,VA,1.0
8396,18357,['H6CA53054'],C00575860,H,House,"[2016, 2018]",P,Principal campaign committee,T,2015-04-13,2015-04-13,2017-06-09,CA,1.0
8397,18362,['H4CA29125'],C00544130,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-04-29,2013-04-29,2015-05-29,CA,1.0
8398,18363,['H6CA25185'],C00608109,H,House,"[2016, 2018]",P,Principal campaign committee,A,2016-02-04,2016-02-04,2018-04-26,CA,1.0
8399,18367,['P20002853'],C00497008,P,Presidential,[2012],P,Principal campaign committee,T,2011-06-01,2012-04-12,2012-12-19,AZ,1.0
8400,18368,['H2FL07115'],C00498923,H,House,[2012],P,Principal campaign committee,T,2011-07-13,2012-02-28,2012-10-18,FL,1.0
8401,18389,['P80001571'],C00621672,N,PAC - Nonqualified,"[2016, 2018]",U,Unauthorized,Q,2016-07-13,2016-07-13,2018-10-16,VT,1.0
8402,18390,"['S4VT00017', 'S6VA00093']",C00557462,S,Senate,[2014],J,Joint fundraising committee,T,2014-02-20,2014-02-20,2014-03-11,VA,0.5
8403,18392,['H0AZ03321'],C00541508,H,House,[2014],P,Principal campaign committee,T,2013-02-06,2013-09-23,2014-07-17,AZ,1.0
8404,18394,['H8LA03086'],C00675421,H,House,[2018],P,Principal campaign committee,Q,2018-04-04,2018-04-04,2018-10-18,LA,1.0
8405,18395,['H8TX26090'],C00640953,H,House,[2018],P,Principal campaign committee,Q,2017-05-19,2017-05-19,2018-10-15,TX,1.0
8406,18396,['H8TX16109'],C00653923,H,House,[2018],P,Principal campaign committee,Q,2017-08-25,2018-06-27,2018-11-01,TX,1.0
8407,18397,['H4CA41138'],C00555037,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-01-17,2014-02-12,2016-01-27,CA,1.0
8408,18406,"['S6IN00191', 'S6NV00218']",C00622639,S,Senate,"[2016, 2018]",J,Joint fundraising committee,T,2016-07-25,2016-07-25,2017-02-15,VA,0.5
8409,18421,['P60017183'],C00590505,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-10-23,2015-10-23,2018-04-26,NJ,1.0
8410,18422,['P00005470'],C00630160,P,Presidential,"[2016, 2018]",P,Principal campaign committee,Q,2016-12-21,2016-12-21,2016-12-21,LA,1.0
8411,18429,['H6TX15162'],C00592659,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-11-23,2015-11-23,2018-10-31,TX,1.0
8412,18430,['H2SC07041'],C00507798,H,House,[2012],P,Principal campaign committee,T,2011-12-15,2011-12-19,2012-07-27,SC,1.0
8413,18431,['H8MN01253'],C00647040,H,House,[2018],P,Principal campaign committee,Q,2017-06-05,2017-12-31,2018-10-16,MN,1.0
8414,18433,['H4CO04074'],C00547661,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-07-31,2014-04-29,2015-01-14,CO,1.0
8415,18435,['H8NV03184'],C00652354,H,House,[2018],P,Principal campaign committee,Q,2017-08-03,2017-08-03,2018-10-23,NV,1.0
8416,18436,['H6AZ02171'],C00580712,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-07-07,2016-04-12,2018-10-12,AZ,1.0
8417,18437,['S2SC00079'],C00564906,S,Senate,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-06-16,2014-08-05,2017-07-26,SC,1.0
8418,18438,['S4KY00117'],C00549121,S,Senate,[2014],P,Principal campaign committee,T,2013-09-09,2013-09-17,2014-02-24,KY,1.0
8419,18440,['S0AL00156'],C00656710,N,PAC - Nonqualified,[2018],J,Joint fundraising committee,T,2017-09-29,2017-09-29,2018-04-19,DC,1.0
8420,18445,"['H0IL10302', 'H4CA52051', 'H8CO06138']",C00567354,H,House,[2014],J,Joint fundraising committee,T,2014-08-15,2014-08-15,2014-12-08,GA,0.3333333333333333
8421,18450,['H2WA06129'],C00559773,N,PAC - Nonqualified,[2014],J,Joint fundraising committee,T,2014-03-19,2014-03-19,2014-11-04,WA,1.0
8422,18456,"['H4AR04048', 'H4NH02241', 'H4VA10089', 'S4AK00214', 'S4AR00103', 'S4CO00395', 'S4IA00129']",C00564641,H,House,[2014],J,Joint fundraising committee,T,2014-06-09,2014-06-09,2014-12-05,VA,0.14285714285714285
8423,18462,['H4NY13076'],C00564955,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-06-18,2014-06-18,2015-02-11,NY,1.0
8424,18465,['H4MI14158'],C00549998,H,House,"[2014, 2016]",P,Principal campaign committee,A,2013-10-02,2013-12-31,2016-11-03,MI,1.0
8425,18466,['H2CA41124'],C00503722,H,House,[2012],P,Principal campaign committee,T,2011-10-10,2011-10-10,2012-11-06,CA,1.0
8426,18467,['H6NY11190'],C00573675,H,House,[2016],P,Principal campaign committee,T,2015-03-05,2015-03-05,2016-01-29,NY,1.0
8427,18468,['H2PA11106'],C00499426,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-07-21,2012-04-05,2014-07-16,PA,1.0
8428,18470,['H8WI05181'],C00681346,H,House,[2018],P,Principal campaign committee,Q,2018-06-20,2018-06-20,2018-10-31,WI,1.0
8429,18471,['P20004685'],C00512657,P,Presidential,"[2012, 2014]",P,Principal campaign committee,T,2012-02-14,2012-03-28,2013-02-07,VA,1.0
8430,18476,"['S0CO00211', 'S6VA00093']",C00521153,S,Senate,"[2012, 2014]",J,Joint fundraising committee,T,2012-05-14,2013-04-05,2014-04-21,DC,0.5
8431,18479,['H4NC13041'],C00559187,H,House,[2014],P,Principal campaign committee,T,2014-03-03,2014-04-04,2014-07-03,NC,1.0
8432,18486,['H8CA10175'],C00653576,H,House,[2018],P,Principal campaign committee,Q,2017-08-21,2017-08-21,2018-10-15,CA,1.0
8433,18492,['S4VA00189'],C00561795,N,PAC - Nonqualified,"[2014, 2016]",J,Joint fundraising committee,T,2014-04-16,2014-04-16,2016-02-17,VA,1.0
8434,18498,"['H0VA02084', 'H0VA05095', 'H0VA07042', 'H0VA09055', 'H2VA04052', 'H2VA06115', 'H8VA01147']",C00561837,H,House,[2014],J,Joint fundraising committee,T,2014-04-16,2014-04-16,2014-07-23,VA,0.14285714285714285
8435,18504,['S2VA00142'],C00502468,N,PAC - Nonqualified,[2012],J,Joint fundraising committee,T,2011-09-21,2011-09-21,2013-01-09,DC,1.0
8436,18508,['S6VA00093'],C00623330,N,PAC - Nonqualified,"[2016, 2018]",J,Joint fundraising committee,Q,2016-08-08,2016-09-07,2018-10-23,VA,1.0
8437,18509,['H2VI00082'],C00528182,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2012-08-28,2018-05-15,2018-10-31,DC,1.0
8438,18510,['H0WI03092'],C00637686,H,House,[2018],P,Principal campaign committee,Q,2017-04-14,2017-04-14,2017-04-14,WI,1.0
8439,18520,['H8PA07176'],C00667295,H,House,[2018],P,Principal campaign committee,T,2018-01-26,2018-01-26,2018-10-19,PA,1.0
8440,18521,['H8TN02168'],C00653824,H,House,[2018],P,Principal campaign committee,T,2017-08-24,2017-08-24,2018-08-20,TN,1.0
8441,18524,['H2IL10084'],C00501692,H,House,[2012],P,Principal campaign committee,T,2011-09-03,2011-09-03,2013-04-30,IL,1.0
8442,18525,['H2NY01042'],C00637793,H,House,[2018],P,Principal campaign committee,T,2017-04-17,2018-05-07,2018-09-17,NY,1.0
8443,18526,['H2NY02081'],C00520890,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,A,2012-05-04,2012-05-04,2015-12-16,NY,1.0
8444,18530,['H4GA09057'],C00552976,H,House,[2014],P,Principal campaign committee,T,2013-12-03,2013-12-03,2014-12-12,GA,1.0
8445,18532,['H6MD06238'],C00577882,H,House,"[2016, 2018]",P,Principal campaign committee,T,2015-05-12,2015-12-11,2018-08-24,MD,1.0
8446,18544,['H6WI01226'],C00614305,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2016-03-29,2018-06-21,2018-10-31,WI,1.0
8447,18546,['H4AK00057'],C00503896,H,House,[2012],P,Principal campaign committee,T,2011-10-12,2011-10-12,2012-09-10,AK,1.0
8448,18547,['H4AK00057'],C00550293,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2013-10-17,2013-10-17,2018-04-26,AK,1.0
8449,18548,['H8NC04090'],C00653535,H,House,[2018],P,Principal campaign committee,Q,2017-08-21,2017-11-19,2017-11-19,NC,1.0
8450,18550,['P60010774'],C00584045,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-08-20,2015-08-20,2018-04-26,TX,1.0
8451,18551,['H8VA02053'],C00648931,H,House,[2018],P,Principal campaign committee,T,2017-07-01,2017-07-01,2018-01-02,VA,1.0
8452,18552,['H8MO02158'],C00621516,H,House,[2016],P,Principal campaign committee,T,2016-07-11,2016-07-11,2016-08-25,MO,1.0
8453,18554,['H8NC09149'],C00668350,H,House,[2018],P,Principal campaign committee,Q,2018-02-02,2018-02-02,2018-02-02,NC,1.0
8454,18556,['P00005439'],C00634030,P,Presidential,[2018],P,Principal campaign committee,Q,2017-02-23,2018-07-16,2018-10-19,CA,1.0
8455,18557,['P60017241'],C00590612,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-10-26,2015-10-26,2018-04-26,PA,1.0
8456,18558,['H6MD06188'],C00571661,H,House,"[2016, 2018]",P,Principal campaign committee,A,2015-01-21,2015-01-21,2017-05-12,MD,1.0
8457,18559,['P00007195'],C00670711,P,Presidential,[2018],P,Principal campaign committee,Q,2018-02-21,2018-02-21,2018-02-21,TN,1.0
8458,18560,['P60009305'],C00582346,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-07-29,2015-07-29,2018-04-26,NV,1.0
8459,18561,['H8SC04391'],C00674507,H,House,[2018],P,Principal campaign committee,Q,2018-03-27,2018-03-27,2018-10-24,SC,1.0
8460,18563,['P00007252'],C00671883,P,Presidential,[2018],P,Principal campaign committee,Q,2018-03-01,2018-03-01,2018-03-01,OH,1.0
8461,18564,['P60007655'],C00578591,P,Presidential,"[2016, 2018]",P,Principal campaign committee,Q,2015-05-29,2016-11-15,2016-11-15,CA,1.0
8462,18565,['H8CA34225'],C00632422,H,House,[2018],P,Principal campaign committee,Q,2017-02-06,2017-02-06,2017-03-07,CA,1.0
8463,18566,['H2FL09111'],C00515288,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,T,2012-03-06,2015-10-21,2015-11-06,FL,1.0
8464,18567,['H4MO08147'],C00540823,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2013-01-22,2013-01-22,2018-04-26,MO,1.0
8465,18570,['H6OH08331'],C00624684,H,House,"[2016, 2018]",P,Principal campaign committee,T,2016-08-25,2016-08-25,2017-03-15,OH,1.0
8466,18571,['H8VA05163'],C00667618,H,House,[2018],P,Principal campaign committee,Q,2018-01-29,2018-01-29,2018-01-29,VA,1.0
8467,18572,['H6TX23208'],C00600783,H,House,"[2016, 2018]",P,Principal campaign committee,A,2015-12-29,2015-12-29,2018-04-26,TX,1.0
8468,18574,['S2TN00249'],C00508838,S,Senate,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,A,2012-01-04,2012-01-04,2018-04-26,TN,1.0
8469,18575,['H8MO02224'],C00651919,H,House,[2018],P,Principal campaign committee,T,2017-07-31,2017-09-26,2018-09-16,MO,1.0
8470,18576,['H8KS03098'],C00646604,H,House,[2018],P,Principal campaign committee,Q,2017-05-30,2017-05-30,2018-10-31,KS,1.0
