,index,candidate_ids,committee_id,committee_type,committee_type_full,cycles,designation,designation_full,filing_frequency,first_file_date,last_f1_date,last_file_date,state,candidate_donor_weight
8130,17431,['H8KY06156'],C00649632,H,House,[2018],P,Principal campaign committee,T,2017-07-06,2017-07-06,2018-10-02,KY,1.0
8131,17432,['H8IN04181'],C00656959,H,House,[2018],P,Principal campaign committee,T,2017-10-03,2017-10-12,2018-06-08,IN,1.0
8132,17433,['H8IL03128'],C00669812,H,House,[2018],P,Principal campaign committee,T,2018-02-13,2018-02-13,2018-02-23,IL,1.0
8133,17434,['H8IL01114'],C00674978,H,House,[2018],P,Principal campaign committee,Q,2018-04-01,2018-04-01,2018-10-25,IL,1.0
8134,17435,['H8IL09182'],C00652412,H,House,[2018],P,Principal campaign committee,Q,2017-08-03,2017-08-03,2017-10-06,IL,1.0
8135,17436,['P00005520'],C00630640,P,Presidential,[2018],P,Principal campaign committee,Q,2017-01-09,2017-01-09,2017-02-05,KS,1.0
8136,17437,['P00003244'],C00549923,P,Presidential,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2013-09-30,2017-02-15,2017-02-15,PA,1.0
8137,17438,['P20002788'],C00496968,P,Presidential,"[2012, 2014]",P,Principal campaign committee,A,2011-05-27,2011-05-27,2014-01-10,FL,1.0
8138,17440,['H2KY04121'],C00509729,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2012-01-18,2018-05-29,2018-11-01,KY,1.0
8139,17441,['H8VA08159'],C00669515,H,House,[2018],P,Principal campaign committee,T,2018-02-09,2018-03-13,2018-03-16,VA,1.0
8140,17442,['P60019890'],C00609503,P,Presidential,[2016],P,Principal campaign committee,T,2016-02-05,2016-02-05,2016-08-02,LA,1.0
8141,17443,['H4PA05054'],C00550921,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-10-28,2013-10-28,2015-01-30,PA,1.0
8142,17446,['H0OR05047'],C00514695,H,House,[2012],P,Principal campaign committee,T,2012-03-05,2012-03-22,2012-12-17,CA,1.0
8143,17447,['H2GA11206'],C00523365,H,House,[2012],P,Principal campaign committee,T,2012-06-18,2012-06-18,2012-12-17,GA,1.0
8144,17448,['H6CA36158'],C00571364,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-12-30,2014-12-30,2015-03-24,CA,1.0
8145,17449,['H6IN07386'],C00610915,H,House,"[2016, 2018]",P,Principal campaign committee,T,2016-03-05,2017-07-12,2017-07-27,IN,1.0
8146,17450,['S2WI00235'],C00528943,N,PAC - Nonqualified,"[2012, 2014]",J,Joint fundraising committee,T,2012-09-12,2012-09-12,2013-02-08,VA,1.0
8147,17451,['S4NC00162'],C00545772,S,Senate,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2013-06-06,2018-07-13,2018-10-15,NC,1.0
8148,17452,['S4NC00162'],C00564633,N,PAC - Nonqualified,"[2014, 2016]",J,Joint fundraising committee,T,2014-06-04,2014-06-04,2015-07-16,NC,1.0
8149,17453,['S8WA00137'],C00619395,S,Senate,"[2016, 2018]",P,Principal campaign committee,A,2016-06-07,2016-08-01,2018-04-26,WA,1.0
8150,17454,['H4AL01198'],C00549220,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2013-09-09,2013-09-09,2018-04-26,AL,1.0
8151,17455,['H8SC05166'],C00634550,H,House,[2018],P,Principal campaign committee,T,2017-03-07,2017-03-07,2017-10-24,SC,1.0
8152,17458,['H4CA12121'],C00556548,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-02-10,2014-02-10,2018-04-26,CA,1.0
8153,17459,['H4NC12142'],C00603498,H,House,"[2016, 2018]",P,Principal campaign committee,T,2016-01-08,2016-02-18,2017-07-27,NC,1.0
8154,17460,['H4NC12142'],C00558908,H,House,"[2014, 2016]",A,Authorized by a candidate,T,2014-03-07,2014-04-08,2015-04-06,NC,1.0
8155,17465,['H4FL05073'],C00550046,H,House,"[2014, 2016]",P,Principal campaign committee,T,2013-10-08,2013-10-08,2015-02-25,FL,1.0
8156,17466,['H6FL05177'],C00578047,H,House,"[2016, 2018]",P,Principal campaign committee,T,2015-05-15,2016-08-25,2017-02-10,FL,1.0
8157,17467,['H4OH12072'],C00552844,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2013-12-02,2013-12-02,2018-04-26,OH,1.0
8158,17468,['H8NC08117'],C00665935,H,House,[2018],P,Principal campaign committee,Q,2018-01-13,2018-01-13,2018-10-16,NC,1.0
8159,17469,['H6MI13239'],C00619502,H,House,"[2016, 2018]",P,Principal campaign committee,A,2016-06-09,2016-06-09,2017-07-26,MI,1.0
8160,17470,['H2CA06283'],C00500108,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-08-04,2011-09-09,2014-07-25,CA,1.0
8161,17471,['H8AZ01237'],C00657155,H,House,[2018],P,Principal campaign committee,Q,2017-10-03,2018-07-15,2018-10-14,AZ,1.0
8162,17474,['H2TX16227'],C00660415,H,House,[2018],P,Principal campaign committee,T,2017-11-08,2017-11-08,2018-04-17,TX,1.0
8163,17475,"['S2MT00096', 'S4AK00214', 'S4AR00103', 'S4NC00162']",C00568014,S,Senate,[2014],J,Joint fundraising committee,T,2014-09-02,2014-09-02,2014-12-16,VA,0.25
8164,17476,['S4NC00162'],C00572495,N,PAC - Nonqualified,"[2016, 2018]",J,Joint fundraising committee,Q,2015-02-05,2015-02-05,2018-10-14,NC,1.0
8165,17478,['S4NC00162'],C00546648,N,PAC - Nonqualified,[2014],J,Joint fundraising committee,T,2013-07-02,2013-07-02,2014-12-17,VA,1.0
8166,17479,['S2UT00229'],C00512632,S,Senate,"[2012, 2014, 2016]",P,Principal campaign committee,A,2012-02-08,2012-02-08,2015-11-10,UT,1.0
8167,17480,['S2UT00229'],C00678300,S,Senate,[2018],P,Principal campaign committee,Q,2018-05-04,2018-05-04,2018-10-24,UT,1.0
8168,17481,['H8SD01097'],C00650226,H,House,[2018],P,Principal campaign committee,Q,2017-07-12,2017-07-12,2018-11-01,SD,1.0
8169,17482,['H6FL23063'],C00602920,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2016-01-07,2018-05-08,2018-11-02,FL,1.0
8170,17483,['H0NC08163'],C00597112,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-12-16,2015-12-16,2018-10-02,NC,1.0
8171,17484,"['H0NC08163', 'S4NC00261']",C00515213,H,House,"[2012, 2014, 2016]",A,Authorized by a candidate,T,2012-03-12,2014-09-05,2015-02-25,NC,0.5
8172,17485,['S2TX00379'],C00499566,S,Senate,[2012],P,Principal campaign committee,T,2011-07-19,2012-07-23,2012-08-09,TX,1.0
8173,17486,['H8CA08120'],C00658021,H,House,[2018],P,Principal campaign committee,Q,2017-10-13,2017-10-13,2018-11-02,CA,1.0
8174,17492,['H8KS01043'],C00679977,H,House,[2018],P,Principal campaign committee,Q,2018-06-01,2018-06-01,2018-06-01,KS,1.0
8175,17496,['H8NY02070'],C00656215,H,House,[2018],P,Principal campaign committee,Q,2017-09-22,2017-09-22,2018-10-04,NY,1.0
8176,17497,['H8MI11338'],C00659318,H,House,[2018],P,Principal campaign committee,Q,2017-10-27,2017-10-27,2018-10-15,MI,1.0
8177,17498,['P60016722'],C00589150,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-10-08,2015-10-08,2018-04-26,FL,1.0
8178,17499,['S8UT00234'],C00674077,S,Senate,[2018],P,Principal campaign committee,Q,2018-03-22,2018-03-22,2018-08-06,UT,1.0
8179,17500,['H0CA23043'],C00492835,H,House,"[2012, 2014]",A,Authorized by a candidate,T,2011-02-03,2013-05-31,2013-06-04,CA,1.0
8180,17501,['H0CA23043'],C00520742,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,T,2012-05-07,2012-05-07,2016-03-31,CA,1.0
8181,17502,['P60003175'],C00492892,P,Presidential,"[2012, 2014, 2016, 2018]",A,Authorized by a candidate,Q,2011-02-03,2012-10-22,2017-02-27,CA,1.0
8182,17503,['P60003175'],C00541896,P,Presidential,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2013-02-19,2018-09-19,2018-09-19,CA,1.0
8183,17504,['S6CA00477'],C00492843,S,Senate,"[2012, 2014]",A,Authorized by a candidate,T,2011-01-15,2013-03-14,2013-03-19,CA,1.0
8184,17505,['S6CA00477'],C00520494,S,Senate,"[2012, 2014, 2016, 2018]",A,Authorized by a candidate,T,2012-05-03,2012-05-03,2018-03-15,CA,1.0
8185,17506,['S6CA00477'],C00520502,S,Senate,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2012-05-03,2012-05-03,2018-09-19,CA,1.0
8186,17508,['H2MD08159'],C00510891,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-01-30,2012-08-23,2014-03-13,MD,1.0
8187,17509,['H8MN07086'],C00637470,H,House,[2018],P,Principal campaign committee,T,2017-04-12,2018-01-26,2018-06-06,MN,1.0
8188,17510,['H2OK03081'],C00511253,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-01-27,2014-02-08,2014-09-15,OK,1.0
8189,17511,['H8NC02060'],C00646539,H,House,[2018],P,Principal campaign committee,Q,2017-05-30,2017-05-30,2017-05-30,NC,1.0
8190,17512,['P20003604'],C00505040,P,Presidential,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-11-02,2011-11-02,2015-09-11,NC,1.0
8191,17513,['P60012218'],C00676643,P,Presidential,[2018],A,Authorized by a candidate,Q,2018-04-18,2018-04-18,2018-07-01,NC,1.0
8192,17514,['P60012218'],C00584524,U,Single Candidate Independent Expenditure,[2016],U,Unauthorized,A,2015-08-22,2015-08-22,2016-03-09,NC,1.0
8193,17515,['S8NC00312'],C00680959,S,Senate,[2018],P,Principal campaign committee,Q,2018-06-13,2018-06-13,2018-07-08,NC,1.0
8194,17516,['H2IL09110'],C00505446,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-11-01,2013-07-12,2013-07-26,IL,1.0
8195,17517,['H4NY25047'],C00559013,H,House,"[2014, 2016]",P,Principal campaign committee,A,2014-03-10,2014-03-10,2016-01-05,NY,1.0
8196,17518,['H2TX14107'],C00541441,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2013-02-06,2013-03-27,2018-04-26,TX,1.0
8197,17520,['H2NC10082'],C00500991,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,T,2011-08-23,2011-08-23,2015-08-04,NC,1.0
8198,17521,['H6TN06130'],C00586438,H,House,"[2016, 2018]",P,Principal campaign committee,A,2015-09-09,2015-09-09,2018-04-26,TN,1.0
8199,17522,['P60010196'],C00583815,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-08-20,2015-08-20,2018-04-26,MN,1.0
8200,17523,['H8ME02144'],C00649368,H,House,[2018],P,Principal campaign committee,Q,2017-07-05,2017-07-05,2018-10-31,ME,1.0
8201,17524,['H2TX24122'],C00518472,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-04-02,2012-04-02,2013-02-07,TX,1.0
8202,17526,['S4SC00240'],C00540302,S,Senate,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2012-12-19,2016-12-06,2018-11-01,SC,1.0
8203,17527,['H8PA07275'],C00675710,H,House,[2018],P,Principal campaign committee,Q,2018-04-09,2018-04-09,2018-10-23,PA,1.0
8204,17528,['P20002929'],C00527341,P,Presidential,"[2012, 2014]",A,Authorized by a candidate,T,2012-08-15,2013-02-05,2013-02-13,TX,1.0
8205,17529,['H8OR02146'],C00654145,H,House,[2018],P,Principal campaign committee,T,2017-08-28,2017-08-28,2018-06-19,OR,1.0
8206,17530,['H2TX36118'],C00514828,H,House,[2012],P,Principal campaign committee,T,2012-03-07,2012-03-07,2012-09-04,TX,1.0
8207,17533,['S8MN00578'],C00663781,S,Senate,[2018],P,Principal campaign committee,Q,2017-12-19,2018-10-15,2018-11-01,MN,1.0
8208,17540,['H2MA00014'],C00506170,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,T,2011-11-14,2014-12-16,2016-08-02,MA,1.0
8209,17542,['H8NV03036'],C00499467,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2011-07-22,2016-12-05,2018-10-30,NV,1.0
8210,17543,['H8CA10167'],C00648956,H,House,[2018],P,Principal campaign committee,Q,2017-07-01,2018-09-09,2018-11-01,CA,1.0
8211,17545,['S8CT00139'],C00676197,S,Senate,[2018],P,Principal campaign committee,Q,2018-04-12,2018-04-12,2018-04-12,CT,1.0
8212,17546,['H8OH16181'],C00662080,H,House,[2018],P,Principal campaign committee,Q,2017-11-30,2017-11-30,2018-10-31,OH,1.0
8213,17550,['H2KS02119'],C00522276,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-05-31,2012-05-31,2013-01-25,KS,1.0
8214,17551,['H8WA08171'],C00650283,H,House,[2018],P,Principal campaign committee,T,2017-07-13,2017-07-13,2018-04-10,WA,1.0
8215,17553,['H8TX24103'],C00647859,H,House,[2018],P,Principal campaign committee,T,2017-06-15,2018-02-21,2018-04-27,TX,1.0
8216,17554,['H6TX08191'],C00612267,H,House,"[2016, 2018]",P,Principal campaign committee,A,2016-03-17,2016-03-17,2018-04-26,TX,1.0
8217,17555,['H2NC08151'],C00496794,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,A,2011-05-25,2011-05-25,2018-04-26,NC,1.0
8218,17556,['H8TX32114'],C00639757,H,House,[2018],P,Principal campaign committee,T,2017-05-09,2017-05-09,2018-03-09,TX,1.0
8219,17557,['H8FL19075'],C00651588,H,House,[2018],P,Principal campaign committee,Q,2017-07-27,2018-02-03,2018-10-31,FL,1.0
8220,17558,['H6NC09192'],C00613232,H,House,"[2016, 2018]",P,Principal campaign committee,A,2016-03-29,2016-03-29,2018-02-01,NC,1.0
8221,17559,['H8TX02067'],C00639526,H,House,[2018],P,Principal campaign committee,Q,2017-05-05,2018-09-26,2018-11-02,TX,1.0
8222,17560,['H8TN01087'],C00654624,H,House,[2018],P,Principal campaign committee,T,2017-09-02,2017-12-29,2018-10-11,TN,1.0
8223,17561,['H6TX21236'],C00597666,H,House,"[2016, 2018]",P,Principal campaign committee,A,2015-12-07,2015-12-07,2018-04-26,TX,1.0
8224,17562,['P20003901'],C00505339,P,Presidential,"[2012, 2014, 2016, 2018]",A,Authorized by a candidate,A,2011-11-07,2011-11-07,2018-04-26,IN,1.0
8225,17563,['P20003901'],C00559864,P,Presidential,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-03-20,2014-03-20,2018-04-26,IN,1.0
8226,17564,['H4MO08154'],C00541300,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2013-02-01,2013-02-01,2018-04-26,MO,1.0
8227,17565,['S4NE00157'],C00556977,S,Senate,[2014],P,Principal campaign committee,T,2014-02-05,2014-02-05,2014-12-17,NE,1.0
8228,17567,['H6PR00082'],C00588392,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-09-30,2016-12-30,2018-10-15,PR,1.0
8229,17568,['H8NC05055'],C00629881,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2016-12-12,2017-08-05,2018-10-31,NC,1.0
8230,17570,['H8WI03103'],C00658807,H,House,[2018],P,Principal campaign committee,Q,2017-10-23,2017-10-23,2018-10-29,WI,1.0
8231,17581,['H4AS00085'],C00569749,H,House,"[2014, 2016]",P,Principal campaign committee,A,2014-09-30,2014-09-30,2016-01-05,AS,1.0
8232,17582,['H2IL02164'],C00538066,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-12-03,2012-12-03,2013-07-26,IL,1.0
8233,17583,['H6TX32068'],C00590877,H,House,[2016],P,Principal campaign committee,T,2015-10-29,2015-10-29,2016-01-06,TX,1.0
8234,17584,['H8MD02142'],C00678151,H,House,[2018],P,Principal campaign committee,T,2018-05-07,2018-05-07,2018-07-10,MD,1.0
8235,17587,['H8CO02244'],C00661140,H,House,[2018],P,Principal campaign committee,T,2017-11-20,2018-01-23,2018-01-29,CO,1.0
8236,17588,['H4SC05058'],C00560516,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-03-31,2014-03-31,2015-04-29,SC,1.0
8237,17589,['H6OK01185'],C00615468,H,House,"[2016, 2018]",P,Principal campaign committee,T,2016-04-22,2016-04-22,2017-07-18,OK,1.0
8238,17590,['H6WI01176'],C00570390,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-11-12,2014-11-12,2016-10-24,WI,1.0
8239,17591,['H4NE03060'],C00554576,H,House,"[2014, 2016]",P,Principal campaign committee,T,2014-01-13,2014-04-15,2015-05-29,NE,1.0
8240,17592,['H8ND00104'],C00653675,H,House,[2018],P,Principal campaign committee,Q,2017-08-16,2018-06-12,2018-10-31,ND,1.0
8241,17593,['H4MS04122'],C00560649,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,A,2014-03-28,2014-07-15,2018-10-16,MS,1.0
8242,17594,['H2NY27088'],C00668004,H,House,[2018],P,Principal campaign committee,T,2018-01-26,2018-01-26,2018-04-12,NY,1.0
8243,17595,['S2MA00154'],C00497271,S,Senate,[2012],P,Principal campaign committee,T,2011-06-07,2011-08-01,2012-08-03,MA,1.0
8244,17596,['H8WA08122'],C00639658,H,House,[2018],P,Principal campaign committee,Q,2017-05-08,2017-05-08,2018-10-29,WA,1.0
8245,17597,['H2NY22105'],C00503342,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-10-06,2011-12-21,2013-01-10,NY,1.0
8246,17599,['H8UT04038'],C00637926,H,House,[2018],P,Principal campaign committee,T,2017-04-18,2017-04-18,2018-07-18,UT,1.0
8247,17600,['H6VA05142'],C00607101,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2016-01-27,2017-05-16,2018-10-15,VA,1.0
8248,17601,['H0OK05155'],C00651984,H,House,[2018],P,Principal campaign committee,T,2017-07-31,2017-07-31,2018-10-25,OK,1.0
8249,17602,['H8OR03102'],C00681387,H,House,[2018],P,Principal campaign committee,Q,2018-06-20,2018-08-08,2018-10-25,OR,1.0
8250,17604,['S6NV00275'],C00621342,S,Senate,[2016],P,Principal campaign committee,T,2016-06-30,2016-06-30,2016-08-02,NV,1.0
8251,17605,['H4NC11086'],C00567826,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2014-08-28,2014-12-05,2018-10-16,NC,1.0
8252,17606,['H4WA05143'],C00563775,H,House,[2014],P,Principal campaign committee,T,2014-05-18,2014-05-18,2014-08-19,WA,1.0
8253,17607,['H6WA05148'],C00587592,H,House,"[2016, 2018]",P,Principal campaign committee,T,2015-09-23,2015-09-23,2017-02-24,WA,1.0
8254,17608,['S2WA00304'],C00517490,S,Senate,"[2012, 2014]",P,Principal campaign committee,T,2012-03-23,2014-11-04,2014-11-19,WA,1.0
8255,17609,['H6VA06140'],C00615922,H,House,[2016],P,Principal campaign committee,T,2016-04-27,2016-04-27,2016-09-09,VA,1.0
8256,17610,['P60006210'],C00571612,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-01-20,2015-08-05,2018-04-26,PA,1.0
8257,17612,['H4NJ03130'],C00557520,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2014-02-20,2018-10-30,2018-11-01,NJ,1.0
8258,17613,['H4NJ03130'],C00567966,N,PAC - Nonqualified,[2014],J,Joint fundraising committee,T,2014-09-03,2014-09-03,2014-12-18,VA,1.0
8259,17614,['H8NJ07223'],C00656686,H,House,[2018],P,Principal campaign committee,Q,2017-10-02,2018-10-15,2018-11-02,NJ,1.0
8260,17615,['H8MI09050'],C00561860,H,House,[2014],P,Principal campaign committee,T,2014-04-17,2014-04-17,2014-10-23,MI,1.0
8261,17616,['H8SC05109'],C00632174,H,House,[2018],P,Principal campaign committee,T,2017-02-01,2017-03-15,2018-07-16,SC,1.0
8262,17617,['H8AL02189'],C00651661,H,House,[2018],P,Principal campaign committee,Q,2017-07-27,2017-07-27,2018-10-31,AL,1.0
8263,17618,['P60015922'],C00587915,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-09-21,2015-09-21,2018-04-26,NC,1.0
8264,17619,['H6MA02094'],C00595140,H,House,"[2016, 2018]",P,Principal campaign committee,A,2015-12-10,2015-12-10,2018-04-26,MA,1.0
8265,17620,['S2WI00235'],C00503409,S,Senate,"[2012, 2014]",P,Principal campaign committee,T,2011-10-03,2013-04-02,2013-10-29,WI,1.0
8266,17621,['P60011509'],C00584342,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-08-21,2015-08-21,2018-04-26,VA,1.0
8267,17622,['H8KS03114'],C00649491,H,House,[2018],P,Principal campaign committee,Q,2017-07-06,2017-07-06,2018-10-15,KS,1.0
8268,17623,['H6AZ01199'],C00582890,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2015-08-05,2018-10-09,2018-11-02,AZ,1.0
8269,17629,['H8SC01090'],C00631176,H,House,[2018],P,Principal campaign committee,T,2017-01-17,2017-01-17,2017-07-07,SC,1.0
8270,17630,['H8PA12069'],C00634139,H,House,[2018],P,Principal campaign committee,Q,2017-03-01,2017-03-01,2018-10-28,PA,1.0
8271,17631,['H2SC07066'],C00506048,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2011-11-15,2017-01-31,2018-11-02,SC,1.0
8272,17633,['H4TX33012'],C00553628,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2013-12-18,2013-12-18,2018-10-16,TX,1.0
8273,17634,['S2PA00224'],C00501189,S,Senate,"[2012, 2014]",P,Principal campaign committee,T,2011-08-25,2012-11-26,2013-10-29,PA,1.0
8274,17635,['H2MI05135'],C00506378,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-11-17,2011-11-17,2013-07-05,MI,1.0
8275,17636,"['H6FL01069', 'H8FL03020']",C00647214,H,House,[2018],P,Principal campaign committee,Q,2017-06-07,2018-02-25,2018-10-31,FL,0.5
8276,17637,['H6FL03073'],C00620559,H,House,"[2016, 2018]",P,Principal campaign committee,Q,2016-06-23,2016-06-23,2017-09-30,FL,1.0
8277,17639,['H8MT00127'],C00657890,H,House,[2018],P,Principal campaign committee,T,2017-10-12,2017-10-12,2018-02-02,MT,1.0
8278,17640,['H0CA11337'],C00553289,H,House,"[2014, 2016]",A,Authorized by a candidate,T,2013-12-09,2014-01-31,2015-03-02,CA,1.0
8279,17641,['H2CA28113'],C00498873,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2011-07-13,2017-03-06,2018-10-30,DC,1.0
8280,17642,['H2CA03108'],C00506956,H,House,"[2012, 2014]",P,Principal campaign committee,T,2011-12-05,2011-12-05,2013-04-19,CA,1.0
8281,17643,['H4CA11115'],C00560938,H,House,"[2014, 2016]",P,Principal campaign committee,A,2014-04-02,2014-04-02,2016-01-05,CA,1.0
8282,17644,['S4VA00163'],C00555953,S,Senate,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2014-01-30,2014-01-30,2018-10-17,VA,1.0
8283,17645,['S2AZ00208'],C00504134,S,Senate,[2012],P,Principal campaign committee,T,2011-10-11,2011-10-11,2012-01-23,AZ,1.0
8284,17646,['H6NY25174'],C00613315,H,House,"[2016, 2018]",P,Principal campaign committee,A,2016-03-30,2016-07-14,2018-04-26,NY,1.0
8285,17647,['S6FL00434'],C00610972,S,Senate,"[2016, 2018]",P,Principal campaign committee,T,2016-03-01,2017-04-13,2017-05-30,FL,1.0
8286,17648,['H2IN05074'],C00500140,H,House,[2012],P,Principal campaign committee,T,2011-07-30,2011-07-30,2012-12-19,IN,1.0
8287,17649,['H8AZ05170'],C00665224,H,House,[2018],P,Principal campaign committee,T,2018-01-08,2018-01-08,2018-04-03,AZ,1.0
8288,17650,['H2AZ08144'],C00523944,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-06-27,2012-08-17,2013-10-29,AZ,1.0
8289,17651,['H6MD06246'],C00610139,H,House,"[2016, 2018]",P,Principal campaign committee,A,2016-02-23,2016-04-11,2017-05-12,MD,1.0
8290,17652,['P60007259'],C00577403,P,Presidential,"[2016, 2018]",P,Principal campaign committee,A,2015-05-05,2015-05-05,2018-04-26,TX,1.0
8291,17653,['H8CA48050'],C00638585,H,House,[2018],P,Principal campaign committee,T,2017-04-25,2017-04-25,2018-08-01,CA,1.0
8292,17654,['P60005964'],C00573667,P,Presidential,"[2016, 2018]",J,Joint fundraising committee,A,2015-03-05,2015-03-05,2017-04-05,FL,1.0
8293,17655,['S4PA00121'],C00592709,N,PAC - Nonqualified,"[2016, 2018]",J,Joint fundraising committee,T,2015-11-23,2015-11-23,2018-07-19,VA,1.0
8294,17656,['S4PA00121'],C00505503,N,PAC - Nonqualified,[2012],J,Joint fundraising committee,T,2011-11-07,2011-11-07,2012-05-08,VA,1.0
8295,17657,['S4PA00121'],C00540245,N,PAC - Nonqualified,"[2012, 2014, 2016, 2018]",J,Joint fundraising committee,T,2012-12-21,2012-12-21,2017-07-18,VA,1.0
8296,17658,['S4PA00121'],C00660779,N,PAC - Nonqualified,[2018],J,Joint fundraising committee,Q,2017-11-15,2017-11-15,2018-10-25,VA,1.0
8297,17659,['S4PA00121'],C00572412,N,PAC - Nonqualified,"[2016, 2018]",J,Joint fundraising committee,T,2015-02-06,2015-02-06,2018-07-27,VA,1.0
8298,17660,['H4OR05239'],C00556415,H,House,[2014],P,Principal campaign committee,T,2014-02-04,2014-03-06,2014-12-17,OR,1.0
8299,17670,['H6TX08175'],C00592071,H,House,[2016],P,Principal campaign committee,T,2015-11-14,2016-02-01,2016-10-19,TX,1.0
8300,17671,['H8NJ02208'],C00669382,H,House,[2018],P,Principal campaign committee,Q,2018-02-09,2018-02-09,2018-02-09,NJ,1.0
8301,17675,['H6DE01089'],C00588491,H,House,"[2016, 2018]",P,Principal campaign committee,T,2015-10-01,2015-10-01,2017-07-30,DE,1.0
8302,17676,['P40003782'],C00657924,P,Presidential,[2018],P,Principal campaign committee,Q,2017-10-12,2017-10-12,2017-10-12,VA,1.0
8303,17677,['S8TN00360'],C00660209,S,Senate,[2018],P,Principal campaign committee,T,2017-11-06,2018-01-16,2018-07-17,TN,1.0
8304,17680,['H8MA02116'],C00669614,H,House,[2018],P,Principal campaign committee,Q,2018-02-12,2018-02-12,2018-11-02,MA,1.0
8305,17681,['H8CA34282'],C00633024,H,House,[2018],P,Principal campaign committee,T,2017-02-13,2017-03-20,2017-10-19,CA,1.0
8306,17686,['H4VA07150'],C00565218,H,House,"[2014, 2016, 2018]",P,Principal campaign committee,Q,2014-06-13,2015-03-24,2018-10-15,VA,1.0
8307,17700,['S8WY00189'],C00663146,S,Senate,[2018],P,Principal campaign committee,Q,2017-12-12,2018-01-31,2018-11-01,WY,1.0
8308,17702,['H2PA09092'],C00519645,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,Q,2012-04-20,2013-06-26,2018-10-31,PA,1.0
8309,17703,['H2TX30095'],C00508333,H,House,"[2012, 2014, 2016, 2018]",P,Principal campaign committee,A,2011-12-27,2011-12-27,2018-04-26,TX,1.0
8310,17704,['H8MI05116'],C00677914,H,House,[2018],P,Principal campaign committee,Q,2018-05-03,2018-09-06,2018-09-06,MI,1.0
8311,17705,['S4AK00206'],C00546135,S,Senate,"[2012, 2014, 2016]",P,Principal campaign committee,T,2013-06-19,2013-06-19,2016-09-20,AK,1.0
8312,17711,['H2NC05124'],C00506485,H,House,"[2012, 2014, 2016]",P,Principal campaign committee,A,2011-11-23,2011-11-23,2015-11-12,NC,1.0
8313,17712,['H2MI03130'],C00512350,H,House,"[2012, 2014]",P,Principal campaign committee,T,2012-02-09,2012-02-09,2014-02-14,MI,1.0
8314,17713,['H8KS03171'],C00680181,H,House,[2018],P,Principal campaign committee,T,2018-06-04,2018-06-13,2018-09-07,KS,1.0
