,Date,Party,Name,Chamber,State
618,2014-11-04,r,tom rooney,house,FL
619,2014-11-04,d,patrick murphy,house,FL
620,2014-11-04,r,curt clawson,house,FL
621,2014-11-04,d,alcee hastings,house,FL
622,2014-11-04,d,ted deutch,house,FL
623,2014-11-04,d,lois frankel,house,FL
624,2014-11-04,d,debbie wasserman schultz,house,FL
625,2014-11-04,d,frederica wilson,house,FL
626,2014-11-04,r,mario diaz-balart,house,FL
627,2014-11-04,r,carlos curbelo,house,FL
628,2014-11-04,r,ileana ros-lehtinen,house,FL
629,2014-11-04,r,buddy carter,house,GA
630,2014-11-04,d,sanford bishop,house,GA
631,2014-11-04,r,drew ferguson,house,GA
632,2014-11-04,d,hank johnson,house,GA
633,2014-11-04,d,john lewis,house,GA
634,2014-11-04,r,tom price,house,GA
635,2014-11-04,r,rob woodall,house,GA
636,2014-11-04,r,austin scott,house,GA
637,2014-11-04,r,doug collins,house,GA
638,2014-11-04,r,jody hice,house,GA
639,2014-11-04,r,barry loudermilk,house,GA
640,2014-11-04,d,david scott,house,GA
641,2014-11-04,r,tom graves,house,GA
642,2014-11-04,d,mark takai,house,HI
643,2016-11-08,d,colleen hanabusa,house,HI
644,2014-11-04,d,tulsi gabbard,house,HI
645,2014-11-04,r,raul labrador,house,ID
646,2014-11-04,r,mike simpson,house,ID
647,2014-11-04,d,bobby rush,house,IL
648,2014-11-04,d,robin kelly,house,IL
649,2014-11-04,d,dan lipinski,house,IL
650,2014-11-04,d,luis gutierrez,house,IL
651,2014-11-04,d,mike quigley,house,IL
652,2014-11-04,r,peter roskam,house,IL
653,2014-11-04,d,tammy duckworth,house,IL
654,2014-11-04,d,jan schakowsky,house,IL
655,2014-11-04,r,bob dold,house,IL
656,2014-11-04,d,bill foster,house,IL
657,2014-11-04,r,mike bost,house,IL
658,2014-11-04,r,randy hultgren,house,IL
659,2014-11-04,r,john shimkus,house,IL
660,2014-11-04,r,adam kinzinger,house,IL
661,2014-11-04,d,cheri bustos,house,IL
662,2014-11-04,r,aaron schock,house,IL
663,2015-09-10,r,darin lahood,house,IL
664,2014-11-04,d,pete visclosky,house,IN
665,2014-11-04,r,jackie walorski,house,IN
666,2014-11-04,r,marlin stutzman,house,IN
667,2014-11-04,r,todd rokita,house,IN
668,2014-11-04,r,susan brooks,house,IN
669,2014-11-04,r,luke messer,house,IN
670,2014-11-04,d,andre carson,house,IN
671,2014-11-04,r,larry bucshon,house,IN
672,2014-11-04,r,todd young,house,IN
673,2014-11-04,r,rod blum,house,IA
674,2014-11-04,d,david loebsack,house,IA
675,2014-11-04,r,david young,house,IA
676,2014-11-04,r,steve king,house,IA
677,2014-11-04,r,tim huelskamp,house,KS
678,2014-11-04,r,lynn jenkins,house,KS
679,2014-11-04,r,kevin yoder,house,KS
680,2014-11-04,r,mike pompeo,house,KS
681,2014-11-04,r,ed whitfield,house,KY
682,2016-11-08,r,james comer,house,KY
683,2014-11-04,r,brett guthrie,house,KY
684,2014-11-04,d,john yarmuth,house,KY
685,2014-11-04,r,thomas massie,house,KY
686,2014-11-04,r,hal rogers,house,KY
687,2014-11-04,r,andy barr,house,KY
688,2014-11-04,r,steve scalise,house,LA
689,2014-11-04,d,cedric richmond,house,LA
690,2014-11-04,r,charles boustany,house,LA
691,2014-11-04,r,john fleming,house,LA
692,2014-11-04,r,ralph abraham,house,LA
693,2014-11-04,r,garret graves,house,LA
694,2014-11-04,d,chellie pingree,house,ME
695,2014-11-04,r,bruce poliquin,house,ME
696,2014-11-04,r,andy harris,house,MD
697,2014-11-04,d,dutch ruppersberger,house,MD
698,2014-11-04,d,john sarbanes,house,MD
699,2014-11-04,d,donna edwards,house,MD
700,2014-11-04,d,steny hoyer,house,MD
701,2014-11-04,d,john delaney,house,MD
702,2014-11-04,d,elijah cummings,house,MD
703,2014-11-04,d,chris van hollen,house,MD
704,2014-11-04,d,richard neal,house,MA
705,2014-11-04,d,jim mcgovern,house,MA
706,2014-11-04,d,niki tsongas,house,MA
707,2014-11-04,d,katherine clark,house,MA
708,2014-11-04,d,seth moulton,house,MA
709,2014-11-04,d,mike capuano,house,MA
710,2014-11-04,d,stephen lynch,house,MA
711,2014-11-04,r,dan benishek,house,MI
712,2014-11-04,r,bill huizenga,house,MI
713,2014-11-04,r,justin amash,house,MI
714,2014-11-04,r,john moolenaar,house,MI
715,2014-11-04,d,dan kildee,house,MI
716,2014-11-04,r,fred upton,house,MI
717,2014-11-04,r,tim walberg,house,MI
718,2014-11-04,r,mike bishop,house,MI
719,2014-11-04,d,sander levin,house,MI
720,2014-11-04,r,candice miller,house,MI
721,2014-11-04,r,dave trott,house,MI
722,2014-11-04,d,debbie dingell,house,MI
723,2014-11-04,d,john conyers,house,MI
724,2014-11-04,d,brenda lawrence,house,MI
725,2014-11-04,d,tim walz,house,MN
726,2014-11-04,r,john kline,house,MN
727,2014-11-04,r,erik paulsen,house,MN
728,2014-11-04,d,betty mccollum,house,MN
729,2014-11-04,d,keith ellison,house,MN
730,2014-11-04,r,tom emmer,house,MN
731,2014-11-04,d,collin peterson,house,MN
732,2014-11-04,d,rick nolan,house,MN
733,2014-11-04,r,alan nunnelee,house,MS
734,2015-06-02,r,trent kelly,house,MS
735,2014-11-04,d,bennie thompson,house,MS
736,2014-11-04,r,gregg harper,house,MS
737,2014-11-04,r,steven palazzo,house,MS
738,2014-11-04,d,lacy clay,house,MO
739,2014-11-04,r,ann wagner,house,MO
740,2014-11-04,r,blaine luetkemeyer,house,MO
741,2014-11-04,r,vicky hartzler,house,MO
742,2014-11-04,d,emanuel cleaver,house,MO
743,2014-11-04,r,sam graves,house,MO
744,2014-11-04,r,billy long,house,MO
745,2014-11-04,r,ryan zinke,house,MT
746,2014-11-04,r,jeff fortenberry,house,NE
747,2014-11-04,d,brad ashford,house,NE
748,2014-11-04,r,adrian smith,house,NE
749,2014-11-04,d,dina titus,house,NV
750,2014-11-04,r,mark amodei,house,NV
751,2014-11-04,r,joe heck,house,NV
752,2014-11-04,r,cresent hardy,house,NV
753,2014-11-04,r,frank guinta,house,NH
754,2014-11-04,d,ann mclane kuster,house,NH
755,2014-11-04,d,donald norcross,house,NJ
756,2014-11-04,r,frank lobiondo,house,NJ
757,2014-11-04,r,tom macarthur,house,NJ
758,2014-11-04,r,chris smith,house,NJ
759,2014-11-04,d,josh gottheimer,house,NJ
760,2014-11-04,d,frank pallone,house,NJ
761,2014-11-04,r,leonard lance,house,NJ
762,2014-11-04,d,albio sires,house,NJ
763,2014-11-04,d,bill pascrell,house,NJ
764,2014-11-04,d,donald payne jr.,house,NJ
765,2014-11-04,r,rodney frelinghuysen,house,NJ
766,2014-11-04,d,bonnie watson coleman,house,NJ
767,2014-11-04,d,michelle lujan grisham,house,NM
768,2014-11-04,r,steve pearce,house,NM
769,2014-11-04,d,ben ray lujan,house,NM
770,2014-11-04,r,lee zeldin,house,NY
771,2014-11-04,d,steve israel,house,NY
772,2014-11-04,d,kathleen rice,house,NY
773,2014-11-04,d,gregory meeks,house,NY
774,2014-11-04,d,grace meng,house,NY
775,2014-11-04,d,nydia velazquez,house,NY
776,2014-11-04,d,hakeem jeffries,house,NY
777,2014-11-04,d,yvette clarke,house,NY
778,2014-11-04,d,jerrold nadler,house,NY
779,2014-11-04,r,michael grimm,house,NY
780,2015-05-05,r,dan donovan,house,NY
781,2014-11-04,d,carolyn maloney,house,NY
782,2014-11-04,d,charles rangel,house,NY
783,2014-11-04,d,joseph crowley,house,NY
784,2014-11-04,d,jose e. serrano,house,NY
785,2014-11-04,d,eliot engel,house,NY
786,2014-11-04,d,nita lowey,house,NY
787,2014-11-04,d,sean patrick maloney,house,NY
788,2014-11-04,r,chris gibson,house,NY
789,2014-11-04,d,paul tonko,house,NY
790,2014-11-04,r,elise stefanik,house,NY
791,2014-11-04,r,john katko,house,NY
792,2014-11-04,d,louise slaughter,house,NY
793,2014-11-04,d,brian higgins,house,NY
794,2014-11-04,r,chris collins,house,NY
795,2014-11-04,d,g. k. butterfield,house,NC
796,2014-11-04,r,renee ellmers,house,NC
797,2014-11-04,r,walter b. jones jr.,house,NC
798,2014-11-04,d,david price,house,NC
799,2014-11-04,r,virginia foxx,house,NC
800,2014-11-04,r,mark walker,house,NC
801,2014-11-04,r,david rouzer,house,NC
802,2014-11-04,r,richard hudson,house,NC
803,2014-11-04,r,robert pittenger,house,NC
804,2014-11-04,r,patrick mchenry,house,NC
805,2014-11-04,r,mark meadows,house,NC
806,2014-11-04,d,alma adams,house,NC
807,2014-11-04,r,george holding,house,NC
808,2014-11-04,r,kevin cramer,house,ND
809,2014-11-04,r,steve chabot,house,OH
810,2014-11-04,r,brad wenstrup,house,OH
811,2014-11-04,d,joyce beatty,house,OH
812,2014-11-04,r,jim jordan,house,OH
813,2014-11-04,r,bob latta,house,OH
814,2014-11-04,r,bill johnson,house,OH
815,2014-11-04,r,bob gibbs,house,OH
816,2014-11-04,r,john boehner,house,OH
817,2016-06-07,r,warren davidson,house,OH
818,2014-11-04,d,marcy kaptur,house,OH
819,2014-11-04,r,mike turner,house,OH
820,2014-11-04,d,marcia fudge,house,OH
821,2014-11-04,r,pat tiberi,house,OH
822,2014-11-04,d,tim ryan,house,OH
823,2014-11-04,r,david joyce,house,OH
824,2014-11-04,r,steve stivers,house,OH
825,2014-11-04,r,jim renacci,house,OH
826,2014-11-04,r,jim bridenstine,house,OK
827,2014-11-04,r,markwayne mullin,house,OK
828,2014-11-04,r,frank lucas,house,OK
829,2014-11-04,r,tom cole,house,OK
830,2014-11-04,r,steve russell,house,OK
831,2014-11-04,d,suzanne bonamici,house,OR
832,2014-11-04,r,greg walden,house,OR
833,2014-11-04,d,earl blumenauer,house,OR
834,2014-11-04,d,peter defazio,house,OR
835,2014-11-04,d,kurt schrader,house,OR
836,2014-11-04,d,bob brady,house,PA
837,2014-11-04,d,chaka fattah,house,PA
838,2016-11-08,d,dwight evans,house,PA
839,2014-11-04,r,mike kelly,house,PA
840,2014-11-04,r,scott perry,house,PA
841,2014-11-04,r,glenn thompson,house,PA
842,2014-11-04,r,ryan costello,house,PA
843,2014-11-04,r,pat meehan,house,PA
844,2014-11-04,r,mike fitzpatrick,house,PA
845,2014-11-04,r,bill shuster,house,PA
846,2014-11-04,r,tom marino,house,PA
847,2014-11-04,r,lou barletta,house,PA
848,2014-11-04,r,keith rothfus,house,PA
849,2014-11-04,d,brendan boyle,house,PA
850,2014-11-04,r,joe pitts,house,PA
851,2014-11-04,d,matt cartwright,house,PA
852,2014-11-04,d,david cicilline,house,RI
853,2014-11-04,d,james langevin,house,RI
854,2014-11-04,r,mark sanford,house,SC
855,2014-11-04,r,joe wilson,house,SC
856,2014-11-04,r,jeff duncan,house,SC
857,2014-11-04,r,trey gowdy,house,SC
858,2014-11-04,r,mick mulvaney,house,SC
859,2014-11-04,d,jim clyburn,house,SC
860,2014-11-04,r,tom rice,house,SC
861,2014-11-04,r,kristi noem,house,SD
862,2014-11-04,r,phil roe,house,TN
863,2014-11-04,r,jimmy duncan,house,TN
864,2014-11-04,r,chuck fleischmann,house,TN
865,2014-11-04,r,scott desjarlais,house,TN
866,2014-11-04,d,jim cooper,house,TN
867,2014-11-04,r,diane black,house,TN
868,2014-11-04,r,marsha blackburn,house,TN
869,2014-11-04,r,stephen fincher,house,TN
870,2014-11-04,d,steve cohen,house,TN
871,2014-11-04,r,louie gohmert,house,TX
872,2014-11-04,r,ted poe,house,TX
873,2014-11-04,r,sam johnson,house,TX
874,2014-11-04,r,john ratcliffe,house,TX
875,2014-11-04,r,jeb hensarling,house,TX
876,2014-11-04,r,joe barton,house,TX
877,2014-11-04,r,john culberson,house,TX
878,2014-11-04,r,kevin brady,house,TX
879,2014-11-04,d,al green,house,TX
880,2014-11-04,r,michael mccaul,house,TX
881,2014-11-04,r,mike conaway,house,TX
882,2014-11-04,r,kay granger,house,TX
883,2014-11-04,r,mac thornberry,house,TX
884,2014-11-04,r,randy weber,house,TX
885,2014-11-04,d,ruben hinojosa,house,TX
886,2014-11-04,d,beto o'rourke,house,TX
887,2014-11-04,r,bill flores,house,TX
888,2014-11-04,d,sheila jackson lee,house,TX
889,2014-11-04,r,randy neugebauer,house,TX
890,2014-11-04,d,joaquin castro,house,TX
891,2014-11-04,r,pete olson,house,TX
892,2014-11-04,r,will hurd,house,TX
893,2014-11-04,r,kenny marchant,house,TX
894,2014-11-04,r,roger williams,house,TX
895,2014-11-04,r,blake farenthold,house,TX
896,2014-11-04,d,henry cuellar,house,TX
897,2014-11-04,d,gene green,house,TX
898,2014-11-04,d,eddie bernice johnson,house,TX
899,2014-11-04,r,john carter,house,TX
900,2014-11-04,r,pete sessions,house,TX
901,2014-11-04,d,marc veasey,house,TX
902,2014-11-04,d,filemon vela jr.,house,TX
903,2014-11-04,d,lloyd doggett,house,TX
904,2014-11-04,r,brian babin,house,TX
905,2014-11-04,r,rob bishop,house,UT
906,2014-11-04,r,chris stewart,house,UT
907,2014-11-04,r,jason chaffetz,house,UT
908,2014-11-04,r,mia love,house,UT
909,2014-11-04,d,peter welch,house,VT
910,2014-11-04,r,rob wittman,house,VA
911,2014-11-04,r,scott rigell,house,VA
912,2014-11-04,d,bobby scott,house,VA
913,2014-11-04,r,randy forbes,house,VA
914,2014-11-04,r,robert hurt,house,VA
915,2014-11-04,r,bob goodlatte,house,VA
916,2014-11-04,r,dave brat,house,VA
917,2014-11-04,d,don beyer,house,VA
918,2014-11-04,r,morgan griffith,house,VA
919,2014-11-04,r,barbara comstock,house,VA
920,2014-11-04,d,gerry connolly,house,VA
921,2014-11-04,d,suzan delbene,house,WA
922,2014-11-04,d,rick larsen,house,WA
923,2014-11-04,r,jaime herrera beutler,house,WA
924,2014-11-04,r,dan newhouse,house,WA
925,2014-11-04,r,cathy mcmorris rodgers,house,WA
926,2014-11-04,d,derek kilmer,house,WA
927,2014-11-04,d,jim mcdermott,house,WA
928,2014-11-04,r,dave reichert,house,WA
929,2014-11-04,d,adam smith,house,WA
930,2014-11-04,d,dennis heck,house,WA
931,2014-11-04,r,david mckinley,house,WV
932,2014-11-04,r,alex mooney,house,WV
933,2014-11-04,r,evan jenkins,house,WV
934,2014-11-04,r,paul ryan,house,WI
935,2014-11-04,d,mark pocan,house,WI
936,2014-11-04,d,ron kind,house,WI
937,2014-11-04,d,gwen moore,house,WI
938,2014-11-04,r,jim sensenbrenner,house,WI
939,2014-11-04,r,glenn grothman,house,WI
940,2014-11-04,r,sean duffy,house,WI
941,2014-11-04,r,reid ribble,house,WI
942,2014-11-04,r,cynthia lummis,house,WY
943,2012-11-06,r,jeff flake,senate,AZ
944,2012-11-06,d,dianne feinstein,senate,CA
945,2012-11-06,d,chris murphy,senate,CT
946,2012-11-06,d,tom carper,senate,DE
947,2012-11-06,d,bill nelson,senate,FL
948,2012-11-06,d,mazie hirono,senate,HI
949,2012-11-06,d,joe donnelly,senate,IN
950,2012-11-06,i,angus king,senate,ME
951,2012-11-06,d,ben cardin,senate,MD
952,2012-11-06,d,elizabeth warren,senate,MA
953,2013-02-01,d,mo cowan,senate,MA
954,2013-07-16,d,ed markey,senate,MA
955,2012-11-06,d,debbie stabenow,senate,MI
956,2012-11-06,d,amy klobuchar,senate,MN
957,2012-11-06,r,roger wicker,senate,MS
958,2012-11-06,d,claire mccaskill,senate,MO
959,2012-11-06,d,jon tester,senate,MT
960,2014-02-09,d,john walsh,senate,MT
961,2012-11-06,r,deb fischer,senate,NE
962,2012-11-06,r,dean heller,senate,NV
963,2012-11-06,d,bob menendez,senate,NJ
964,2013-06-06,r,jeffrey chiesa,senate,NJ
965,2013-10-31,d,cory booker,senate,NJ
966,2012-11-06,d,martin heinrich,senate,NM
967,2012-11-06,d,kirsten gillibrand,senate,NY
968,2012-11-06,d,heidi heitkamp,senate,ND
969,2012-11-06,d,sherrod brown,senate,OH
970,2012-11-06,d,bob casey jr.,senate,PA
971,2012-11-06,d,sheldon whitehouse,senate,RI
972,2012-11-06,r,bob corker,senate,TN
973,2012-11-06,r,ted cruz,senate,TX
974,2012-11-06,r,orrin hatch,senate,UT
975,2012-11-06,i,bernie sanders,senate,VT
976,2012-11-06,d,tim kaine,senate,VA
977,2012-11-06,d,maria cantwell,senate,WA
978,2012-11-06,d,joe manchin,senate,WV
979,2012-11-06,d,tammy baldwin,senate,WI
980,2012-11-06,r,john barrasso,senate,WY
981,2012-11-06,r,jo bonner,house,AL
982,2014-01-07,r,bradley byrne,house,AL
983,2012-11-06,r,martha roby,house,AL
984,2012-11-06,r,mike rogers,house,MI
985,2012-11-06,r,mike rogers,house,MI
986,2012-11-06,r,robert aderholt,house,AL
987,2012-11-06,r,mo brooks,house,AL
988,2012-11-06,r,spencer bachus,house,AL
989,2012-11-06,d,terri sewell,house,AL
990,2012-11-06,r,don young,house,AK
991,2012-11-06,d,ann kirkpatrick,house,AZ
992,2012-11-06,d,ron barber,house,AZ
993,2012-11-06,d,raul grijalva,house,AZ
994,2012-11-06,r,paul gosar,house,AZ
995,2012-11-06,r,matt salmon,house,AZ
996,2012-11-06,r,david schweikert,house,AZ
997,2012-11-06,d,ed pastor,house,AZ
998,2012-11-06,r,trent franks,house,AZ
999,2012-11-06,d,kyrsten sinema,house,AZ
1000,2012-11-06,r,rick crawford,house,AR
1001,2012-11-06,r,timothy griffin,house,AR
1002,2012-11-06,r,steve womack,house,AR
1003,2012-11-06,r,tom cotton,house,AR
1004,2012-11-06,r,doug lamalfa,house,CA
1005,2012-11-06,d,jared huffman,house,CA
1006,2012-11-06,d,john garamendi,house,CA
1007,2012-11-06,r,tom mcclintock,house,CA
1008,2012-11-06,d,mike thompson,house,CA
1009,2012-11-06,d,doris matsui,house,CA
1010,2012-11-06,d,ami bera,house,CA
1011,2012-11-06,r,paul cook,house,CA
1012,2012-11-06,d,jerry mcnerney,house,CA
1013,2012-11-06,r,jeff denham,house,CA
1014,2012-11-06,d,george miller,house,CA
1015,2012-11-06,d,nancy pelosi,house,CA
1016,2012-11-06,d,barbara lee,house,CA
1017,2012-11-06,d,jackie speier,house,CA
1018,2012-11-06,d,eric swalwell,house,CA
1019,2012-11-06,d,jim costa,house,CA
1020,2012-11-06,d,mike honda,house,CA
1021,2012-11-06,d,anna eshoo,house,CA
1022,2012-11-06,d,zoe lofgren,house,CA
1023,2012-11-06,d,sam farr,house,CA
1024,2012-11-06,r,david valadao,house,CA
1025,2012-11-06,r,devin nunes,house,CA
1026,2012-11-06,r,kevin mccarthy,house,CA
1027,2012-11-06,d,lois capps,house,CA
1028,2012-11-06,r,buck mckeon,house,CA
1029,2012-11-06,d,julia brownley,house,CA
1030,2012-11-06,d,judy chu,house,CA
1031,2012-11-06,d,adam schiff,house,CA
1032,2012-11-06,d,tony cardenas,house,CA
1033,2012-11-06,d,brad sherman,house,CA
1034,2012-11-06,r,gary miller,house,CA
1035,2012-11-06,d,grace napolitano,house,CA
1036,2012-11-06,d,henry waxman,house,CA
1037,2012-11-06,d,xavier becerra,house,CA
1038,2012-11-06,d,gloria negrete mcleod,house,CA
1039,2012-11-06,d,raul ruiz,house,CA
1040,2012-11-06,d,karen bass,house,CA
1041,2012-11-06,d,linda sanchez,house,CA
1042,2012-11-06,r,ed royce,house,CA
1043,2012-11-06,d,lucille roybal-allard,house,CA
1044,2012-11-06,d,mark takano,house,CA
1045,2012-11-06,r,ken calvert,house,CA
1046,2012-11-06,d,maxine waters,house,CA
1047,2012-11-06,d,janice hahn,house,CA
1048,2012-11-06,d,loretta sanchez,house,CA
1049,2012-11-06,d,alan lowenthal,house,CA
1050,2012-11-06,r,dana rohrabacher,house,CA
1051,2012-11-06,r,darrell issa,house,CA
1052,2012-11-06,r,duncan d. hunter,house,CA
1053,2012-11-06,d,juan vargas,house,CA
1054,2012-11-06,d,scott peters,house,CA
1055,2012-11-06,d,susan davis,house,CA
1056,2012-11-06,d,diana degette,house,CO
1057,2012-11-06,d,jared polis,house,CO
1058,2012-11-06,r,scott tipton,house,CO
1059,2012-11-06,r,cory gardner,house,CO
1060,2012-11-06,r,doug lamborn,house,CO
1061,2012-11-06,r,mike coffman,house,CO
1062,2012-11-06,d,ed perlmutter,house,CO
1063,2012-11-06,d,john larson,house,CT
1064,2012-11-06,d,joe courtney,house,CT
1065,2012-11-06,d,rosa delauro,house,CT
1066,2012-11-06,d,jim himes,house,CT
1067,2012-11-06,d,elizabeth esty,house,CT
1068,2012-11-06,d,john carney,house,DE
1069,2012-11-06,r,jeff miller,house,FL
1070,2012-11-06,r,steve southerland,house,FL
1071,2012-11-06,r,ted yoho,house,FL
1072,2012-11-06,r,ander crenshaw,house,FL
1073,2012-11-06,d,corrine brown,house,FL
1074,2012-11-06,r,ron desantis,house,FL
1075,2012-11-06,r,john mica,house,FL
1076,2012-11-06,r,bill posey,house,FL
1077,2012-11-06,d,alan grayson,house,FL
1078,2012-11-06,r,daniel webster,house,FL
1079,2012-11-06,r,rich nugent,house,FL
1080,2012-11-06,r,gus bilirakis,house,FL
1081,2012-11-06,r,bill young,house,FL
1082,2014-03-13,r,david jolly,house,FL
1083,2012-11-06,d,kathy castor,house,FL
1084,2012-11-06,r,vern buchanan,house,FL
1085,2012-11-06,r,tom rooney,house,FL
1086,2012-11-06,d,patrick murphy,house,FL
1087,2012-11-06,r,trey radel,house,FL
1088,2014-06-25,r,curt clawson,house,FL
1089,2012-11-06,d,alcee hastings,house,FL
1090,2012-11-06,d,ted deutch,house,FL
1091,2012-11-06,d,lois frankel,house,FL
1092,2012-11-06,d,debbie wasserman schultz,house,FL
1093,2012-11-06,d,frederica wilson,house,FL
1094,2012-11-06,r,mario diaz-balart,house,FL
1095,2012-11-06,d,joe garcia,house,FL
1096,2012-11-06,r,ileana ros-lehtinen,house,FL
1097,2012-11-06,r,jack kingston,house,GA
1098,2012-11-06,d,sanford bishop,house,GA
1099,2012-11-06,r,lynn westmoreland,house,GA
1100,2012-11-06,d,hank johnson,house,GA
1101,2012-11-06,d,john lewis,house,GA
1102,2012-11-06,r,tom price,house,GA
1103,2012-11-06,r,rob woodall,house,GA
1104,2012-11-06,r,austin scott,house,GA
1105,2012-11-06,r,doug collins,house,GA
1106,2012-11-06,r,paul broun,house,GA
1107,2012-11-06,r,phil gingrey,house,GA
1108,2012-11-06,d,john barrow,house,GA
1109,2012-11-06,d,david scott,house,GA
1110,2012-11-06,r,tom graves,house,GA
1111,2012-11-06,d,colleen hanabusa,house,HI
1112,2012-11-06,d,tulsi gabbard,house,HI
1113,2012-11-06,r,raul labrador,house,ID
1114,2012-11-06,r,mike simpson,house,ID
1115,2012-11-06,d,bobby rush,house,IL
1116,2012-11-06,d,robin kelly,house,IL
1117,2012-11-06,d,dan lipinski,house,IL
1118,2012-11-06,d,luis gutierrez,house,IL
1119,2012-11-06,d,mike quigley,house,IL
1120,2012-11-06,r,peter roskam,house,IL
1121,2012-11-06,d,danny k. davis,house,IL
1122,2012-11-06,d,tammy duckworth,house,IL
1123,2012-11-06,d,jan schakowsky,house,IL
1124,2012-11-06,d,brad schneider,house,IL
1125,2012-11-06,d,bill foster,house,IL
1126,2012-11-06,d,william enyart,house,IL
1127,2012-11-06,r,rodney l. davis,house,IL
1128,2012-11-06,r,randy hultgren,house,IL
1129,2012-11-06,r,john shimkus,house,IL
1130,2012-11-06,r,adam kinzinger,house,IL
1131,2012-11-06,d,cheri bustos,house,IL
1132,2012-11-06,r,aaron schock,house,IL
1133,2012-11-06,d,pete visclosky,house,IN
1134,2012-11-06,r,jackie walorski,house,IN
1135,2012-11-06,r,marlin stutzman,house,IN
1136,2012-11-06,r,todd rokita,house,IN
1137,2012-11-06,r,susan brooks,house,IN
1138,2012-11-06,r,luke messer,house,IN
1139,2012-11-06,d,andre carson,house,IN
1140,2012-11-06,r,larry bucshon,house,IN
1141,2012-11-06,r,todd young,house,IN
1142,2012-11-06,d,bruce braley,house,IA
1143,2012-11-06,d,david loebsack,house,IA
1144,2012-11-06,r,tom latham,house,IA
1145,2012-11-06,r,steve king,house,IA
1146,2012-11-06,r,tim huelskamp,house,KS
1147,2012-11-06,r,lynn jenkins,house,KS
1148,2012-11-06,r,kevin yoder,house,KS
1149,2012-11-06,r,mike pompeo,house,KS
1150,2012-11-06,r,ed whitfield,house,KY
1151,2012-11-06,r,brett guthrie,house,KY
1152,2012-11-06,d,john yarmuth,house,KY
1153,2012-11-06,r,thomas massie,house,KY
1154,2012-11-06,r,hal rogers,house,KY
1155,2012-11-06,r,andy barr,house,KY
1156,2012-11-06,r,steve scalise,house,LA
1157,2012-11-06,d,cedric richmond,house,LA
1158,2012-11-06,r,charles boustany,house,LA
1159,2012-11-06,r,john fleming,house,LA
1160,2012-11-06,r,rodney alexander,house,LA
1161,2013-11-21,r,vance mcallister,house,LA
1162,2012-11-06,r,bill cassidy,house,LA
1163,2012-11-06,d,chellie pingree,house,ME
1164,2012-11-06,d,mike michaud,house,ME
1165,2012-11-06,d,dutch ruppersberger,house,MD
1166,2012-11-06,d,john sarbanes,house,MD
1167,2012-11-06,d,donna edwards,house,MD
1168,2012-11-06,d,steny hoyer,house,MD
1169,2012-11-06,d,elijah cummings,house,MD
1170,2012-11-06,d,chris van hollen,house,MD
1171,2012-11-06,d,richard neal,house,MA
1172,2012-11-06,d,jim mcgovern,house,MA
1173,2012-11-06,d,niki tsongas,house,MA
1174,2012-11-06,d,joseph p. kennedy iii,house,MA
1175,2012-11-06,d,ed markey,house,MA
1176,2013-12-12,d,katherine clark,house,MA
1177,2012-11-06,d,mike capuano,house,MA
1178,2012-11-06,d,stephen lynch,house,MA
1179,2012-11-06,r,dan benishek,house,MI
1180,2012-11-06,r,bill huizenga,house,MI
1181,2012-11-06,r,justin amash,house,MI
1182,2012-11-06,r,dave camp,house,MI
1183,2012-11-06,d,dan kildee,house,MI
1184,2012-11-06,r,fred upton,house,MI
1185,2012-11-06,r,tim walberg,house,MI
1186,2012-11-06,d,sander levin,house,MI
1187,2012-11-06,r,candice miller,house,MI
1188,2012-11-06,r,kerry bentivolio,house,MI
1189,2012-11-06,d,john dingell,house,MI
1190,2012-11-06,d,john conyers,house,MI
1191,2012-11-06,d,gary peters,house,MI
1192,2012-11-06,d,tim walz,house,MN
1193,2012-11-06,r,john kline,house,MN
1194,2012-11-06,r,erik paulsen,house,MN
1195,2012-11-06,d,betty mccollum,house,MN
1196,2012-11-06,d,keith ellison,house,MN
1197,2012-11-06,r,michele bachmann,house,MN
1198,2012-11-06,d,collin peterson,house,MN
1199,2012-11-06,d,rick nolan,house,MN
1200,2012-11-06,r,alan nunnelee,house,MS
1201,2012-11-06,d,bennie thompson,house,MS
1202,2012-11-06,r,gregg harper,house,MS
1203,2012-11-06,r,steven palazzo,house,MS
1204,2012-11-06,d,lacy clay,house,MO
1205,2012-11-06,r,ann wagner,house,MO
1206,2012-11-06,r,blaine luetkemeyer,house,MO
1207,2012-11-06,r,vicky hartzler,house,MO
1208,2012-11-06,d,emanuel cleaver,house,MO
1209,2012-11-06,r,sam graves,house,MO
1210,2012-11-06,r,billy long,house,MO
1211,2012-11-06,r,jo ann emerson,house,MO
1212,2013-06-04,r,jason t. smith,house,MO
1213,2012-11-06,r,steve daines,house,MT
1214,2012-11-06,r,jeff fortenberry,house,NE
1215,2012-11-06,r,lee terry,house,NE
1216,2012-11-06,r,adrian m. smith,house,NE
1217,2012-11-06,d,dina titus,house,NV
1218,2012-11-06,r,mark amodei,house,NV
1219,2012-11-06,r,joe heck,house,NV
1220,2012-11-06,d,steven horsford,house,NV
1221,2012-11-06,d,carol shea-porter,house,NH
1222,2012-11-06,d,ann mclane kuster,house,NH
1223,2012-11-06,d,rob andrews,house,NJ
1224,2014-11-12,d,donald norcross,house,NJ
1225,2012-11-06,r,frank lobiondo,house,NJ
1226,2012-11-06,r,jon runyan,house,NJ
