name,party,race_type,date,state,district,incumbent,incumbent_first_elected,pct
cindy axne,d,house,11/6/18 0:00,IA,3,david young,2014,49
david young,r,house,11/6/18 0:00,IA,3,david young,2014,47.5
bryan jack holder,o,house,11/6/18 0:00,IA,3,david young,2014,2
paul knupp,o,house,11/6/18 0:00,IA,3,david young,2014,0.5
joe grandanette,o,house,11/6/18 0:00,IA,3,david young,2014,0.4
steve king,r,house,11/6/18 0:00,IA,4,steve king,2002,50.4
j d scholten,d,house,11/6/18 0:00,IA,4,steve king,2002,47.6
charles aldrich,o,house,11/6/18 0:00,IA,4,steve king,2002,2
edward peterson,o,house,11/6/18 0:00,IA,4,steve king,2002,0.6
roger marshall,r,house,11/6/18 0:00,KS,1,roger marshall,2016,68.4
alan lapolice,d,house,11/6/18 0:00,KS,1,roger marshall,2016,31.6
steve watkins,r,house,11/6/18 0:00,KS,2,lynn jenkins,2008,48.1
paul davis,d,house,11/6/18 0:00,KS,2,lynn jenkins,2008,46.4
kelly standley,o,house,11/6/18 0:00,KS,2,lynn jenkins,2008,5.5
sharice davids,d,house,11/6/18 0:00,KS,3,kevin yoder,2010,53.3
kevin yoder,r,house,11/6/18 0:00,KS,3,kevin yoder,2010,44.2
chris clemmons,o,house,11/6/18 0:00,KS,3,kevin yoder,2010,2.5
ron estes,r,house,11/6/18 0:00,KS,4,ron estes,2017,59.8
james thompson,d,house,11/6/18 0:00,KS,4,ron estes,2017,40.2
james comer,r,house,11/6/18 0:00,KY,1,james comer,2016,68.6
paul walker,d,house,11/6/18 0:00,KY,1,james comer,2016,31.4
brett guthrie,r,house,11/6/18 0:00,KY,2,brett guthrie,2008,66.7
hank linderman,d,house,11/6/18 0:00,KY,2,brett guthrie,2008,31.1
thomas loecken,o,house,11/6/18 0:00,KY,2,brett guthrie,2008,2.2
john yarmuth,d,house,11/6/18 0:00,KY,3,john yarmuth,2006,62.1
vickie glisson,r,house,11/6/18 0:00,KY,3,john yarmuth,2006,36.6
gregory boles,o,house,11/6/18 0:00,KY,3,john yarmuth,2006,1.4
thomas massie,r,house,11/6/18 0:00,KY,4,thomas massie,2012,62.2
seth hall,d,house,11/6/18 0:00,KY,4,thomas massie,2012,34.6
david goodwin,o,house,11/6/18 0:00,KY,4,thomas massie,2012,3.2
hal rogers,r,house,11/6/18 0:00,KY,5,hal rogers,1980,78.9
kenneth stepp,d,house,11/6/18 0:00,KY,5,hal rogers,1980,21.1
andy barr,r,house,11/6/18 0:00,KY,6,andy barr,2012,51
amy mcgrath,d,house,11/6/18 0:00,KY,6,andy barr,2012,47.8
frank harris,o,house,11/6/18 0:00,KY,6,andy barr,2012,0.7
steve scalise,r,house,11/6/18 0:00,LA,1,steve scalise,2008,71.5
tammy savoie,d,house,11/6/18 0:00,LA,1,steve scalise,2008,16.4
lee ann dugas,d,house,11/6/18 0:00,LA,1,steve scalise,2008,6.9
jim francis,d,house,11/6/18 0:00,LA,1,steve scalise,2008,3.2
howard kearney,o,house,11/6/18 0:00,LA,1,steve scalise,2008,1
jones,o,house,11/6/18 0:00,LA,1,steve scalise,2008,0.9
cedric richmond,d,house,11/6/18 0:00,LA,2,cedric richmond,2010,80.6
jesse schmidt,o,house,11/6/18 0:00,LA,2,cedric richmond,2010,8.7
belden batiste,o,house,11/6/18 0:00,LA,2,cedric richmond,2010,7.3
shawndra rodriguez,o,house,11/6/18 0:00,LA,2,cedric richmond,2010,3.4
clay higgins,r,house,11/6/18 0:00,LA,3,clay higgins,2016,55.7
mimi methvin,d,house,11/6/18 0:00,LA,3,clay higgins,2016,17.8
josh guillory,r,house,11/6/18 0:00,LA,3,clay higgins,2016,12.8
rob anderson,d,house,11/6/18 0:00,LA,3,clay higgins,2016,5.5
larry rader,d,house,11/6/18 0:00,LA,3,clay higgins,2016,3.9
verone thomas,d,house,11/6/18 0:00,LA,3,clay higgins,2016,3.2
aaron andrus,o,house,11/6/18 0:00,LA,3,clay higgins,2016,1.2
mike johnson,r,house,11/6/18 0:00,LA,4,mike johnson,2016,64.2
ryan trundle,d,house,11/6/18 0:00,LA,4,mike johnson,2016,33.6
ralph abraham,r,house,11/6/18 0:00,LA,5,ralph abraham,2014,66.5
jessee carlton fleenor,d,house,11/6/18 0:00,LA,5,ralph abraham,2014,30
billy burkette,o,house,11/6/18 0:00,LA,5,ralph abraham,2014,2
kyle randol,o,house,11/6/18 0:00,LA,5,ralph abraham,2014,1.3
garret graves,r,house,11/6/18 0:00,LA,6,garret graves,2014,69.5
justin dewitt,d,house,11/6/18 0:00,LA,6,garret graves,2014,20.5
andie saizan,d,house,11/6/18 0:00,LA,6,garret graves,2014,8.1
devin graham,o,house,11/6/18 0:00,LA,6,garret graves,2014,2
chellie pingree,d,house,11/6/18 0:00,ME,1,chellie pingree,2008,58.8
mark holbrook,r,house,11/6/18 0:00,ME,1,chellie pingree,2008,32.4
marty grohman,o,house,11/6/18 0:00,ME,1,chellie pingree,2008,8.7
jared golden,d,house,11/6/18 0:00,ME,2,bruce poliquin,2014,50.53
bruce poliquin,r,house,11/6/18 0:00,ME,2,bruce poliquin,2014,49.47
tiffany bond,o,house,11/6/18 0:00,ME,2,bruce poliquin,2014,0
will hoar,o,house,11/6/18 0:00,ME,2,bruce poliquin,2014,0
andy harris,r,house,11/6/18 0:00,MD,1,andy harris,2010,60.6
jesse colvin,d,house,11/6/18 0:00,MD,1,andy harris,2010,37.9
jenica martin,o,house,11/6/18 0:00,MD,1,andy harris,2010,1.9
dutch ruppersberger,d,house,11/6/18 0:00,MD,2,dutch ruppersberger,2002,65.8
liz matory,r,house,11/6/18 0:00,MD,2,dutch ruppersberger,2002,31
guy mimoun,o,house,11/6/18 0:00,MD,2,dutch ruppersberger,2002,1.1
john sarbanes,d,house,11/6/18 0:00,MD,3,john sarbanes,2006,68.6
charles anthony,r,house,11/6/18 0:00,MD,3,john sarbanes,2006,28.8
david lashar,o,house,11/6/18 0:00,MD,3,john sarbanes,2006,2.6
anthony brown,d,house,11/6/18 0:00,MD,4,anthony brown,2016,77.9
david bishop,o,house,11/6/18 0:00,MD,4,anthony brown,2016,2
george mcdermott,r,house,11/6/18 0:00,MD,4,anthony brown,2016,20.2
steny hoyer,d,house,11/6/18 0:00,MD,5,steny hoyer,1981,70.2
william devine iii,r,house,11/6/18 0:00,MD,5,steny hoyer,1981,27.4
pat elder,o,house,11/6/18 0:00,MD,5,steny hoyer,1981,1.3
jacob pulcher,o,house,11/6/18 0:00,MD,5,steny hoyer,1981,1.2
david trone,d,house,11/6/18 0:00,MD,6,john delaney,2012,57.7
ted athey,o,house,11/6/18 0:00,MD,6,john delaney,2012,
amie hoeber,r,house,11/6/18 0:00,MD,6,john delaney,2012,39.4
kevin caldwell,o,house,11/6/18 0:00,MD,6,john delaney,2012,1.8
george gluck,o,house,11/6/18 0:00,MD,6,john delaney,2012,1.2
elijah cummings,d,house,11/6/18 0:00,MD,7,elijah cummings,1996,76.1
richmond davis,r,house,11/6/18 0:00,MD,7,elijah cummings,1996,21.7
swami swaminathan,o,house,11/6/18 0:00,MD,7,elijah cummings,1996,
jamie raskin,d,house,11/6/18 0:00,MD,8,jamie raskin,2016,66.9
john walsh,r,house,11/6/18 0:00,MD,8,jamie raskin,2016,31.6
jasen wunder,o,house,11/6/18 0:00,MD,8,jamie raskin,2016,1.6
richard neal,d,house,11/6/18 0:00,MA,1,richard neal,1988,97.6
jim mcgovern,d,house,11/6/18 0:00,MA,2,jim mcgovern,1996,66.6
tracy lovvorn,r,house,11/6/18 0:00,MA,2,jim mcgovern,1996,33.4
paul grady,o,house,11/6/18 0:00,MA,2,jim mcgovern,1996,
lori trahan,d,house,11/6/18 0:00,MA,3,niki tsongas,2007,62.3
rick green,r,house,11/6/18 0:00,MA,3,niki tsongas,2007,33
michael mullen,o,house,11/6/18 0:00,MA,3,niki tsongas,2007,4.7
joe kennedy iii,d,house,11/6/18 0:00,MA,4,joe kennedy iii,2012,97.7
katherine clark,d,house,11/6/18 0:00,MA,5,katherine clark,2013,76.7
john hugo,r,house,11/6/18 0:00,MA,5,katherine clark,2013,23.3
seth moulton,d,house,11/6/18 0:00,MA,6,seth moulton,2014,65.2
joseph schneider,r,house,11/6/18 0:00,MA,6,seth moulton,2014,31.4
mary jean charbonneau,o,house,11/6/18 0:00,MA,6,seth moulton,2014,3.4
ayanna pressley,d,house,11/6/18 0:00,MA,7,mike capuano,1998,98.2
stephen lynch,d,house,11/6/18 0:00,MA,8,stephen lynch,2001,98.4
bill keating,d,house,11/6/18 0:00,MA,9,bill keating,2010,59.8
peter tedeschi,r,house,11/6/18 0:00,MA,9,bill keating,2010,40.2
jack bergman,r,house,11/6/18 0:00,MI,1,jack bergman,2016,56.3
matt morgan,d,house,11/6/18 0:00,MI,1,jack bergman,2016,40.7
bill huizenga,r,house,11/6/18 0:00,MI,2,bill huizenga,2010,55.3
rob davidson,d,house,11/6/18 0:00,MI,2,bill huizenga,2010,43
justin amash,r,house,11/6/18 0:00,MI,3,justin amash,2010,55.1
cathy albro,d,house,11/6/18 0:00,MI,3,justin amash,2010,42.5
douglas smith,o,house,11/6/18 0:00,MI,3,justin amash,2010,2.4
john moolenaar,r,house,11/6/18 0:00,MI,4,john moolenaar,2014,62.6
jerry hilliard,d,house,11/6/18 0:00,MI,4,john moolenaar,2014,37.4
dan kildee,d,house,11/6/18 0:00,MI,5,dan kildee,2012,59.5
travis wines,r,house,11/6/18 0:00,MI,5,dan kildee,2012,35.9
fred upton,r,house,11/6/18 0:00,MI,6,fred upton,1986,50.2
matt longjohn,d,house,11/6/18 0:00,MI,6,fred upton,1986,45.7
tim walberg,r,house,11/6/18 0:00,MI,7,tim walberg,2010,53.8
gretchen driskell,d,house,11/6/18 0:00,MI,7,tim walberg,2010,46.2
elissa slotkin,d,house,11/6/18 0:00,MI,8,mike bishop,2014,50.6
mike bishop,r,house,11/6/18 0:00,MI,8,mike bishop,2014,46.8
brian ellison,o,house,11/6/18 0:00,MI,8,mike bishop,2014,1.8
andy levin,d,house,11/6/18 0:00,MI,9,sander levin,1982,59.6
candius stearns,r,house,11/6/18 0:00,MI,9,sander levin,1982,36.8
john mcdermott,o,house,11/6/18 0:00,MI,9,sander levin,1982,1.3
paul mitchell,r,house,11/6/18 0:00,MI,10,paul mitchell,2016,60.3
kimberly bizon,d,house,11/6/18 0:00,MI,10,paul mitchell,2016,35
jeremy peruski,o,house,11/6/18 0:00,MI,10,paul mitchell,2016,3.8
harley mikkelson,o,house,11/6/18 0:00,MI,10,paul mitchell,2016,1
haley stevens,d,house,11/6/18 0:00,MI,11,dave trott,2014,51.8
lena epstein,r,house,11/6/18 0:00,MI,11,dave trott,2014,45.1
leonard schwartz,o,house,11/6/18 0:00,MI,11,dave trott,2014,1.7
cooper nye,o,house,11/6/18 0:00,MI,11,dave trott,2014,1.3
debbie dingell,d,house,11/6/18 0:00,MI,12,debbie dingell,2014,68.2
jeff jones,r,house,11/6/18 0:00,MI,12,debbie dingell,2014,28.8
niles niemuth,o,house,11/6/18 0:00,MI,12,debbie dingell,2014,0.8
steve young,o,house,11/6/18 0:00,MI,12,debbie dingell,2014,
rashida tlaib,d,house,11/6/18 0:00,MI,13,,,84.6
etta wilcoxon,o,house,11/6/18 0:00,MI,13,,,4.1
brenda lawrence,d,house,11/6/18 0:00,MI,14,brenda lawrence,2014,80.8
marc herschfus,r,house,11/6/18 0:00,MI,14,brenda lawrence,2014,17.4
jim hagedorn,r,house,11/6/18 0:00,MN,1,tim walz,2006,50.2
dan feehan,d,house,11/6/18 0:00,MN,1,tim walz,2006,49.8
angie craig,d,house,11/6/18 0:00,MN,2,jason lewis,2016,52.8
jason lewis,r,house,11/6/18 0:00,MN,2,jason lewis,2016,47.2
dean phillips,d,house,11/6/18 0:00,MN,3,erik paulsen,2008,55.7
erik paulsen,r,house,11/6/18 0:00,MN,3,erik paulsen,2008,44.3
betty mccollum,d,house,11/6/18 0:00,MN,4,betty mccollum,2000,66
greg ryan,r,house,11/6/18 0:00,MN,4,betty mccollum,2000,29.8
ilhan omar,d,house,11/6/18 0:00,MN,5,keith ellison,2006,78.2
jennifer zielinski,r,house,11/6/18 0:00,MN,5,keith ellison,2006,21.8
tom emmer,r,house,11/6/18 0:00,MN,6,tom emmer,2014,61.2
ian todd,d,house,11/6/18 0:00,MN,6,tom emmer,2014,38.8
collin peterson,d,house,11/6/18 0:00,MN,7,collin peterson,1990,52.1
dave hughes,r,house,11/6/18 0:00,MN,7,collin peterson,1990,47.9
pete stauber,r,house,11/6/18 0:00,MN,8,rick nolan,2012,50.7
joe radinovich,d,house,11/6/18 0:00,MN,8,rick nolan,2012,45.2
sandman,o,house,11/6/18 0:00,MN,8,rick nolan,2012,4.1
trent kelly,r,house,11/6/18 0:00,MS,1,trent kelly,2015,67
randy wadkins,d,house,11/6/18 0:00,MS,1,trent kelly,2015,32.3
bennie thompson,d,house,11/6/18 0:00,MS,2,bennie thompson,1992,71.8
michael guest,r,house,11/6/18 0:00,MS,3,gregg harper,2008,62.7
michael evans,d,house,11/6/18 0:00,MS,3,gregg harper,2008,36.3
matthew holland,o,house,11/6/18 0:00,MS,3,gregg harper,2008,1
jeramey anderson,d,house,11/6/18 0:00,MS,4,steven palazzo,2010,29.3
steven palazzo,r,house,11/6/18 0:00,MS,4,steven palazzo,2010,70.5
lacy clay,d,house,11/6/18 0:00,MO,1,lacy clay,2000,80.1
robert vroman,r,house,11/6/18 0:00,MO,1,lacy clay,2000,16.7
robb cunningham,o,house,11/6/18 0:00,MO,1,lacy clay,2000,3.2
ann wagner,r,house,11/6/18 0:00,MO,2,ann wagner,2012,51.3
cort vanostran,d,house,11/6/18 0:00,MO,2,ann wagner,2012,47.1
david justus arnold,o,house,11/6/18 0:00,MO,2,ann wagner,2012,1.1
kirk,o,house,11/6/18 0:00,MO,2,ann wagner,2012,0.5
blaine luetkemeyer,r,house,11/6/18 0:00,MO,3,blaine luetkemeyer,2008,65.1
katy geppert,d,house,11/6/18 0:00,MO,3,blaine luetkemeyer,2008,32.8
donald stolle,o,house,11/6/18 0:00,MO,3,blaine luetkemeyer,2008,2.1
vicky hartzler,r,house,11/6/18 0:00,MO,4,vicky hartzler,2010,64.7
renee hoagenson,d,house,11/6/18 0:00,MO,4,vicky hartzler,2010,32.8
mark bliss,o,house,11/6/18 0:00,MO,4,vicky hartzler,2010,2.4
emanuel cleaver,d,house,11/6/18 0:00,MO,5,emanuel cleaver,2004,61.6
jacob turk,r,house,11/6/18 0:00,MO,5,emanuel cleaver,2004,35.7
maurice copeland,o,house,11/6/18 0:00,MO,5,emanuel cleaver,2004,1.7
e c fredland,o,house,11/6/18 0:00,MO,5,emanuel cleaver,2004,0.7
alexander howell,o,house,11/6/18 0:00,MO,5,emanuel cleaver,2004,0.3
sam graves,r,house,11/6/18 0:00,MO,6,sam graves,2000,65.4
henry martin,d,house,11/6/18 0:00,MO,6,sam graves,2000,32
dan hogan,o,house,11/6/18 0:00,MO,6,sam graves,2000,2.6
billy long,r,house,11/6/18 0:00,MO,7,billy long,2010,66.3
jamie schoolcraft,d,house,11/6/18 0:00,MO,7,billy long,2010,30
ben brixey,o,house,11/6/18 0:00,MO,7,billy long,2010,3.7
jason smith,r,house,11/6/18 0:00,MO,8,jason smith,2013,73.4
kathy ellis,d,house,11/6/18 0:00,MO,8,jason smith,2013,25
jonathan shell,o,house,11/6/18 0:00,MO,8,jason smith,2013,1.6
greg gianforte,r,house,11/6/18 0:00,MT,0,greg gianforte,2017,50.9
kathleen williams,d,house,11/6/18 0:00,MT,0,greg gianforte,2017,46.3
elinor swanson,o,house,11/6/18 0:00,MT,0,greg gianforte,2017,2.8
doug campbell,o,house,11/6/18 0:00,MT,0,greg gianforte,2017,
jeff fortenberry,r,house,11/6/18 0:00,NE,1,jeff fortenberry,2004,60.5
jessica mcclure,d,house,11/6/18 0:00,NE,1,jeff fortenberry,2004,39.5
don bacon,r,house,11/6/18 0:00,NE,2,don bacon,2016,51.3
kara eastman,d,house,11/6/18 0:00,NE,2,don bacon,2016,48.8
adrian smith,r,house,11/6/18 0:00,NE,3,adrian smith,2006,76.7
paul theobald,d,house,11/6/18 0:00,NE,3,adrian smith,2006,23.3
dina titus,d,house,11/6/18 0:00,NV,1,dina titus,2012,55.2
joyce bentley,r,house,11/6/18 0:00,NV,1,dina titus,2012,30.9
robert strawder,o,house,11/6/18 0:00,NV,1,dina titus,2012,1.4
mark amodei,r,house,11/6/18 0:00,NV,2,mark amodei,2011,51.2
clint koble,d,house,11/6/18 0:00,NV,2,mark amodei,2011,41.8
susie lee,d,house,11/6/18 0:00,NV,3,jacky rosen,2016,51.9
danny tarkanian,r,house,11/6/18 0:00,NV,3,jacky rosen,2016,42.8
steve brown,o,house,11/6/18 0:00,NV,3,jacky rosen,2016,1.6
david goossen,o,house,11/6/18 0:00,NV,3,jacky rosen,2016,1.3
gil eisner,o,house,11/6/18 0:00,NV,3,jacky rosen,2016,0.7
tony gumina,o,house,11/6/18 0:00,NV,3,jacky rosen,2016,0.5
steven horsford,d,house,11/6/18 0:00,NV,4,ruben kihuen,2016,52
cresent hardy,r,house,11/6/18 0:00,NV,4,ruben kihuen,2016,43.7
rodney smith,o,house,11/6/18 0:00,NV,4,ruben kihuen,2016,1.2
gregg luckner,o,house,11/6/18 0:00,NV,4,ruben kihuen,2016,0.9
dean mcgonigle,o,house,11/6/18 0:00,NV,4,ruben kihuen,2016,0.9
chris pappas,d,house,11/6/18 0:00,NH,1,carol sheaporter,2016,53.5
eddie edwards,r,house,11/6/18 0:00,NH,1,carol sheaporter,2016,45
dan belforti,o,house,11/6/18 0:00,NH,1,carol sheaporter,2016,1.4
ann mclane kuster,d,house,11/6/18 0:00,NH,2,ann mclane kuster,2012,55.6
steve negron,r,house,11/6/18 0:00,NH,2,ann mclane kuster,2012,42.2
justin odonnell,o,house,11/6/18 0:00,NH,2,ann mclane kuster,2012,2.2
donald norcross,d,house,11/6/18 0:00,NJ,1,donald norcross,2014,64.3
paul dilks,r,house,11/6/18 0:00,NJ,1,donald norcross,2014,33.4
robert shapiro,o,house,11/6/18 0:00,NJ,1,donald norcross,2014,1.1
paul hamlin,o,house,11/6/18 0:00,NJ,1,donald norcross,2014,0.9
mohammad kabir,o,house,11/6/18 0:00,NJ,1,donald norcross,2014,0.4
jeff van drew,d,house,11/6/18 0:00,NJ,2,frank lobiondo,1994,52.3
seth grossman,r,house,11/6/18 0:00,NJ,2,frank lobiondo,1994,45.9
john ordille,o,house,11/6/18 0:00,NJ,2,frank lobiondo,1994,0.7
steven fenichel,o,house,11/6/18 0:00,NJ,2,frank lobiondo,1994,0.4
anthony sanchez,o,house,11/6/18 0:00,NJ,2,frank lobiondo,1994,0.4
william benfer,o,house,11/6/18 0:00,NJ,2,frank lobiondo,1994,0.3
andy kim,d,house,11/6/18 0:00,NJ,3,tom macarthur,2014,49.9
tom macarthur,r,house,11/6/18 0:00,NJ,3,tom macarthur,2014,48.8
lawrence berlinski,o,house,11/6/18 0:00,NJ,3,tom macarthur,2014,1.3
chris smith,r,house,11/6/18 0:00,NJ,4,chris smith,1980,55.5
josh welle,d,house,11/6/18 0:00,NJ,4,chris smith,1980,43
michael rufo,o,house,11/6/18 0:00,NJ,4,chris smith,1980,0.5
edward stackhouse,o,house,11/6/18 0:00,NJ,4,chris smith,1980,0.4
brian reynolds,o,house,11/6/18 0:00,NJ,4,chris smith,1980,0.3
felicia stoler,o,house,11/6/18 0:00,NJ,4,chris smith,1980,0.3
allen yusufov,o,house,11/6/18 0:00,NJ,4,chris smith,1980,0.1
josh gottheimer,d,house,11/6/18 0:00,NJ,5,josh gottheimer,2016,55.2
john mccann,r,house,11/6/18 0:00,NJ,5,josh gottheimer,2016,43.5
james tosone,o,house,11/6/18 0:00,NJ,5,josh gottheimer,2016,0.7
wendy goetz,o,house,11/6/18 0:00,NJ,5,josh gottheimer,2016,0.6
frank pallone,d,house,11/6/18 0:00,NJ,6,frank pallone,1988,63.3
rich pezzullo,r,house,11/6/18 0:00,NJ,6,frank pallone,1988,36.7
tom malinowski,d,house,11/6/18 0:00,NJ,7,leonard lance,2008,51.5
leonard lance,r,house,11/6/18 0:00,NJ,7,leonard lance,2008,47
diane moxley,o,house,11/6/18 0:00,NJ,7,leonard lance,2008,0.8
gregg mele,o,house,11/6/18 0:00,NJ,7,leonard lance,2008,0.7
john muniz,r,house,11/6/18 0:00,NJ,8,albio sires,2006,100
albio sires,d,house,11/6/18 0:00,NJ,8,albio sires,2006,77.9
bill pascrell,d,house,11/6/18 0:00,NJ,9,bill pascrell,1996,70
eric fisher,r,house,11/6/18 0:00,NJ,9,bill pascrell,1996,29.2
claudio belusik,o,house,11/6/18 0:00,NJ,9,bill pascrell,1996,0.8
donald payne,d,house,11/6/18 0:00,NJ,10,donald payne,2012,87.4
agha khan,r,house,11/6/18 0:00,NJ,10,donald payne,2012,10.3
cynthia johnson,o,house,11/6/18 0:00,NJ,10,donald payne,2012,1
joanne miller,o,house,11/6/18 0:00,NJ,10,donald payne,2012,1
scott dirona,o,house,11/6/18 0:00,NJ,10,donald payne,2012,0.3
mikie sherrill,d,house,11/6/18 0:00,NJ,11,rodney frelinghuysen,1994,56.2
jay webber,r,house,11/6/18 0:00,NJ,11,rodney frelinghuysen,1994,42.7
robert crook,o,house,11/6/18 0:00,NJ,11,rodney frelinghuysen,1994,0.7
ryan martinez,o,house,11/6/18 0:00,NJ,11,rodney frelinghuysen,1994,0.4
bonnie watson coleman,d,house,11/6/18 0:00,NJ,12,bonnie watson coleman,2014,68.5
daryl kipnis,r,house,11/6/18 0:00,NJ,12,bonnie watson coleman,2014,31.5
deb haaland,d,house,11/6/18 0:00,NM,1,michelle lujan grisham,2012,59
janice arnoldjones,r,house,11/6/18 0:00,NM,1,michelle lujan grisham,2012,36.4
lloyd princeton,o,house,11/6/18 0:00,NM,1,michelle lujan grisham,2012,4.6
xochitl torres small,d,house,11/6/18 0:00,NM,2,steve pearce,2010,50.9
yvette herrell,r,house,11/6/18 0:00,NM,2,steve pearce,2010,49.1
ben ray lujan,d,house,11/6/18 0:00,NM,3,ben ray lujan,2008,63.3
jerald mcfall,r,house,11/6/18 0:00,NM,3,ben ray lujan,2008,31.3
christopher manning,o,house,11/6/18 0:00,NM,3,ben ray lujan,2008,5.4
lee zeldin,r,house,11/6/18 0:00,NY,1,lee zeldin,2014,52.5
perry gershon,d,house,11/6/18 0:00,NY,1,lee zeldin,2014,46.4
peter king,r,house,11/6/18 0:00,NY,2,peter king,1992,53.3
liuba grechen shirley,d,house,11/6/18 0:00,NY,2,peter king,1992,46.7
tom suozzi,d,house,11/6/18 0:00,NY,3,tom suozzi,2016,58.4
dan debono,r,house,11/6/18 0:00,NY,3,tom suozzi,2016,41.6
kathleen rice,d,house,11/6/18 0:00,NY,4,kathleen rice,2014,61
ameer benno,r,house,11/6/18 0:00,NY,4,kathleen rice,2014,39
gregory meeks,d,house,11/6/18 0:00,NY,5,gregory meeks,1998,100
grace meng,d,house,11/6/18 0:00,NY,6,grace meng,2012,84.8
tom hillgardner,o,house,11/6/18 0:00,NY,6,grace meng,2012,9.2
nydia velazquez,d,house,11/6/18 0:00,NY,7,nydia velazquez,1992,93.4
joseph lieberman,o,house,11/6/18 0:00,NY,7,nydia velazquez,1992,5.5
jeff kurzon,o,house,11/6/18 0:00,NY,7,nydia velazquez,1992,1.1
hakeem jeffries,d,house,11/6/18 0:00,NY,8,hakeem jeffries,2012,94.1
ernest johnson,o,house,11/6/18 0:00,NY,8,hakeem jeffries,2012,5.4
jessica white,o,house,11/6/18 0:00,NY,8,hakeem jeffries,2012,0.5
yvette clarke,d,house,11/6/18 0:00,NY,9,yvette clarke,2006,89.3
lutchi gayot,r,house,11/6/18 0:00,NY,9,yvette clarke,2006,10.3
joel anabilahazumah,o,house,11/6/18 0:00,NY,9,yvette clarke,2006,0.4
jerry nadler,d,house,11/6/18 0:00,NY,10,jerry nadler,1992,81.2
naomi levin,r,house,11/6/18 0:00,NY,10,jerry nadler,1992,18.8
max rose,d,house,11/6/18 0:00,NY,11,dan donovan,2015,52.8
dan donovan,r,house,11/6/18 0:00,NY,11,dan donovan,2015,46.8
henry bardel,o,house,11/6/18 0:00,NY,11,dan donovan,2015,0.4
carolyn maloney,d,house,11/6/18 0:00,NY,12,carolyn maloney,1992,59.6
scott hutchins,o,house,11/6/18 0:00,NY,12,carolyn maloney,1992,1.5
eliot rabin,r,house,11/6/18 0:00,NY,12,carolyn maloney,1992,12.3
adriano espaillat,d,house,11/6/18 0:00,NY,13,adriano espaillat,2016,94.6
jineea butler,r,house,11/6/18 0:00,NY,13,adriano espaillat,2016,5.4
alexandria ocasiocortez,d,house,11/6/18 0:00,NY,14,joe crowley,1998,56.7
james dillon,o,house,11/6/18 0:00,NY,14,joe crowley,1998,44.9
anthony pappas,r,house,11/6/18 0:00,NY,14,joe crowley,1998,13.8
elizabeth perri,o,house,11/6/18 0:00,NY,14,joe crowley,1998,1.6
jose serrano,d,house,11/6/18 0:00,NY,15,jose serrano,1990,96
jason gonzalez,r,house,11/6/18 0:00,NY,15,jose serrano,1990,4
eliot engel,d,house,11/6/18 0:00,NY,16,eliot engel,1988,100
nita lowey,d,house,11/6/18 0:00,NY,17,nita lowey,1988,87.9
joe ciardullo,o,house,11/6/18 0:00,NY,17,nita lowey,1988,12.1
sean patrick maloney,d,house,11/6/18 0:00,NY,18,sean patrick maloney,2012,55.1
james odonnell,r,house,11/6/18 0:00,NY,18,sean patrick maloney,2012,44.9
antonio delgado,d,house,11/6/18 0:00,NY,19,john faso,2016,50.2
john faso,r,house,11/6/18 0:00,NY,19,john faso,2016,47.3
steven greenfield,o,house,11/6/18 0:00,NY,19,john faso,2016,1.5
diane neal,o,house,11/6/18 0:00,NY,19,john faso,2016,1
paul tonko,d,house,11/6/18 0:00,NY,20,paul tonko,2008,66.1
francis vitollo,r,house,11/6/18 0:00,NY,20,paul tonko,2008,33.9
elise stefanik,r,house,11/6/18 0:00,NY,21,elise stefanik,2014,56.7
tedra cobb,d,house,11/6/18 0:00,NY,21,elise stefanik,2014,41.8
lynn kahn,o,house,11/6/18 0:00,NY,21,elise stefanik,2014,1.5
anthony brindisi,d,house,11/6/18 0:00,NY,22,claudia tenney,2016,50.7
