name,party,race_type,year,state
linda sanchez,d,house,2014,CA
benjamin campos,r,house,2014,CA
ed royce,r,house,2014,CA
peter anderson,d,house,2014,CA
lucille roybalallard,d,house,2014,CA
david sanchez,d,house,2014,CA
mark takano,d,house,2014,CA
steve adams,r,house,2014,CA
ken calvert,r,house,2014,CA
tim sheridan,d,house,2014,CA
maxine waters,d,house,2014,CA
john wood jr,r,house,2014,CA
janice hahn,d,house,2014,CA
mimi walters,r,house,2014,CA
drew leavens,d,house,2014,CA
loretta sanchez,d,house,2014,CA
adam nick,r,house,2014,CA
alan lowenthal,d,house,2014,CA
andy whallon,r,house,2014,CA
dana rohrabacher,r,house,2014,CA
suzanne savary,d,house,2014,CA
darrell issa,r,house,2014,CA
dave peiser,d,house,2014,CA
duncan d hunter,r,house,2014,CA
james kimber,d,house,2014,CA
juan vargas,d,house,2014,CA
stephen meade,r,house,2014,CA
scott peters,d,house,2014,CA
carl demaio,r,house,2014,CA
susan davis,d,house,2014,CA
larry wilske,r,house,2014,CA
diana degette,d,house,2014,CO
martin walsh,r,house,2014,CO
frank atwood,o,house,2014,CO
jared polis,d,house,2014,CO
george leing,r,house,2014,CO
scott tipton,r,house,2014,CO
abel tapia,d,house,2014,CO
tisha casida,o,house,2014,CO
travis mero,o,house,2014,CO
ken buck,r,house,2014,CO
vic meyers,d,house,2014,CO
jess loban,o,house,2014,CO
doug lamborn,r,house,2014,CO
irv halter,d,house,2014,CO
mike coffman,r,house,2014,CO
andrew romanoff,d,house,2014,CO
norm olsen,o,house,2014,CO
gary swing,o,house,2014,CO
ed perlmutter,d,house,2014,CO
don ytterberg,r,house,2014,CO
john larson,d,house,2014,CT
matthew corey,r,house,2014,CT
jeff russell,o,house,2014,CT
joe courtney,d,house,2014,CT
lori hopkinscavanagh,r,house,2014,CT
dan reale,o,house,2014,CT
william clyde,o,house,2014,CT
rosa delauro,d,house,2014,CT
james brown,r,house,2014,CT
jim himes,d,house,2014,CT
dan debicella,r,house,2014,CT
elizabeth esty,d,house,2014,CT
mark greenberg,r,house,2014,CT
john j pistone,o,house,2014,CT
john carney,d,house,2014,DE
rose izzo,r,house,2014,DE
bernard august,o,house,2014,DE
scott gesty,o,house,2014,DE
jeff miller,r,house,2014,FL
jim bryan,d,house,2014,FL
mark wichern,o,house,2014,FL
gwen graham,d,house,2014,FL
steve southerland,r,house,2014,FL
ted yoho,r,house,2014,FL
marihelen wheeler,d,house,2014,FL
howard term limits lawson,o,house,2014,FL
ander crenshaw,r,house,2014,FL
paula moserbartlett,o,house,2014,FL
gary koniz,o,house,2014,FL
corrine brown,d,house,2014,FL
glo scurrysmith,r,house,2014,FL
ron desantis,r,house,2014,FL
david cox,d,house,2014,FL
john mica,r,house,2014,FL
wes neuman,d,house,2014,FL
al krulick,o,house,2014,FL
bill posey,r,house,2014,FL
gabriel rothblatt,d,house,2014,FL
alan grayson,d,house,2014,FL
carol platt,r,house,2014,FL
marko milakovich,o,house,2014,FL
dan webster,r,house,2014,FL
michael mckenna,d,house,2014,FL
rich nugent,r,house,2014,FL
dave koller,d,house,2014,FL
gus bilirakis,r,house,2014,FL
david jolly,r,house,2014,FL
lucas overby,o,house,2014,FL
kathy castor,d,house,2014,FL
dennis ross,r,house,2014,FL
alan cohn,d,house,2014,FL
vern buchanan,r,house,2014,FL
henry lawrence,d,house,2014,FL
tom rooney,r,house,2014,FL
will bronson,d,house,2014,FL
patrick murphy,d,house,2014,FL
carl domino,r,house,2014,FL
curt clawson,r,house,2014,FL
april freeman,d,house,2014,FL
ray netherwood,o,house,2014,FL
alcee hastings,d,house,2014,FL
jay bonner,r,house,2014,FL
ted deutch,d,house,2014,FL
lois frankel,d,house,2014,FL
paul spain,r,house,2014,FL
debbie wasserman schultz,d,house,2014,FL
joe kaufman,r,house,2014,FL
frederica wilson,d,house,2014,FL
dufirstson neree,r,house,2014,FL
luis fernandez,o,house,2014,FL
mario diazbalart,r,house,2014,FL
carlos curbelo,r,house,2014,FL
joe garcia,d,house,2014,FL
ileana roslehtinen,r,house,2014,FL
buddy carter,r,house,2014,GA
brian reese,d,house,2014,GA
sanford bishop,d,house,2014,GA
greg duke,r,house,2014,GA
lynn westmoreland,r,house,2014,GA
hank johnson,d,house,2014,GA
john lewis,d,house,2014,GA
tom price,r,house,2014,GA
bob montigel,d,house,2014,GA
rob woodall,r,house,2014,GA
thomas wight,d,house,2014,GA
austin scott,r,house,2014,GA
doug collins,r,house,2014,GA
david vogel,d,house,2014,GA
jody hice,r,house,2014,GA
ken dious,d,house,2014,GA
barry loudermilk,r,house,2014,GA
rick w allen,r,house,2014,GA
john barrow,d,house,2014,GA
david scott,d,house,2014,GA
tom graves,r,house,2014,GA
mark takai,d,house,2014,HI
charles djou,r,house,2014,HI
tulsi gabbard,d,house,2014,HI
kawika crowley,r,house,2014,HI
joe kent,o,house,2014,HI
raul labrador,r,house,2014,ID
shirley ringo,d,house,2014,ID
mike simpson,r,house,2014,ID
richard stallings,d,house,2014,ID
bobby rush,d,house,2014,IL
jimmy lee tillman,r,house,2014,IL
robin kelly,d,house,2014,IL
eric wallace,r,house,2014,IL
dan lipinski,d,house,2014,IL
sharon brannigan,r,house,2014,IL
luis gutierrez,d,house,2014,IL
hector concepcion,r,house,2014,IL
mike quigley,d,house,2014,IL
vince kolber,r,house,2014,IL
nancy wade,o,house,2014,IL
peter roskam,r,house,2014,IL
michael mason,d,house,2014,IL
danny davis,d,house,2014,IL
robert bumpers,r,house,2014,IL
tammy duckworth,d,house,2014,IL
larry kaifesh,r,house,2014,IL
jan schakowsky,d,house,2014,IL
susanne atanus,r,house,2014,IL
bob dold,r,house,2014,IL
brad schneider,d,house,2014,IL
bill foster,d,house,2014,IL
darlene senger,r,house,2014,IL
mike bost,r,house,2014,IL
bill enyart,d,house,2014,IL
rodney davis,r,house,2014,IL
ann callis,d,house,2014,IL
randy hultgren,r,house,2014,IL
dennis anderson,d,house,2014,IL
john shimkus,r,house,2014,IL
eric thorsland,d,house,2014,IL
adam kinzinger,r,house,2014,IL
randall olsen,d,house,2014,IL
cheri bustos,d,house,2014,IL
bobby schilling,r,house,2014,IL
aaron schock,r,house,2014,IL
darrel miller,d,house,2014,IL
pete visclosky,d,house,2014,IN
mark leyva,r,house,2014,IN
donna dunn,o,house,2014,IN
jackie walorski,r,house,2014,IN
joe bock,d,house,2014,IN
jeff petermann,o,house,2014,IN
marlin stutzman,r,house,2014,IN
justin kuhnle,d,house,2014,IN
scott wise,o,house,2014,IN
todd rokita,r,house,2014,IN
john dale,d,house,2014,IN
susan brooks,r,house,2014,IN
shawn denney,d,house,2014,IN
john krom,o,house,2014,IN
luke messer,r,house,2014,IN
susan hall heitzman,d,house,2014,IN
eric miller,o,house,2014,IN
andre carson,d,house,2014,IN
catherine ping,r,house,2014,IN
chris mayo,o,house,2014,IN
larry bucshon,r,house,2014,IN
tom spangler,d,house,2014,IN
andrew horning,o,house,2014,IN
todd young,r,house,2014,IN
bill bailey,d,house,2014,IN
mike frey,o,house,2014,IN
rod blum,r,house,2014,IA
pat murphy,d,house,2014,IA
dave loebsack,d,house,2014,IA
mariannette millermeeks,r,house,2014,IA
david young,r,house,2014,IA
staci appel,d,house,2014,IA
edward wright,o,house,2014,IA
bryan jack holder,o,house,2014,IA
steve king,r,house,2014,IA
jim mowrer,d,house,2014,IA
tim huelskamp,r,house,2014,KS
jim sherow,d,house,2014,KS
lynn jenkins,r,house,2014,KS
margie wakefield,d,house,2014,KS
chris clemmons,o,house,2014,KS
kevin yoder,r,house,2014,KS
kelly kultala,d,house,2014,KS
mike pompeo,r,house,2014,KS
perry schuckman,d,house,2014,KS
ed whitfield,r,house,2014,KY
charles hatchett,d,house,2014,KY
brett guthrie,r,house,2014,KY
ron leach,d,house,2014,KY
john yarmuth,d,house,2014,KY
michael macfarlane,r,house,2014,KY
gregory puccetti,o,house,2014,KY
thomas massie,r,house,2014,KY
peter newberry,d,house,2014,KY
hal rogers,r,house,2014,KY
kenneth stepp,d,house,2014,KY
andy barr,r,house,2014,KY
elisabeth jensen,d,house,2014,KY
steve scalise,r,house,2014,LA
vinny mendoza,d,house,2014,LA
lee dugas,d,house,2014,LA
jeff sanford,o,house,2014,LA
cedric richmond,d,house,2014,LA
gary landrieu,d,house,2014,LA
david brooks,o,house,2014,LA
samuel davenport,o,house,2014,LA
charles boustany,r,house,2014,LA
russell richard,o,house,2014,LA
bryan barrilleaux,r,house,2014,LA
john fleming,r,house,2014,LA
randall lord,o,house,2014,LA
ralph abraham,r,house,2014,LA
jamie mayo,d,house,2014,LA
garret graves,r,house,2014,LA
edwin edwards,d,house,2014,LA
chellie pingree,d,house,2014,ME
isaac misiuk,r,house,2014,ME
richard murphy,o,house,2014,ME
bruce poliquin,r,house,2014,ME
emily cain,d,house,2014,ME
blaine richardson,o,house,2014,ME
andy harris,r,house,2014,MD
bill tilghman,d,house,2014,MD
dutch ruppersberger,d,house,2014,MD
dave banach,r,house,2014,MD
ian schlakman,o,house,2014,MD
john sarbanes,d,house,2014,MD
charles long,r,house,2014,MD
donna edwards,d,house,2014,MD
nancy hoyt,r,house,2014,MD
arvin vohra,o,house,2014,MD
steny hoyer,d,house,2014,MD
chris chaffee,r,house,2014,MD
john delaney,d,house,2014,MD
daniel bongino,r,house,2014,MD
george gluck,o,house,2014,MD
elijah cummings,d,house,2014,MD
corrogan vaughn,r,house,2014,MD
scott soffen,o,house,2014,MD
chris van hollen,d,house,2014,MD
david wallace,r,house,2014,MD
richard neal,d,house,2014,MA
jim mcgovern,d,house,2014,MA
niki tsongas,d,house,2014,MA
roseann wofford,r,house,2014,MA
joe kennedy,d,house,2014,MA
katherine clark,d,house,2014,MA
seth moulton,d,house,2014,MA
richard tisei,r,house,2014,MA
chris stockwell,o,house,2014,MA
mike capuano,d,house,2014,MA
stephen lynch,d,house,2014,MA
bill keating,d,house,2014,MA
john chapman,r,house,2014,MA
dan benishek,r,house,2014,MI
jerry cannon,d,house,2014,MI
loel gnadt,o,house,2014,MI
ellis boal,o,house,2014,MI
bill huizenga,r,house,2014,MI
dean vanderstelt,d,house,2014,MI
ronald welch,o,house,2014,MI
justin amash,r,house,2014,MI
bob goodrich,d,house,2014,MI
tonya duncan,o,house,2014,MI
john moolenaar,r,house,2014,MI
jeff holmes,d,house,2014,MI
will white,o,house,2014,MI
dan kildee,d,house,2014,MI
allen hardwick,r,house,2014,MI
harold jones,o,house,2014,MI
fred upton,r,house,2014,MI
paul clements,d,house,2014,MI
erwin haas,o,house,2014,MI
john lawrence,o,house,2014,MI
tim walberg,r,house,2014,MI
pam byrnes,d,house,2014,MI
ken proctor,o,house,2014,MI
david swartout,o,house,2014,MI
mike bishop,r,house,2014,MI
eric schertzing,d,house,2014,MI
james weeks,o,house,2014,MI
jim casha,o,house,2014,MI
sander levin,d,house,2014,MI
george brikho,r,house,2014,MI
gregory creswell,o,house,2014,MI
john mcdermott,o,house,2014,MI
candice miller,r,house,2014,MI
chuck stadler,d,house,2014,MI
harley mikkelson,o,house,2014,MI
david trott,r,house,2014,MI
bobby mckenzie,d,house,2014,MI
john tatar,o,house,2014,MI
debbie dingell,d,house,2014,MI
terry bowman,r,house,2014,MI
gary walkowicz,o,house,2014,MI
bhagwan dashairya,o,house,2014,MI
john conyers,d,house,2014,MI
jeff gorman,r,house,2014,MI
chris sharer,o,house,2014,MI
sam johnson,o,house,2014,MI
brenda lawrence,d,house,2014,MI
christina barr,r,house,2014,MI
leonard schwartz,o,house,2014,MI
stephen boyle,o,house,2014,MI
tim walz,d,house,2014,MN
jim hagedorn,r,house,2014,MN
john kline,r,house,2014,MN
mike obermueller,d,house,2014,MN
paula overby,o,house,2014,MN
erik paulsen,r,house,2014,MN
sharon sund,d,house,2014,MN
betty mccollum,d,house,2014,MN
sharna wahlgren,r,house,2014,MN
dave thomas,o,house,2014,MN
keith ellison,d,house,2014,MN
doug daggett,r,house,2014,MN
lee bauer,o,house,2014,MN
tom emmer,r,house,2014,MN
joe perske,d,house,2014,MN
john denney,o,house,2014,MN
collin peterson,d,house,2014,MN
torrey westrom,r,house,2014,MN
rick nolan,d,house,2014,MN
stewart mills iii,r,house,2014,MN
skip sandman,o,house,2014,MN
alan nunnelee,r,house,2014,MS
ron dickey,d,house,2014,MS
danny bedwell,o,house,2014,MS
lajena walley,o,house,2014,MS
bennie thompson,d,house,2014,MS
troy ray,o,house,2014,MS
shelley shoemake,o,house,2014,MS
gregg harper,r,house,2014,MS
doug magee,d,house,2014,MS
roger gerrard,o,house,2014,MS
barbara dale washer,o,house,2014,MS
steven palazzo,r,house,2014,MS
matt moore,d,house,2014,MS
cindy burleson,o,house,2014,MS
joey robinson,o,house,2014,MS
eli jackson,o,house,2014,MS
ed reich,o,house,2014,MS
lacy clay,d,house,2014,MO
daniel elder,r,house,2014,MO
robb cunningham,o,house,2014,MO
ann wagner,r,house,2014,MO
arthur lieber,d,house,2014,MO
bill slantz,o,house,2014,MO
blaine luetkemeyer,r,house,2014,MO
courtney denton,d,house,2014,MO
steven hedrick,o,house,2014,MO
vicky hartzler,r,house,2014,MO
nate irvin,d,house,2014,MO
herschel young,o,house,2014,MO
emanuel cleaver,d,house,2014,MO
jacob turk,r,house,2014,MO
roy welborn,o,house,2014,MO
sam graves,r,house,2014,MO
bill hedge,d,house,2014,MO
russ monchil,o,house,2014,MO
billy long,r,house,2014,MO
jim evans,d,house,2014,MO
kevin craig,o,house,2014,MO
jason smith,r,house,2014,MO
barbara stocker,d,house,2014,MO
terry hampton,o,house,2014,MO
doug enyart,o,house,2014,MO
rick vandeven,o,house,2014,MO
ryan zinke,r,house,2014,MT
john lewis,d,house,2014,MT
mike fellows,o,house,2014,MT
jeff fortenberry,r,house,2014,NE
dennis crawford,d,house,2014,NE
brad ashford,d,house,2014,NE
lee terry,r,house,2014,NE
steven laird,o,house,2014,NE
adrian smith,r,house,2014,NE
mark sullivan,d,house,2014,NE
dina titus,d,house,2014,NV
annette teijeiro,r,house,2014,NV
richard charles,o,house,2014,NV
mark amodei,r,house,2014,NV
kristen spees,d,house,2014,NV
joe heck,r,house,2014,NV
erin bilbray,d,house,2014,NV
david goosen,o,house,2014,NV
randy kimmick,o,house,2014,NV
steven st john,o,house,2014,NV
cresent hardy,r,house,2014,NV
steven horsford,d,house,2014,NV
steve brown,o,house,2014,NV
frank guinta,r,house,2014,NH
carol sheaporter,d,house,2014,NH
ann mclane kuster,d,house,2014,NH
marilinda garcia,r,house,2014,NH
donald norcross,d,house,2014,NJ
garry cobb,r,house,2014,NJ
scot john tomaszewski,o,house,2014,NJ
margaret chapman,o,house,2014,NJ
robert shapiro,o,house,2014,NJ
mike berman,o,house,2014,NJ
frank lobiondo,r,house,2014,NJ
bill hughes jr,d,house,2014,NJ
bayo olabisi,o,house,2014,NJ
gary stein,o,house,2014,NJ
tom macarthur,r,house,2014,NJ
aimee belgard,d,house,2014,NJ
chris smith,r,house,2014,NJ
ruben scolavino,d,house,2014,NJ
scott neuman,o,house,2014,NJ
scott garrett,r,house,2014,NJ
roy cho,d,house,2014,NJ
mark quick,o,house,2014,NJ
frank pallone,d,house,2014,NJ
anthony wilkinson,r,house,2014,NJ
dorit goikhman,o,house,2014,NJ
leonard lance,r,house,2014,NJ
janice kovach,d,house,2014,NJ
jim gawron,o,house,2014,NJ
albio sires,d,house,2014,NJ
judeanthony tiscornia,r,house,2014,NJ
herbert shaw,o,house,2014,NJ
pablo olivera,o,house,2014,NJ
robert thorne,o,house,2014,NJ
bill pascrell,d,house,2014,NJ
dierdre paul,r,house,2014,NJ
nestor montilla,o,house,2014,NJ
donald payne,d,house,2014,NJ
yolanda dentley,r,house,2014,NJ
gwendolyn franklin,o,house,2014,NJ
dark angel,o,house,2014,NJ
rodney p frelinghuysen,r,house,2014,NJ
mark dunec,d,house,2014,NJ
bonnie watson coleman,d,house,2014,NJ
alieta eck,r,house,2014,NJ
don dezarn,o,house,2014,NJ
steven welzer,o,house,2014,NJ
ken cody,o,house,2014,NJ
jack freudenheim,o,house,2014,NJ
michelle lujan grisham,d,house,2014,NM
mike frese,r,house,2014,NM
steve pearce,r,house,2014,NM
rocky lara,d,house,2014,NM
ben ray lujan,d,house,2014,NM
jeff byrd,r,house,2014,NM
lee zeldin,r,house,2014,NY
tim bishop,d,house,2014,NY
peter king,r,house,2014,NY
pat maher,d,house,2014,NY
will stevenson,o,house,2014,NY
steve israel,d,house,2014,NY
grant lally,r,house,2014,NY
kathleen rice,d,house,2014,NY
bruce blakeman,r,house,2014,NY
gregory meeks,d,house,2014,NY
allen steinhardt,o,house,2014,NY
grace meng,d,house,2014,NY
nydia velazquez,d,house,2014,NY
jose luis fernandez,r,house,2014,NY
allan romaguera,o,house,2014,NY
hakeem jeffries,d,house,2014,NY
alan ballone,o,house,2014,NY
yvette clarke,d,house,2014,NY
daniel cavanaugh,o,house,2014,NY
jerry nadler,d,house,2014,NY
ross brady,o,house,2014,NY
michael grimm,r,house,2014,NY
domenic recchia,d,house,2014,NY
henry bardel,o,house,2014,NY
carolyn maloney,d,house,2014,NY
nick di iorio,r,house,2014,NY
charles rangel,d,house,2014,NY
daniel vila,o,house,2014,NY
joe crowley,d,house,2014,NY
elizabeth perri,o,house,2014,NY
jose serrano,d,house,2014,NY
eduardo ramirez,o,house,2014,NY
bill edstrom,o,house,2014,NY
eliot engel,d,house,2014,NY
nita lowey,d,house,2014,NY
chris day,r,house,2014,NY
sean patrick maloney,d,house,2014,NY
nan hayworth,r,house,2014,NY
scott smith,o,house,2014,NY
chris gibson,r,house,2014,NY
sean eldridge,d,house,2014,NY
paul tonko,d,house,2014,NY
jim fischer,r,house,2014,NY
elise stefanik,r,house,2014,NY
aaron woolf,d,house,2014,NY
matt funiciello,o,house,2014,NY
richard hanna,r,house,2014,NY
tom reed,r,house,2014,NY
martha robertson,d,house,2014,NY
john katko,r,house,2014,NY
dan maffei,d,house,2014,NY
louise slaughter,d,house,2014,NY
mark assini,r,house,2014,NY
brian higgins,d,house,2014,NY
kathy weppner,r,house,2014,NY
chris collins,r,house,2014,NY
jim odonnell,d,house,2014,NY
g k butterfield,d,house,2014,NC
arthur rich,r,house,2014,NC
renee ellmers,r,house,2014,NC
clay aiken,d,house,2014,NC
walter b jones jr,r,house,2014,NC
marshall adame,d,house,2014,NC
david price,d,house,2014,NC
paul m wright,r,house,2014,NC
virginia foxx,r,house,2014,NC
josh brannon,d,house,2014,NC
mark walker,r,house,2014,NC
laura fjeld,d,house,2014,NC
david rouzer,r,house,2014,NC
jonathan barfield,d,house,2014,NC
j wesley casteen,o,house,2014,NC
richard hudson,r,house,2014,NC
antonio blue,d,house,2014,NC
robert pittenger,r,house,2014,NC
9390writein,o,house,2014,NC
patrick t mchenry,r,house,2014,NC
tate macqueen,d,house,2014,NC
mark meadows,r,house,2014,NC
thomas waddell hill,d,house,2014,NC
alma adams,d,house,2014,NC
vince coakley,r,house,2014,NC
george holding,r,house,2014,NC
brenda cleary,d,house,2014,NC
kevin cramer,r,house,2014,ND
george b sinner,d,house,2014,ND
jack seaman,o,house,2014,ND
steve chabot,r,house,2014,OH
fred kundrata,d,house,2014,OH
brad wenstrup,r,house,2014,OH
marek tyszkiewicz,d,house,2014,OH
joyce beatty,d,house,2014,OH
john adams,r,house,2014,OH
jim jordan,r,house,2014,OH
janet garrett,d,house,2014,OH
bob latta,r,house,2014,OH
robert fry,d,house,2014,OH
eric eberly,o,house,2014,OH
bill johnson,r,house,2014,OH
jennifer garrison,d,house,2014,OH
dennis lambert,o,house,2014,OH
bob gibbs,r,house,2014,OH
john boehner,r,house,2014,OH
tom poetter,d,house,2014,OH
jim condit jr,o,house,2014,OH
marcy kaptur,d,house,2014,OH
richard may,r,house,2014,OH
mike turner,r,house,2014,OH
robert klepinger,d,house,2014,OH
david harlow,o,house,2014,OH
marcia fudge,d,house,2014,OH
mark zetzer,r,house,2014,OH
pat tiberi,r,house,2014,OH
david tibbs,d,house,2014,OH
bob hart,o,house,2014,OH
tim ryan,d,house,2014,OH
thomas pekarek,r,house,2014,OH
david joyce,r,house,2014,OH
michael wager,d,house,2014,OH
david macko,o,house,2014,OH
steve stivers,r,house,2014,OH
scott wharton,d,house,2014,OH
jim renacci,r,house,2014,OH
pete crossland,d,house,2014,OH
jim bridenstine,r,house,2014,OK
markwayne mullin,r,house,2014,OK
earl everett,d,house,2014,OK
jon douthitt,o,house,2014,OK
frank lucas,r,house,2014,OK
frankie robbins,d,house,2014,OK
tom cole,r,house,2014,OK
bert smith,d,house,2014,OK
dennis johnson,o,house,2014,OK
steve russell,r,house,2014,OK
al mcaffrey,d,house,2014,OK
robert murphy,o,house,2014,OK
tom boggs,o,house,2014,OK
buddy ray,o,house,2014,OK
suzanne bonamici,d,house,2014,OR
jason yates,r,house,2014,OR
james foster,o,house,2014,OR
greg walden,r,house,2014,OR
aelea cristofferson,d,house,2014,OR
sharon durbin,o,house,2014,OR
earl blumenauer,d,house,2014,OR
james buchal,r,house,2014,OR
jeffrey langan,o,house,2014,OR
peter defazio,d,house,2014,OR
art robinson,r,house,2014,OR
david chester,o,house,2014,OR
kurt schrader,d,house,2014,OR
tootie smith,r,house,2014,OR
marvin sannes,o,house,2014,OR
raymond baldwin,o,house,2014,OR
daniel souza,o,house,2014,OR
bob brady,d,house,2014,PA
megan rath,r,house,2014,PA
chaka fattah,d,house,2014,PA
armond james,r,house,2014,PA
mike kelly,r,house,2014,PA
dan lavallee,d,house,2014,PA
scott perry,r,house,2014,PA
linda d thompson,d,house,2014,PA
glenn thompson,r,house,2014,PA
kerith strano taylor,d,house,2014,PA
ryan costello,r,house,2014,PA
manan trivedi,d,house,2014,PA
pat meehan,r,house,2014,PA
mary ellen balchunis,d,house,2014,PA
mike fitzpatrick,r,house,2014,PA
kevin strouse,d,house,2014,PA
bill shuster,r,house,2014,PA
alanna hartzok,d,house,2014,PA
tom marino,r,house,2014,PA
scott brion,d,house,2014,PA
nick troiano,o,house,2014,PA
lou barletta,r,house,2014,PA
andy ostrowski,d,house,2014,PA
keith rothfus,r,house,2014,PA
erin mcclelland,d,house,2014,PA
brendan boyle,d,house,2014,PA
dee adcock,r,house,2014,PA
mike doyle,d,house,2014,PA
charlie dent,r,house,2014,PA
joe pitts,r,house,2014,PA
tom houghton,d,house,2014,PA
matt cartwright,d,house,2014,PA
david moylan,r,house,2014,PA
tim murphy,r,house,2014,PA
david cicilline,d,house,2014,RI
cormick lynch,r,house,2014,RI
james langevin,d,house,2014,RI
rhue reis,r,house,2014,RI
mark sanford,r,house,2014,SC
joe wilson,r,house,2014,SC
phil black,d,house,2014,SC
harold geddings iii,o,house,2014,SC
jeff duncan,r,house,2014,SC
barbara jo mullis,d,house,2014,SC
trey gowdy,r,house,2014,SC
curtis mclaughlin,o,house,2014,SC
mick mulvaney,r,house,2014,SC
tom adams,d,house,2014,SC
jim clyburn,d,house,2014,SC
anthony culler,r,house,2014,SC
kevin umbaugh,o,house,2014,SC
tom rice,r,house,2014,SC
gloria tinubu,d,house,2014,SC
kristi noem,r,house,2014,SD
corinna robinson,d,house,2014,SD
phil roe,r,house,2014,TN
bob smith,o,house,2014,TN
robert franklin,o,house,2014,TN
michael salyer,o,house,2014,TN
jimmy duncan,r,house,2014,TN
bob scott,d,house,2014,TN
casey gouge,o,house,2014,TN
norris dryer,o,house,2014,TN
chuck fleischmann,r,house,2014,TN
mary headrick,d,house,2014,TN
cassandra mitchell,o,house,2014,TN
scott desjarlais,r,house,2014,TN
lenda sherrell,d,house,2014,TN
robert doggart,o,house,2014,TN
jim cooper,d,house,2014,TN
bob ries,r,house,2014,TN
paul deakin,o,house,2014,TN
diane black,r,house,2014,TN
amos powers,d,house,2014,TN
mike winton,o,house,2014,TN
marsha blackburn,r,house,2014,TN
dan cramer,d,house,2014,TN
lenny ladner,o,house,2014,TN
stephen fincher,r,house,2014,TN
wes bradley,d,house,2014,TN
mark rawles,o,house,2014,TN
james hart,o,house,2014,TN
steve cohen,d,house,2014,TN
charlotte bergmann,r,house,2014,TN
floyd alberson,o,house,2014,TN
paul cook,o,house,2014,TN
herbert bass,o,house,2014,TN
louie gohmert,r,house,2014,TX
shirley mckellar,d,house,2014,TX
ted poe,r,house,2014,TX
niko letsos,d,house,2014,TX
james veasaw,o,house,2014,TX
mark roberts,o,house,2014,TX
sam johnson,r,house,2014,TX
paul blair,o,house,2014,TX
john ratcliffe,r,house,2014,TX
jeb hensarling,r,house,2014,TX
ken ashby,o,house,2014,TX
joe barton,r,house,2014,TX
david cozad,d,house,2014,TX
hugh chauvin,o,house,2014,TX
john culberson,r,house,2014,TX
james cargas,d,house,2014,TX
gerald fowler,o,house,2014,TX
kevin brady,r,house,2014,TX
ken petty,o,house,2014,TX
al green,d,house,2014,TX
johnny johnson,o,house,2014,TX
michael mccaul,r,house,2014,TX
tawana waltercadien,d,house,2014,TX
bill kelsey,o,house,2014,TX
mike conaway,r,house,2014,TX
ryan lange,o,house,2014,TX
kay granger,r,house,2014,TX
mark greene,d,house,2014,TX
ed colliver,o,house,2014,TX
mac thornberry,r,house,2014,TX
mike minter,d,house,2014,TX
emily pivoda,o,house,2014,TX
don cook,o,house,2014,TX
randy weber,r,house,2014,TX
donald brown,d,house,2014,TX
john wieder,o,house,2014,TX
ruben hinojosa,d,house,2014,TX
eddie zamora,r,house,2014,TX
johnny partain,o,house,2014,TX
beto orourke,d,house,2014,TX
corey roen,r,house,2014,TX
jaime perez,o,house,2014,TX
bill flores,r,house,2014,TX
nick haynes,d,house,2014,TX
shawn hamilton,o,house,2014,TX
sheila jackson lee,d,house,2014,TX
sean siebert,r,house,2014,TX
vince duncan,o,house,2014,TX
remington alessi,o,house,2014,TX
randy neugebauer,r,house,2014,TX
neal marchbanks,d,house,2014,TX
chip peterson,o,house,2014,TX
joaquin castro,d,house,2014,TX
jeffrey blunt,o,house,2014,TX
lamar smith,r,house,2014,TX
antonio diaz,o,house,2014,TX
ryan shields,o,house,2014,TX
pete olson,r,house,2014,TX
frank briscoe,d,house,2014,TX
rob lapham,o,house,2014,TX
will hurd,r,house,2014,TX
pete gallego,d,house,2014,TX
ruben corvalan,o,house,2014,TX
kenny marchant,r,house,2014,TX
patrick mcgehearty,d,house,2014,TX
mike kolls,o,house,2014,TX
roger williams,r,house,2014,TX
marco montoya,d,house,2014,TX
john betz,o,house,2014,TX
michael burgess,r,house,2014,TX
mark boler,o,house,2014,TX
blake farenthold,r,house,2014,TX
wesley reed,d,house,2014,TX
roxanne simonson,o,house,2014,TX
henry cuellar,d,house,2014,TX
will aikens,o,house,2014,TX
michael cary,o,house,2014,TX
gene green,d,house,2014,TX
james stanczak,o,house,2014,TX
eddie bernice johnson,d,house,2014,TX
max koch,o,house,2014,TX
eric williams,o,house,2014,TX
john carter,r,house,2014,TX
louie minor,d,house,2014,TX
scott ballard,o,house,2014,TX
pete sessions,r,house,2014,TX
frank perez,d,house,2014,TX
edward rankin,o,house,2014,TX
marc veasey,d,house,2014,TX
jason reeves,o,house,2014,TX
filemon vela jr,d,house,2014,TX
larry smith,r,house,2014,TX
ryan rowley,o,house,2014,TX
lloyd doggett,d,house,2014,TX
susan narvaiz,r,house,2014,TX
cory bruner,o,house,2014,TX
kat swift,o,house,2014,TX
brian babin,r,house,2014,TX
michael cole,d,house,2014,TX
rodney veach,o,house,2014,TX
hal ridley,o,house,2014,TX
rob bishop,r,house,2014,UT
donna mcaleer,d,house,2014,UT
craig bowden,o,house,2014,UT
chris stewart,r,house,2014,UT
luz robles,d,house,2014,UT
shaun mccausland,o,house,2014,UT
bill barron,o,house,2014,UT
jason chaffetz,r,house,2014,UT
brian wonnacott,d,house,2014,UT
stephen tryon,o,house,2014,UT
ben mates,o,house,2014,UT
